Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,league_name,league_id,team_name,Sh,SoT,SoT%,G/Sh,G/SoT,Dist
2018-06-05,21:30,Série A,Matchweek 10,Tue,Away,D,0,0,São Paulo,52.0,14730.0,Danilo Fernandes,4-2-3-1,4-1-4-1,Paulo Roberto Alves Júnior,Match Report,,2018,brasileirao,24,2018 Internacional,13,3,23.1,0.0,0.0,
2018-06-10,19:00,Série A,Matchweek 11,Sun,Away,W,2,1,Santos,39.0,8124.0,Rodrigo Dourado,4-2-3-1,4-3-3,Wagner do Nascimento Magalhaes,Match Report,,2018,brasileirao,24,2018 Internacional,14,4,28.6,0.07,0.25,
2018-06-13,21:45,Série A,Matchweek 12,Wed,Home,W,3,1,Vasco da Gama,54.0,19733.0,Rodrigo Dourado,4-2-2-2,4-2-3-1,Raphael Claus,Match Report,,2018,brasileirao,24,2018 Internacional,14,6,42.9,0.21,0.5,
2018-07-19,21:00,Série A,Matchweek 13,Thu,Away,D,2,2,Ath Paranaense,47.0,8184.0,Rodrigo Dourado,4-3-3,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2018,brasileirao,24,2018 Internacional,14,4,28.6,0.14,0.5,
2018-07-23,20:00,Série A,Matchweek 14,Mon,Home,W,1,0,Ceará,60.0,21013.0,Rodrigo Dourado,4-2-3-1,4-4-2,Bruno Arleu de Araujo,Match Report,,2018,brasileirao,24,2018 Internacional,10,5,50.0,0.1,0.2,
2018-07-26,20:00,Série A,Matchweek 15,Thu,Away,L,1,2,América (MG),57.0,4625.0,Danilo Fernandes,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2018,brasileirao,24,2018 Internacional,13,5,38.5,0.08,0.2,
2018-07-29,16:00,Série A,Matchweek 16,Sun,Home,W,3,0,Botafogo (RJ),53.0,26608.0,Rodrigo Dourado,4-3-3,4-2-3-1,Igor Junior Benevenuto,Match Report,,2018,brasileirao,24,2018 Internacional,15,9,60.0,0.2,0.33,
2018-08-06,20:00,Série A,Matchweek 17,Mon,Away,W,1,0,Atlético Mineiro,36.0,22035.0,Rodrigo Dourado,4-3-3,4-3-3,Jailson Macêdo Freitas,Match Report,,2018,brasileirao,24,2018 Internacional,8,4,50.0,0.13,0.25,
2018-08-13,20:00,Série A,Matchweek 18,Mon,Away,W,3,0,Fluminense,41.0,14640.0,Rodrigo Dourado,4-2-3-1,4-1-4-1,Savio Pereira,Match Report,,2018,brasileirao,24,2018 Internacional,13,7,53.8,0.23,0.43,
2018-08-19,11:00,Série A,Matchweek 19,Sun,Home,W,1,0,Paraná,75.0,40894.0,Rodrigo Dourado,4-2-3-1,4-4-1-1,Leandro Bizzio Marinho,Match Report,,2018,brasileirao,24,2018 Internacional,17,6,35.3,0.06,0.17,
2018-08-22,19:30,Série A,Matchweek 20,Wed,Away,W,1,0,Bahia,39.0,18671.0,Rodrigo Dourado,4-2-3-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,2018,brasileirao,24,2018 Internacional,14,5,35.7,0.07,0.2,
2018-08-26,16:00,Série A,Matchweek 21,Sun,Home,D,0,0,Palmeiras,57.0,40125.0,Rodrigo Dourado,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,2018,brasileirao,24,2018 Internacional,14,4,28.6,0.0,0.0,
2018-09-02,19:00,Série A,Matchweek 22,Sun,Away,D,0,0,Cruzeiro,49.0,16247.0,Rodrigo Dourado,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2018,brasileirao,24,2018 Internacional,14,4,28.6,0.0,0.0,
2018-09-05,21:45,Série A,Matchweek 23,Wed,Home,W,2,1,Flamengo,39.0,31487.0,Rodrigo Dourado,4-1-4-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2018,brasileirao,24,2018 Internacional,7,5,71.4,0.29,0.4,
2018-09-09,16:00,Série A,Matchweek 24,Sun,Home,W,1,0,Grêmio,43.0,41742.0,Rodrigo Dourado,4-3-3,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,,2018,brasileirao,24,2018 Internacional,10,3,30.0,0.1,0.33,
2018-09-17,20:00,Série A,Matchweek 25,Mon,Away,L,1,2,Chapecoense,49.0,16981.0,Marcelo Lomba,4-3-3,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2018,brasileirao,24,2018 Internacional,14,5,35.7,0.0,0.0,
2018-09-23,16:00,Série A,Matchweek 26,Sun,Away,D,1,1,Corinthians,46.0,26916.0,Rodrigo Dourado,4-3-3,4-2-4-0,Eduardo Tomaz De Aquino Valadão,Match Report,,2018,brasileirao,24,2018 Internacional,8,2,25.0,0.13,0.5,
2018-09-30,16:00,Série A,Matchweek 27,Sun,Home,W,2,1,Vitória,60.0,33347.0,Rodrigo Dourado,4-2-3-1,4-1-4-1,Savio Pereira,Match Report,,2018,brasileirao,24,2018 Internacional,13,5,38.5,0.08,0.2,
2018-10-05,19:00,Série A,Matchweek 28,Fri,Away,L,1,2,Sport Recife,58.0,9979.0,Rodrigo Dourado,4-3-3,4-2-3-1,André Luiz de Freitas Castro,Match Report,,2018,brasileirao,24,2018 Internacional,7,2,28.6,0.14,0.5,
2018-10-14,16:00,Série A,Matchweek 29,Sun,Home,W,3,1,São Paulo,57.0,41640.0,Rodrigo Dourado,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2018,brasileirao,24,2018 Internacional,17,6,35.3,0.12,0.33,
2018-10-22,21:00,Série A,Matchweek 30,Mon,Home,D,2,2,Santos,49.0,38492.0,Rodrigo Dourado,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2018,brasileirao,24,2018 Internacional,14,9,64.3,0.14,0.22,
2018-10-26,22:30,Série A,Matchweek 31,Fri,Away,D,1,1,Vasco da Gama,51.0,8648.0,Rodrigo Dourado,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,,2018,brasileirao,24,2018 Internacional,9,3,33.3,0.11,0.33,
2018-11-04,19:00,Série A,Matchweek 32,Sun,Home,W,2,1,Ath Paranaense,63.0,23318.0,Andrés D'Alessandro,4-1-4-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,2018,brasileirao,24,2018 Internacional,12,5,41.7,0.08,0.2,
2018-11-11,16:00,Série A,Matchweek 33,Sun,Away,D,1,1,Ceará,60.0,43575.0,Andrés D'Alessandro,4-4-1-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2018,brasileirao,24,2018 Internacional,5,4,80.0,0.2,0.25,
2018-11-15,21:00,Série A,Matchweek 34,Thu,Home,W,2,0,América (MG),47.0,26476.0,Rodrigo Dourado,4-1-4-1,4-2-3-1,Wilton Sampaio,Match Report,,2018,brasileirao,24,2018 Internacional,12,5,41.7,0.17,0.4,
2018-11-18,17:00,Série A,Matchweek 35,Sun,Away,L,0,1,Botafogo (RJ),60.0,19006.0,Rodrigo Dourado,4-1-4-1,4-2-3-1,Rafael Traci,Match Report,,2018,brasileirao,24,2018 Internacional,5,1,20.0,0.0,0.0,
2018-11-21,19:30,Série A,Matchweek 36,Wed,Home,L,1,2,Atlético Mineiro,54.0,23085.0,Rodrigo Dourado,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2018,brasileirao,24,2018 Internacional,15,3,20.0,0.0,0.0,
2018-11-25,19:00,Série A,Matchweek 37,Sun,Home,W,2,0,Fluminense,62.0,28446.0,Rodrigo Dourado,4-1-4-1,4-3-3,Heber Roberto Lopes,Match Report,,2018,brasileirao,24,2018 Internacional,22,3,13.6,0.09,0.67,
2018-12-02,17:00,Série A,Matchweek 38,Sun,Away,D,1,1,Paraná,57.0,2228.0,Marcelo Lomba,4-2-3-1,4-4-2,Rodrigo Carvalhaes de Miranda,Match Report,,2018,brasileirao,24,2018 Internacional,8,1,12.5,0.13,1.0,
2018-02-27,19:15,Libertadores,Group stage,Tue,Away,D,1,1,uy Defensor,78.0,,Maicon Souza,4-2-3-1,3-4-3,Fernando Rapallini,Match Report,,2018,brasileirao,24,2018 Grêmio,15,7,46.7,0.07,0.14,
2018-04-04,19:15,Libertadores,Group stage,Wed,Home,W,4,0,ve Monagas,68.0,,Maicon Souza,4-2-3-1,4-1-4-1,Carlos Orbe,Match Report,,2018,brasileirao,24,2018 Grêmio,31,15,48.4,0.13,0.27,
2018-04-14,16:00,Série A,Matchweek 1,Sat,Away,W,1,0,Cruzeiro,59.0,19285.0,Maicon Souza,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2018,brasileirao,24,2018 Grêmio,6,2,33.3,0.17,0.5,
2018-04-17,20:30,Libertadores,Group stage,Tue,Away,D,0,0,py Cerro Porteño,48.0,,Pedro Geromel,4-2-3-1,4-2-3-1,Germán Delfino,Match Report,,2018,brasileirao,24,2018 Grêmio,7,3,42.9,0.0,0.0,
2018-04-22,19:00,Série A,Matchweek 2,Sun,Home,D,0,0,Ath Paranaense,49.0,22049.0,Maicon Souza,4-2-3-1,3-4-3,Raphael Claus,Match Report,,2018,brasileirao,24,2018 Grêmio,22,6,27.3,0.0,0.0,
2018-04-28,16:00,Série A,Matchweek 3,Sat,Away,L,1,2,Botafogo (RJ),45.0,10748.0,Marcelo Oliveira,4-2-3-1,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,2018,brasileirao,24,2018 Grêmio,9,3,33.3,0.0,0.0,
2018-05-01,19:15,Libertadores,Group stage,Tue,Home,W,5,0,py Cerro Porteño,58.0,,Maicon Souza,4-2-3-1,4-2-3-1,Patricio Loustau,Match Report,,2018,brasileirao,24,2018 Grêmio,15,7,46.7,0.33,0.71,
2018-05-06,19:00,Série A,Matchweek 4,Sun,Home,W,5,1,Santos,64.0,25779.0,Maicon Souza,4-2-3-1,4-3-3,Péricles Bassols Pegado Cortez,Match Report,,2018,brasileirao,24,2018 Grêmio,18,8,44.4,0.28,0.63,
2018-05-12,16:00,Série A,Matchweek 5,Sat,Home,D,0,0,Internacional,77.0,48035.0,Pedro Geromel,4-2-3-1,4-3-3,Wilton Sampaio,Match Report,,2018,brasileirao,24,2018 Grêmio,12,2,16.7,0.0,0.0,
2018-05-15,20:30,Libertadores,Group stage,Tue,Away,W,2,1,ve Monagas,59.0,,Pedro Geromel,4-2-3-1,4-3-3,Fernando Rapallini,Match Report,,2018,brasileirao,24,2018 Grêmio,22,8,36.4,0.05,0.13,
2018-05-20,16:00,Série A,Matchweek 6,Sun,Away,D,0,0,Paraná,74.0,7776.0,Maicon Souza,4-2-3-1,4-1-4-1,Rodrigo Batista Raposo,Match Report,,2018,brasileirao,24,2018 Grêmio,8,3,37.5,0.0,0.0,
2018-05-23,19:15,Libertadores,Group stage,Wed,Home,W,1,0,uy Defensor,85.0,,Maicon Souza,4-2-3-1,3-5-1-1,Nicolás Gallo,Match Report,,2018,brasileirao,24,2018 Grêmio,15,2,13.3,0.07,0.5,
2018-05-27,19:00,Série A,Matchweek 7,Sun,Away,W,1,0,Ceará,60.0,14995.0,Maicon Souza,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2018,brasileirao,24,2018 Grêmio,11,5,45.5,0.09,0.2,
2018-05-30,21:45,Série A,Matchweek 8,Wed,Home,D,0,0,Fluminense,69.0,18149.0,Maicon Souza,4-2-3-1,5-4-1,Luiz Flávio de Oliveira,Match Report,,2018,brasileirao,24,2018 Grêmio,20,6,30.0,0.0,0.0,
2018-06-03,16:00,Série A,Matchweek 9,Sun,Away,W,2,0,Bahia,43.0,15623.0,Maicon Souza,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,,2018,brasileirao,24,2018 Grêmio,10,4,40.0,0.2,0.5,
2018-06-06,21:45,Série A,Matchweek 10,Wed,Home,L,0,2,Palmeiras,52.0,26556.0,Maicon Souza,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,2018,brasileirao,24,2018 Grêmio,14,5,35.7,0.0,0.0,
2018-06-10,16:00,Série A,Matchweek 11,Sun,Home,W,1,0,América (MG),62.0,12953.0,Léo Moura,4-2-3-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,2018,brasileirao,24,2018 Grêmio,13,4,30.8,0.08,0.25,
2018-06-13,19:30,Série A,Matchweek 12,Wed,Away,D,0,0,Sport Recife,48.0,14430.0,Léo Moura,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2018,brasileirao,24,2018 Grêmio,5,3,60.0,0.0,0.0,
2018-07-18,21:45,Série A,Matchweek 13,Wed,Home,W,2,0,Atlético Mineiro,60.0,20311.0,Maicon Souza,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2018,brasileirao,24,2018 Grêmio,23,6,26.1,0.09,0.33,
2018-07-22,16:00,Série A,Matchweek 14,Sun,Away,L,0,1,Vasco da Gama,66.0,8242.0,Pedro Geromel,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,,2018,brasileirao,24,2018 Grêmio,17,5,29.4,0.0,0.0,
2018-07-26,19:30,Série A,Matchweek 15,Thu,Home,W,2,1,São Paulo,65.0,19865.0,Maicon Souza,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,2018,brasileirao,24,2018 Grêmio,12,3,25.0,0.17,0.67,
2018-07-29,19:00,Série A,Matchweek 16,Sun,Away,D,1,1,Chapecoense,42.0,14382.0,Douglas dos Santos,4-2-3-1,4-2-3-1,Rodrigo Carvalhaes de Miranda,Match Report,,2018,brasileirao,24,2018 Grêmio,8,4,50.0,0.13,0.25,
2018-08-04,19:00,Série A,Matchweek 17,Sat,Home,W,2,0,Flamengo,34.0,14649.0,Douglas dos Santos,4-2-3-1,4-1-4-1,Rafael Traci,Match Report,,2018,brasileirao,24,2018 Grêmio,10,4,40.0,0.2,0.5,
2018-08-07,21:45,Libertadores,Round of 16,Tue,Away,L,1,2,ar Estudiantes,72.0,,Maicon Souza,4-2-3-1,4-1-4-1,Andrés Cunha,Match Report,Leg 1 of 2,2018,brasileirao,24,2018 Grêmio,11,5,45.5,0.09,0.2,
2018-08-12,19:00,Série A,Matchweek 18,Sun,Home,W,4,0,Vitória,53.0,16146.0,Douglas dos Santos,4-2-3-1,4-3-2-1,Bruno Arleu de Araujo,Match Report,,2018,brasileirao,24,2018 Grêmio,14,8,57.1,0.29,0.5,
2018-08-18,19:00,Série A,Matchweek 19,Sat,Away,W,1,0,Corinthians,42.0,32583.0,Pedro Geromel,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2018,brasileirao,24,2018 Grêmio,12,9,75.0,0.08,0.11,
2018-08-22,21:45,Série A,Matchweek 20,Wed,Home,D,1,1,Cruzeiro,67.0,12773.0,Maicon Souza,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2018,brasileirao,24,2018 Grêmio,10,6,60.0,0.1,0.17,
2018-08-25,19:00,Série A,Matchweek 21,Sat,Away,L,1,2,Ath Paranaense,45.0,12188.0,Douglas dos Santos,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2018,brasileirao,24,2018 Grêmio,7,2,28.6,0.0,0.0,
2018-08-28,21:45,Libertadores,Round of 16,Tue,Home,W,2 (5),1 (3),ar Estudiantes,82.0,,Maicon Souza,4-2-3-1,5-4-1,Eber Aguino,Match Report,Leg 2 of 2; Grêmio won; Grêmio won on penalty kicks following extra time,2018,brasileirao,24,2018 Grêmio,25,6,24.0,0.08,0.33,
2018-09-01,16:00,Série A,Matchweek 22,Sat,Home,W,4,0,Botafogo (RJ),56.0,14852.0,Maicon Souza,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2018,brasileirao,24,2018 Grêmio,18,8,44.4,0.11,0.25,
2018-09-06,19:00,Série A,Matchweek 23,Thu,Away,D,0,0,Santos,49.0,16083.0,Pedro Geromel,4-2-3-1,4-1-4-1,Wilton Sampaio,Match Report,,2018,brasileirao,24,2018 Grêmio,8,3,37.5,0.0,0.0,
2018-09-09,16:00,Série A,Matchweek 24,Sun,Away,L,0,1,Internacional,57.0,41742.0,Pedro Geromel,4-2-3-1,4-3-3,Péricles Bassols Pegado Cortez,Match Report,,2018,brasileirao,24,2018 Grêmio,14,2,14.3,0.0,0.0,
2018-09-15,16:00,Série A,Matchweek 25,Sat,Home,W,2,0,Paraná,62.0,19278.0,Douglas dos Santos,4-2-3-1,4-1-4-1,Igor Junior Benevenuto,Match Report,,2018,brasileirao,24,2018 Grêmio,21,4,19.0,0.05,0.25,
2018-09-18,21:45,Libertadores,Quarter-finals,Tue,Away,W,2,0,ar Atlé Tucumán,51.0,,Pedro Geromel,4-1-4-1,4-4-1-1,Wilmar Roldán,Match Report,Leg 1 of 2,2018,brasileirao,24,2018 Grêmio,8,5,62.5,0.25,0.4,
2018-09-23,11:00,Série A,Matchweek 26,Sun,Home,W,3,2,Ceará,60.0,36789.0,Maicon Souza,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2018,brasileirao,24,2018 Grêmio,20,8,40.0,0.15,0.38,
2018-09-29,16:00,Série A,Matchweek 27,Sat,Away,W,1,0,Fluminense,50.0,8721.0,Maicon Souza,4-2-3-1,5-4-1,Raphael Claus,Match Report,,2018,brasileirao,24,2018 Grêmio,6,5,83.3,0.17,0.2,
2018-10-02,21:45,Libertadores,Quarter-finals,Tue,Home,W,4,0,ar Atlé Tucumán,61.0,,Pedro Geromel,4-2-3-1,4-4-1-1,Roberto Tobar,Match Report,Leg 2 of 2; Grêmio won,2018,brasileirao,24,2018 Grêmio,18,5,27.8,0.06,0.2,
2018-10-06,21:00,Série A,Matchweek 28,Sat,Home,D,2,2,Bahia,75.0,29612.0,Maicon Souza,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2018,brasileirao,24,2018 Grêmio,20,6,30.0,0.05,0.17,
2018-10-14,16:00,Série A,Matchweek 29,Sun,Away,L,0,2,Palmeiras,66.0,35812.0,Maicon Souza,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2018,brasileirao,24,2018 Grêmio,3,0,0.0,0.0,,
2018-10-20,16:00,Série A,Matchweek 30,Sat,Away,D,1,1,América (MG),48.0,5821.0,Marcelo Oliveira,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,2018,brasileirao,24,2018 Grêmio,13,4,30.8,0.0,0.0,
2018-10-23,21:45,Libertadores,Semi-finals,Tue,Away,W,1,0,ar River Plate,33.0,,Maicon Souza,4-1-4-1,4-2-2-2,Víctor Carrillo,Match Report,Leg 1 of 2,2018,brasileirao,24,2018 Grêmio,11,4,36.4,0.09,0.25,
2018-10-27,17:30,Série A,Matchweek 31,Sat,Home,L,3,4,Sport Recife,68.0,12165.0,Douglas dos Santos,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2018,brasileirao,24,2018 Grêmio,17,4,23.5,0.12,0.5,
2018-10-30,22:45,Libertadores,Semi-finals,Tue,Home,L,1,2,ar River Plate,33.0,,Maicon Souza,4-2-3-1,4-3-1-2,Andrés Cunha,Match Report,Leg 2 of 2; River Plate won,2018,brasileirao,24,2018 Grêmio,11,3,27.3,0.09,0.33,
2018-11-03,18:00,Série A,Matchweek 32,Sat,Away,W,1,0,Atlético Mineiro,44.0,16758.0,Pedro Geromel,4-2-3-1,4-3-3,Wagner do Nascimento Magalhaes,Match Report,,2018,brasileirao,24,2018 Grêmio,13,7,53.8,0.08,0.14,
2018-11-11,17:00,Série A,Matchweek 33,Sun,Home,W,2,1,Vasco da Gama,71.0,20763.0,Maicon Souza,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2018,brasileirao,24,2018 Grêmio,19,4,21.1,0.11,0.5,
2018-11-15,19:00,Série A,Matchweek 34,Thu,Away,D,1,1,São Paulo,42.0,24757.0,Maicon Souza,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,,2018,brasileirao,24,2018 Grêmio,6,3,50.0,0.17,0.33,
2018-11-18,19:00,Série A,Matchweek 35,Sun,Home,W,2,0,Chapecoense,65.0,13266.0,Pedro Geromel,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2018,brasileirao,24,2018 Grêmio,16,11,68.8,0.13,0.18,
2018-11-21,21:45,Série A,Matchweek 36,Wed,Away,L,0,2,Flamengo,57.0,36978.0,Pedro Geromel,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2018,brasileirao,24,2018 Grêmio,16,5,31.3,0.0,0.0,
2018-11-25,16:00,Série A,Matchweek 37,Sun,Away,D,0,0,Vitória,61.0,4283.0,Pedro Geromel,4-2-3-1,4-1-4-1,Raphael Claus,Match Report,,2018,brasileirao,24,2018 Grêmio,19,7,36.8,0.0,0.0,
2018-12-02,17:00,Série A,Matchweek 38,Sun,Home,W,1,0,Corinthians,53.0,38974.0,Maicon Souza,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2018,brasileirao,24,2018 Grêmio,10,3,30.0,0.1,0.33,
2018-04-12,21:30,Sudamericana,First stage,Thu,Away,D,0,0,ar Rosario Central,47.0,,Sidão,4-1-4-1,4-4-2,Víctor Carrillo,Match Report,Leg 1 of 2,2018,brasileirao,24,2018 São Paulo,10,3,30.0,0.0,0.0,
2018-04-16,20:00,Série A,Matchweek 1,Mon,Home,W,1,0,Paraná,51.0,11327.0,Sidão,4-2-3-1,4-1-4-1,Braulio da Silva Machado,Match Report,,2018,brasileirao,24,2018 São Paulo,10,6,60.0,0.1,0.17,
2018-04-22,16:00,Série A,Matchweek 2,Sun,Away,D,0,0,Ceará,49.0,30186.0,Sidão,4-1-4-1,3-4-3,Paulo Roberto Alves Júnior,Match Report,,2018,brasileirao,24,2018 São Paulo,11,3,27.3,0.0,0.0,
2018-04-29,16:00,Série A,Matchweek 3,Sun,Away,D,1,1,Fluminense,46.0,19237.0,Sidão,4-4-1-1,3-4-3,Rodolpho Toski Marques,Match Report,,2018,brasileirao,24,2018 São Paulo,14,3,21.4,0.07,0.33,
2018-05-05,19:00,Série A,Matchweek 4,Sat,Home,D,2,2,Atlético Mineiro,38.0,31976.0,Sidão,3-4-3,4-2-3-1,Rafael Traci,Match Report,,2018,brasileirao,24,2018 São Paulo,7,2,28.6,0.29,1.0,
2018-05-09,21:45,Sudamericana,First stage,Wed,Home,W,1,0,ar Rosario Central,42.0,,Sidão,4-4-2,4-2-3-1,Eber Aguino,Match Report,Leg 2 of 2; São Paulo won,2018,brasileirao,24,2018 São Paulo,10,4,40.0,0.1,0.25,
2018-05-13,16:00,Série A,Matchweek 5,Sun,Away,D,2,2,Bahia,52.0,20847.0,Sidão,4-1-4-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2018,brasileirao,24,2018 São Paulo,9,5,55.6,0.22,0.4,
2018-05-20,16:00,Série A,Matchweek 6,Sun,Home,W,1,0,Santos,39.0,40565.0,Sidão,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2018,brasileirao,24,2018 São Paulo,14,1,7.1,0.07,1.0,
2018-05-27,19:00,Série A,Matchweek 7,Sun,Away,W,3,1,América (MG),45.0,4360.0,Sidão,4-4-1-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,2018,brasileirao,24,2018 São Paulo,12,6,50.0,0.17,0.33,
2018-05-30,21:00,Série A,Matchweek 8,Wed,Home,W,3,2,Botafogo (RJ),41.0,25427.0,Sidão,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2018,brasileirao,24,2018 São Paulo,15,7,46.7,0.13,0.29,
2018-06-02,21:00,Série A,Matchweek 9,Sat,Away,L,1,3,Palmeiras,51.0,32841.0,Sidão,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2018,brasileirao,24,2018 São Paulo,9,4,44.4,0.11,0.25,
2018-06-05,21:30,Série A,Matchweek 10,Tue,Home,D,0,0,Internacional,48.0,14730.0,Sidão,4-1-4-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,2018,brasileirao,24,2018 São Paulo,9,4,44.4,0.0,0.0,
2018-06-09,16:00,Série A,Matchweek 11,Sat,Away,W,1,0,Ath Paranaense,38.0,8257.0,Sidão,4-4-1-1,3-4-3,Anderson Daronco,Match Report,,2018,brasileirao,24,2018 São Paulo,9,3,33.3,0.0,0.0,
2018-06-12,21:30,Série A,Matchweek 12,Tue,Home,W,3,0,Vitória,56.0,20456.0,Sidão,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,,2018,brasileirao,24,2018 São Paulo,14,5,35.7,0.21,0.6,
2018-07-18,21:45,Série A,Matchweek 13,Wed,Away,W,1,0,Flamengo,29.0,55986.0,Sidão,4-4-1-1,4-3-3,Paulo Roberto Alves Júnior,Match Report,,2018,brasileirao,24,2018 São Paulo,16,2,12.5,0.06,0.5,
2018-07-21,21:00,Série A,Matchweek 14,Sat,Home,W,3,1,Corinthians,46.0,58624.0,Hudson,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2018,brasileirao,24,2018 São Paulo,18,8,44.4,0.17,0.38,
2018-07-26,19:30,Série A,Matchweek 15,Thu,Away,L,1,2,Grêmio,35.0,19865.0,Sidão,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,2018,brasileirao,24,2018 São Paulo,8,5,62.5,0.13,0.2,
2018-07-29,16:00,Série A,Matchweek 16,Sun,Away,W,2,0,Cruzeiro,42.0,26671.0,Sidão,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2018,brasileirao,24,2018 São Paulo,9,4,44.4,0.22,0.5,
2018-08-02,19:30,Sudamericana,Second stage,Thu,Home,L,0,1,ar Colón,69.0,,Hudson,4-2-3-1,5-4-1,Leodán González,Match Report,Leg 1 of 2,2018,brasileirao,24,2018 São Paulo,16,3,18.8,0.0,0.0,
2018-08-05,16:00,Série A,Matchweek 17,Sun,Home,W,2,1,Vasco da Gama,41.0,53437.0,Hudson,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2018,brasileirao,24,2018 São Paulo,12,4,33.3,0.17,0.5,
2018-08-12,16:00,Série A,Matchweek 18,Sun,Away,W,3,1,Sport Recife,55.0,16050.0,Hudson,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2018,brasileirao,24,2018 São Paulo,17,5,29.4,0.18,0.6,
2018-08-16,21:45,Sudamericana,Second stage,Thu,Away,W,1 (3),0 (5),ar Colón,64.0,,Hudson,4-2-3-1,5-4-1,Mario Díaz de Vivar,Match Report,Leg 2 of 2; Colón won; Colón won on penalty kicks following extra time,2018,brasileirao,24,2018 São Paulo,14,4,28.6,0.07,0.25,
2018-08-19,19:00,Série A,Matchweek 19,Sun,Home,W,2,0,Chapecoense,39.0,41075.0,Sidão,4-2-3-1,4-1-4-1,Rafael Traci,Match Report,,2018,brasileirao,24,2018 São Paulo,6,3,50.0,0.33,0.67,
2018-08-22,19:30,Série A,Matchweek 20,Wed,Away,D,1,1,Paraná,54.0,7635.0,Hudson,4-2-3-1,4-1-4-1,Péricles Bassols Pegado Cortez,Match Report,,2018,brasileirao,24,2018 São Paulo,14,4,28.6,0.07,0.25,
2018-08-26,11:00,Série A,Matchweek 21,Sun,Home,W,1,0,Ceará,58.0,57323.0,Sidão,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2018,brasileirao,24,2018 São Paulo,19,4,21.1,0.05,0.25,
2018-09-02,16:00,Série A,Matchweek 22,Sun,Home,D,1,1,Fluminense,36.0,49348.0,Hudson,4-2-3-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,2018,brasileirao,24,2018 São Paulo,7,4,57.1,0.14,0.25,
