player,nation,pos,age,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls.1,ast.1,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,matches_90,team_name,season,team_id
Lucas Digne,fr FRA,DF,26.0,35,35,3030.0,33.7,0.0,7.0,7.0,0.0,0.0,0.0,6.0,0.0,1.5,1.5,6.3,7.7,69.0,134.0,251.0,0.0,0.21,0.21,0.0,0.21,0.04,0.19,0.23,0.04,0.23,Matches,everton,2019-2020,fIFZ3S5Jpeve
Dominic Calvert-Lewin,eng ENG,FW,22.0,36,30,2626.0,29.2,13.0,1.0,14.0,13.0,0.0,0.0,9.0,0.0,15.3,15.3,1.5,16.8,40.0,50.0,156.0,0.45,0.03,0.48,0.45,0.48,0.52,0.05,0.57,0.52,0.57,Matches,everton,2019-2020,fIFZ3S5Jpeve
Gylfi Sigurðsson,is ISL,MF,29.0,35,28,2560.0,28.4,2.0,3.0,5.0,1.0,1.0,1.0,3.0,0.0,4.0,3.2,4.2,7.4,27.0,127.0,73.0,0.07,0.11,0.18,0.04,0.14,0.14,0.15,0.29,0.11,0.26,Matches,everton,2019-2020,fIFZ3S5Jpeve
Michael Keane,eng ENG,DF,26.0,31,28,2559.0,28.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.9,1.9,0.7,2.5,9.0,84.0,3.0,0.07,0.0,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09,Matches,everton,2019-2020,fIFZ3S5Jpeve
Yerry Mina,co COL,DF,24.0,29,25,2284.0,25.4,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,3.4,3.4,1.4,4.8,11.0,83.0,4.0,0.08,0.04,0.12,0.08,0.12,0.13,0.05,0.19,0.13,0.19,Matches,everton,2019-2020,fIFZ3S5Jpeve
Mason Holgate,eng ENG,DF,22.0,27,24,2054.0,22.8,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,1.7,1.7,0.7,2.4,18.0,58.0,4.0,0.0,0.13,0.13,0.0,0.13,0.08,0.03,0.1,0.08,0.1,Matches,everton,2019-2020,fIFZ3S5Jpeve
Tom Davies,eng ENG,MF,21.0,30,23,2027.0,22.5,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.6,1.6,0.5,2.1,24.0,113.0,32.0,0.04,0.0,0.04,0.04,0.04,0.07,0.02,0.09,0.07,0.09,Matches,everton,2019-2020,fIFZ3S5Jpeve
Séamus Coleman,ie IRL,DF,30.0,27,21,1839.0,20.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.9,0.9,1.7,2.7,49.0,77.0,93.0,0.0,0.05,0.05,0.0,0.05,0.05,0.08,0.13,0.05,0.13,Matches,everton,2019-2020,fIFZ3S5Jpeve
Alex Iwobi,ng NGA,"MF,FW",23.0,25,19,1596.0,17.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.5,2.5,1.9,4.4,60.0,106.0,84.0,0.06,0.0,0.06,0.06,0.06,0.14,0.11,0.25,0.14,0.25,Matches,everton,2019-2020,fIFZ3S5Jpeve
Djibril Sidibé,fr FRA,"DF,MF",27.0,25,18,1824.0,20.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,2.3,2.7,61.0,86.0,102.0,0.0,0.2,0.2,0.0,0.2,0.02,0.11,0.13,0.02,0.13,Matches,everton,2019-2020,fIFZ3S5Jpeve
André Gomes,pt POR,MF,26.0,19,17,1458.0,16.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,1.1,1.2,10.0,105.0,16.0,0.0,0.06,0.06,0.0,0.06,0.01,0.07,0.08,0.01,0.08,Matches,everton,2019-2020,fIFZ3S5Jpeve
Theo Walcott,eng ENG,"MF,FW",30.0,25,17,1287.0,14.3,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,3.1,3.1,3.7,6.8,34.0,34.0,127.0,0.14,0.21,0.35,0.14,0.35,0.22,0.26,0.48,0.22,0.48,Matches,everton,2019-2020,fIFZ3S5Jpeve
Bernard,br BRA,"MF,FW",26.0,27,15,1280.0,14.2,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.8,1.8,2.4,4.1,40.0,76.0,106.0,0.21,0.14,0.35,0.21,0.35,0.13,0.17,0.29,0.13,0.29,Matches,everton,2019-2020,fIFZ3S5Jpeve
Fabian Delph,eng ENG,MF,29.0,16,13,1190.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.1,0.1,0.4,0.5,19.0,94.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,everton,2019-2020,fIFZ3S5Jpeve
Morgan Schneiderlin,fr FRA,MF,29.0,15,12,1001.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.2,0.2,0.1,0.4,4.0,62.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,everton,2019-2020,fIFZ3S5Jpeve
Moise Kean,it ITA,FW,19.0,29,6,852.0,9.5,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,6.0,26.0,12.0,60.0,0.21,0.21,0.42,0.21,0.42,0.42,0.21,0.63,0.42,0.63,Matches,everton,2019-2020,fIFZ3S5Jpeve
Anthony Gordon,eng ENG,"MF,FW",18.0,11,4,440.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,13.0,9.0,26.0,0.0,0.2,0.2,0.0,0.2,0.06,0.08,0.14,0.06,0.14,Matches,everton,2019-2020,fIFZ3S5Jpeve
Leighton Baines,eng ENG,DF,34.0,8,4,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,12.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.2,0.01,0.2,Matches,everton,2019-2020,fIFZ3S5Jpeve
Jarrad Branthwaite,eng ENG,DF,17.0,4,2,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,everton,2019-2020,fIFZ3S5Jpeve
Cenk Tosun,tr TUR,FW,28.0,5,2,291.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.1,2.0,6.0,27.0,0.31,0.0,0.31,0.31,0.31,0.29,0.05,0.35,0.29,0.35,Matches,everton,2019-2020,fIFZ3S5Jpeve
Jean-Philippe Gbamin,ci CIV,MF,23.0,2,1,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,everton,2019-2020,fIFZ3S5Jpeve
Oumar Niasse,sn SEN,FW,29.0,3,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,everton,2019-2020,fIFZ3S5Jpeve
Beni Baningime,cd COD,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,everton,2019-2020,fIFZ3S5Jpeve
Lewis Gibson,eng ENG,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,everton,2019-2020,fIFZ3S5Jpeve
Jonas Lössl,dk DEN,GK,30.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,everton,2019-2020,fIFZ3S5Jpeve
Cuco Martina,cw CUW,"DF,MF",29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,everton,2019-2020,fIFZ3S5Jpeve
Ellis Simms,eng ENG,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,everton,2019-2020,fIFZ3S5Jpeve
Maarten Stekelenburg,nl NED,GK,36.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,everton,2019-2020,fIFZ3S5Jpeve
João Virgínia,pt POR,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,everton,2019-2020,fIFZ3S5Jpeve
Martin Dúbravka,sk SVK,GK,30.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Miguel Almirón,py PAR,"MF,FW",25.0,36,35,3021.0,33.6,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,6.7,6.7,3.0,9.7,120.0,77.0,160.0,0.12,0.06,0.18,0.12,0.18,0.2,0.09,0.29,0.2,0.29,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Joelinton,br BRA,FW,22.0,38,32,2683.0,29.8,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,5.5,5.5,2.9,8.3,47.0,56.0,133.0,0.07,0.07,0.13,0.07,0.13,0.18,0.1,0.28,0.18,0.28,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Federico Fernández,ar ARG,DF,30.0,32,29,2620.0,29.1,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,1.4,1.4,1.2,2.6,4.0,43.0,13.0,0.07,0.07,0.14,0.07,0.14,0.05,0.04,0.09,0.05,0.09,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Isaac Hayden,eng ENG,MF,24.0,29,26,2223.0,24.7,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,1.2,1.2,2.3,3.5,24.0,52.0,30.0,0.04,0.08,0.12,0.04,0.12,0.05,0.09,0.14,0.05,0.14,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Jonjo Shelvey,eng ENG,MF,27.0,26,25,2119.0,23.5,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,2.5,2.5,3.6,6.1,22.0,124.0,28.0,0.25,0.08,0.34,0.25,0.34,0.1,0.15,0.26,0.1,0.26,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Jamaal Lascelles,eng ENG,DF,25.0,24,24,2076.0,23.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,0.2,0.7,3.0,21.0,1.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Allan Saint-Maximin,fr FRA,"MF,FW",22.0,26,23,1863.0,20.7,3.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,3.3,3.3,3.3,6.6,125.0,49.0,92.0,0.14,0.19,0.34,0.14,0.34,0.16,0.16,0.32,0.16,0.32,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Fabian Schär,ch SUI,"DF,MF",27.0,22,18,1672.0,18.6,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.4,1.4,0.1,1.6,20.0,53.0,6.0,0.11,0.0,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Javier Manquillo,es ESP,DF,25.0,21,18,1599.0,17.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,0.3,22.0,28.0,49.0,0.0,0.06,0.06,0.0,0.06,0.0,0.01,0.02,0.0,0.02,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Jetro Willems,nl NED,DF,25.0,19,18,1493.0,16.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9,1.5,24.0,43.0,31.0,0.12,0.12,0.24,0.12,0.24,0.03,0.06,0.09,0.03,0.09,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Sean Longstaff,eng ENG,MF,21.0,23,14,1378.0,15.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.4,1.4,1.2,2.5,8.0,33.0,12.0,0.07,0.07,0.13,0.07,0.13,0.09,0.08,0.17,0.09,0.17,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Matt Ritchie,sct SCO,"DF,MF",29.0,18,14,1315.0,14.6,2.0,1.0,3.0,2.0,0.0,1.0,4.0,0.0,1.7,0.9,2.3,3.2,23.0,52.0,43.0,0.14,0.07,0.21,0.14,0.21,0.12,0.16,0.28,0.06,0.22,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Paul Dummett,wls WAL,DF,27.0,16,14,1228.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,7.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Ciaran Clark,ie IRL,DF,29.0,14,14,1186.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.3,1.3,0.0,1.3,2.0,16.0,2.0,0.15,0.0,0.15,0.15,0.15,0.1,0.0,0.1,0.1,0.1,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Emil Krafth,se SWE,DF,24.0,17,11,1020.0,11.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,1.0,11.0,19.0,20.0,0.0,0.09,0.09,0.0,0.09,0.03,0.06,0.08,0.03,0.08,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
DeAndre Yedlin,us USA,DF,26.0,16,10,938.0,10.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.3,1.1,12.0,14.0,40.0,0.1,0.0,0.1,0.1,0.1,0.07,0.03,0.1,0.07,0.1,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Danny Rose,eng ENG,DF,29.0,11,10,863.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,4.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Dwight Gayle,eng ENG,FW,28.0,20,10,850.0,9.4,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,4.3,4.3,0.8,5.1,7.0,7.0,43.0,0.42,0.21,0.64,0.42,0.64,0.46,0.09,0.54,0.46,0.54,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Nabil Bentaleb,dz ALG,MF,24.0,12,8,751.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,2.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Christian Atsu,gh GHA,"MF,FW",27.0,19,6,749.0,8.3,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.3,1.5,29.0,16.0,22.0,0.0,0.36,0.36,0.0,0.36,0.03,0.15,0.18,0.03,0.18,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Matthew Longstaff,eng ENG,MF,19.0,9,6,575.0,6.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,4.0,17.0,2.0,0.31,0.0,0.31,0.31,0.31,0.04,0.06,0.1,0.04,0.1,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Andy Carroll,eng ENG,FW,30.0,19,4,632.0,7.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.4,2.6,4.0,17.0,34.0,0.0,0.57,0.57,0.0,0.57,0.17,0.2,0.37,0.17,0.37,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Valentino Lazaro,at AUT,"DF,MF",23.0,13,4,480.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4,0.4,0.2,0.6,7.0,7.0,14.0,0.19,0.0,0.19,0.19,0.19,0.07,0.04,0.11,0.07,0.11,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Florian Lejeune,fr FRA,DF,28.0,6,4,442.0,4.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,1.0,7.0,0.0,0.41,0.0,0.41,0.41,0.41,0.24,0.01,0.25,0.24,0.25,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Yoshinori Mutō,jp JPN,"MF,FW",27.0,8,2,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Ki Sung-yueng,kr KOR,MF,30.0,3,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Kelland Watts,eng ENG,DF,19.0,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Thomas Allan,eng ENG,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Karl Darlow,wls WAL,GK,28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Rob Elliot,ie IRL,GK,33.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Liam Gibson,eng ENG,"DF,MF",22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Jack Young,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,newcastle_united,2019-2020,cVmCA4FQNnew
Wilfried Zaha,ci CIV,"FW,MF",26.0,38,37,3280.0,36.4,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,5.2,5.2,4.0,9.1,210.0,146.0,354.0,0.11,0.08,0.19,0.11,0.19,0.14,0.11,0.25,0.14,0.25,Matches,crystal_palace,2019-2020,Doc2STVjccry
Jordan Ayew,gh GHA,FW,27.0,37,37,3148.0,35.0,9.0,2.0,11.0,9.0,0.0,0.0,6.0,0.0,7.5,7.5,2.5,10.0,77.0,60.0,184.0,0.26,0.06,0.31,0.26,0.31,0.21,0.07,0.29,0.21,0.29,Matches,crystal_palace,2019-2020,Doc2STVjccry
James McArthur,sct SCO,MF,31.0,37,37,3090.0,34.3,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,2.4,4.4,54.0,174.0,123.0,0.0,0.09,0.09,0.0,0.09,0.06,0.07,0.13,0.06,0.13,Matches,crystal_palace,2019-2020,Doc2STVjccry
Vicente Guaita,es ESP,GK,32.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crystal_palace,2019-2020,Doc2STVjccry
Cheikhou Kouyaté,sn SEN,"MF,DF",29.0,35,29,2528.0,28.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.7,2.7,0.9,3.6,12.0,64.0,55.0,0.04,0.04,0.07,0.04,0.07,0.1,0.03,0.13,0.1,0.13,Matches,crystal_palace,2019-2020,Doc2STVjccry
Patrick van Aanholt,nl NED,DF,28.0,29,29,2507.0,27.9,3.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,2.1,1.3,3.7,5.1,60.0,143.0,89.0,0.11,0.07,0.18,0.07,0.14,0.08,0.13,0.21,0.05,0.18,Matches,crystal_palace,2019-2020,Doc2STVjccry
Luka Milivojević,rs SRB,MF,28.0,31,28,2513.0,27.9,3.0,1.0,4.0,1.0,2.0,2.0,12.0,0.0,2.7,1.2,2.1,3.3,7.0,127.0,11.0,0.11,0.04,0.14,0.04,0.07,0.1,0.08,0.17,0.04,0.12,Matches,crystal_palace,2019-2020,Doc2STVjccry
Joel Ward,eng ENG,DF,29.0,29,27,2382.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.3,0.6,22.0,115.0,54.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,crystal_palace,2019-2020,Doc2STVjccry
Gary Cahill,eng ENG,DF,33.0,25,25,2167.0,24.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,0.2,1.8,5.0,48.0,2.0,0.0,0.04,0.04,0.0,0.04,0.06,0.01,0.07,0.06,0.07,Matches,crystal_palace,2019-2020,Doc2STVjccry
James Tomkins,eng ENG,DF,30.0,18,18,1582.0,17.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,0.1,1.2,1.0,14.0,4.0,0.06,0.06,0.11,0.06,0.11,0.06,0.01,0.07,0.06,0.07,Matches,crystal_palace,2019-2020,Doc2STVjccry
Martin Kelly,eng ENG,DF,29.0,19,17,1549.0,17.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,6.0,35.0,14.0,0.0,0.06,0.06,0.0,0.06,0.0,0.05,0.05,0.0,0.05,Matches,crystal_palace,2019-2020,Doc2STVjccry
James McCarthy,ie IRL,MF,28.0,33,16,1680.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.5,0.5,1.3,1.8,8.0,55.0,23.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,crystal_palace,2019-2020,Doc2STVjccry
Andros Townsend,eng ENG,"FW,MF",28.0,24,14,1294.0,14.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,1.9,2.3,56.0,44.0,77.0,0.07,0.07,0.14,0.07,0.14,0.03,0.13,0.16,0.03,0.16,Matches,crystal_palace,2019-2020,Doc2STVjccry
Scott Dann,eng ENG,DF,32.0,16,14,1266.0,14.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.2,1.0,28.0,2.0,0.0,0.07,0.07,0.0,0.07,0.06,0.03,0.09,0.06,0.09,Matches,crystal_palace,2019-2020,Doc2STVjccry
Christian Benteke,be BEL,FW,28.0,24,13,1261.0,14.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,5.1,5.1,2.6,7.7,22.0,28.0,79.0,0.14,0.07,0.21,0.14,0.21,0.36,0.19,0.55,0.36,0.55,Matches,crystal_palace,2019-2020,Doc2STVjccry
Jeffrey Schlupp,gh GHA,"FW,MF",26.0,17,11,1036.0,11.5,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.7,1.7,0.8,2.6,23.0,42.0,53.0,0.26,0.09,0.35,0.26,0.35,0.15,0.07,0.22,0.15,0.22,Matches,crystal_palace,2019-2020,Doc2STVjccry
Mamadou Sakho,fr FRA,DF,29.0,14,11,931.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,1.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,crystal_palace,2019-2020,Doc2STVjccry
Jaïro Riedewald,nl NED,"DF,MF",22.0,17,7,769.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,8.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,crystal_palace,2019-2020,Doc2STVjccry
Max Meyer,de GER,"MF,FW",23.0,17,6,655.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,9.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,crystal_palace,2019-2020,Doc2STVjccry
Wayne Hennessey,wls WAL,GK,32.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crystal_palace,2019-2020,Doc2STVjccry
Tyrick Mitchell,eng ENG,DF,19.0,4,2,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,5.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,crystal_palace,2019-2020,Doc2STVjccry
Cenk Tosun,tr TUR,FW,28.0,5,2,177.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.1,5.0,7.0,11.0,0.51,0.0,0.51,0.51,0.51,0.27,0.29,0.55,0.27,0.55,Matches,crystal_palace,2019-2020,Doc2STVjccry
Connor Wickham,eng ENG,"FW,MF",26.0,6,0,96.0,1.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.6,1.9,3.0,6.0,10.0,0.94,0.94,1.87,0.94,1.87,1.28,0.52,1.8,1.28,1.8,Matches,crystal_palace,2019-2020,Doc2STVjccry
Brandon Pierrick,eng ENG,"MF,FW",17.0,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,Matches,crystal_palace,2019-2020,Doc2STVjccry
Víctor Camarasa,es ESP,FW,25.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crystal_palace,2019-2020,Doc2STVjccry
James Daly,eng ENG,"FW,MF",19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crystal_palace,2019-2020,Doc2STVjccry
John-Kymani Gordon,eng ENG,"FW,MF",16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crystal_palace,2019-2020,Doc2STVjccry
Stephen Henderson,ie IRL,GK,31.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crystal_palace,2019-2020,Doc2STVjccry
Nya Kirby,eng ENG,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crystal_palace,2019-2020,Doc2STVjccry
Giovanni McGregor,eng ENG,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crystal_palace,2019-2020,Doc2STVjccry
Nikola Tavares,hr CRO,"DF,MF",20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crystal_palace,2019-2020,Doc2STVjccry
Sam Woods,eng ENG,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crystal_palace,2019-2020,Doc2STVjccry
