player,nation,pos,age,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls.1,ast.1,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,matches_90,team_name,season,team_id
Julian Ryerson,no NOR,"DF,MF",21.0,14,3,368.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.1,0.9,10.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22,Matches,union_berlin,2019-2020,gvOIbl7fjuni
Sebastian Polter,de GER,FW,28.0,13,2,330.0,3.7,2.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,2.2,0.6,1.2,1.8,2.0,10.0,36.0,0.55,0.55,1.09,0.0,0.55,0.59,0.31,0.9,0.17,0.48,Matches,union_berlin,2019-2020,gvOIbl7fjuni
Manuel Schmiedebach,de GER,MF,30.0,5,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,union_berlin,2019-2020,gvOIbl7fjuni
Joshua Mees,de GER,"MF,FW",23.0,15,1,325.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.9,3.0,7.0,20.0,0.0,0.28,0.28,0.0,0.28,0.11,0.13,0.24,0.11,0.24,Matches,union_berlin,2019-2020,gvOIbl7fjuni
Suleiman Abdullahi,ng NGA,"FW,MF",22.0,6,1,157.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.2,1.3,2.0,3.0,10.0,0.57,0.0,0.57,0.57,0.57,0.65,0.09,0.74,0.65,0.74,Matches,union_berlin,2019-2020,gvOIbl7fjuni
Akaki Gogia,de GER,"MF,FW",27.0,3,1,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.2,0.22,0.02,0.22,Matches,union_berlin,2019-2020,gvOIbl7fjuni
Moritz Nicolas,de GER,GK,21.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,union_berlin,2019-2020,gvOIbl7fjuni
Jakob Busk,dk DEN,GK,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,union_berlin,2019-2020,gvOIbl7fjuni
Florian Flecker,at AUT,"FW,MF",23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,union_berlin,2019-2020,gvOIbl7fjuni
Julius Kade,de GER,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,union_berlin,2019-2020,gvOIbl7fjuni
Nicolai Rapp,de GER,"DF,MF",22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,union_berlin,2019-2020,gvOIbl7fjuni
Bastian Oczipka,de GER,DF,30.0,34,33,3015.0,33.5,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,2.9,3.2,102.0,136.0,95.0,0.0,0.15,0.15,0.0,0.15,0.01,0.09,0.1,0.01,0.1,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Jonjoe Kenny,eng ENG,DF,22.0,31,31,2717.0,30.2,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,1.3,1.3,1.4,2.7,40.0,136.0,125.0,0.07,0.1,0.17,0.07,0.17,0.04,0.05,0.09,0.04,0.09,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Alexander Nübel,de GER,GK,22.0,26,26,2315.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Daniel Caligiuri,it ITA,"MF,FW",31.0,28,26,2293.0,25.5,2.0,2.0,4.0,1.0,1.0,1.0,5.0,0.0,3.4,2.6,3.2,5.8,66.0,105.0,131.0,0.08,0.08,0.16,0.04,0.12,0.13,0.12,0.26,0.1,0.23,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Amine Harit,ma MAR,"MF,FW",22.0,25,24,2102.0,23.4,6.0,4.0,10.0,5.0,1.0,1.0,3.0,0.0,3.3,2.5,3.8,6.3,94.0,134.0,149.0,0.26,0.17,0.43,0.21,0.39,0.14,0.16,0.3,0.11,0.27,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Weston McKennie,us USA,"MF,DF",20.0,28,24,2074.0,23.0,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,2.7,2.7,2.9,5.6,34.0,94.0,71.0,0.13,0.0,0.13,0.13,0.13,0.12,0.13,0.24,0.12,0.24,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Omar Mascarell,gq EQG,MF,26.0,23,23,2026.0,22.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,1.2,1.7,6.0,80.0,10.0,0.0,0.04,0.04,0.0,0.04,0.02,0.05,0.08,0.02,0.08,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Ozan Kabak,tr TUR,DF,19.0,26,21,1777.0,19.7,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.8,1.8,0.5,2.3,13.0,62.0,2.0,0.15,0.05,0.2,0.15,0.2,0.09,0.03,0.11,0.09,0.11,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Benito Raman,be BEL,FW,24.0,25,19,1601.0,17.8,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,4.3,4.3,2.0,6.3,32.0,22.0,89.0,0.22,0.17,0.39,0.22,0.39,0.24,0.11,0.35,0.24,0.35,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Suat Serdar,de GER,MF,22.0,20,19,1599.0,17.8,7.0,0.0,7.0,7.0,0.0,0.0,2.0,0.0,3.1,3.1,1.0,4.1,32.0,65.0,52.0,0.39,0.0,0.39,0.39,0.39,0.18,0.06,0.23,0.18,0.23,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Alessandro Schöpf,at AUT,MF,25.0,22,15,1432.0,15.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,1.2,2.3,34.0,50.0,85.0,0.0,0.06,0.06,0.0,0.06,0.07,0.08,0.14,0.07,0.14,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Matija Nastasić,rs SRB,DF,26.0,16,15,1365.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.3,1.3,4.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Rabbi Matondo,wls WAL,"FW,MF",18.0,20,14,1162.0,12.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.2,3.2,0.8,3.9,38.0,16.0,93.0,0.15,0.0,0.15,0.15,0.15,0.24,0.06,0.3,0.24,0.3,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Guido Burgstaller,at AUT,FW,30.0,21,13,1234.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.9,3.9,1.1,4.9,16.0,26.0,93.0,0.0,0.07,0.07,0.0,0.07,0.28,0.08,0.36,0.28,0.36,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Salif Sané,sn SEN,DF,28.0,15,13,1126.0,12.5,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.9,0.9,0.6,1.4,11.0,52.0,10.0,0.16,0.08,0.24,0.16,0.24,0.07,0.05,0.11,0.07,0.11,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Michael Gregoritsch,at AUT,FW,25.0,14,10,829.0,9.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,3.9,3.9,0.7,4.6,3.0,16.0,46.0,0.11,0.11,0.22,0.11,0.22,0.42,0.08,0.5,0.42,0.5,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Benjamin Stambouli,fr FRA,DF,28.0,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Juan Miranda,es ESP,DF,19.0,11,8,781.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.6,0.7,15.0,39.0,37.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Markus Schubert,de GER,GK,21.0,9,8,742.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Jean-Clair Todibo,fr FRA,DF,19.0,8,4,365.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,6.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.07,0.07,0.07,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Mark Uth,de GER,"FW,MF",27.0,8,4,353.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,1.1,3.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.23,0.05,0.28,0.23,0.28,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Timo Becker,de GER,"DF,MF",22.0,10,4,336.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,15.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Ahmed Kutucu,tr TUR,"FW,MF",19.0,25,3,679.0,7.5,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.9,1.9,0.4,2.2,15.0,16.0,33.0,0.4,0.27,0.66,0.4,0.66,0.25,0.05,0.3,0.25,0.3,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Nassim Boujellab,ma MAR,"MF,FW",20.0,11,3,419.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.5,5.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Can Bozdogan,de GER,MF,18.0,3,3,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,0.1,5.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Fabian Reese,de GER,FW,21.0,2,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.7,2.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.14,0.56,0.69,0.14,0.69,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Levent Mercan,de GER,"MF,FW",18.0,5,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Malick Thiaw,de GER,DF,17.0,4,0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Jonas Hofmann,de GER,MF,22.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Jonas Carls,de GER,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Michael Langer,at AUT,GK,34.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Steven Skrzybski,de GER,"FW,MF",26.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,schalke_04,2019-2020,H3VM7vwSPsch
Moussa Niakhate,sn SEN,DF,23.0,33,33,2970.0,33.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,1.1,2.1,37.0,129.0,14.0,0.03,0.06,0.09,0.03,0.09,0.03,0.03,0.06,0.03,0.06,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Robin Quaison,se SWE,"FW,MF",25.0,32,31,2602.0,28.9,13.0,2.0,15.0,12.0,1.0,1.0,2.0,0.0,11.4,10.6,3.0,13.6,36.0,61.0,155.0,0.45,0.07,0.52,0.42,0.48,0.39,0.1,0.5,0.37,0.47,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Ridle Baku,de GER,"DF,MF",21.0,30,26,2351.0,26.1,1.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,3.4,4.5,42.0,109.0,118.0,0.04,0.11,0.15,0.04,0.15,0.04,0.13,0.17,0.04,0.17,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Jean-Paul Boëtius,nl NED,MF,25.0,28,26,2266.0,25.2,4.0,5.0,9.0,4.0,0.0,0.0,5.0,0.0,3.7,3.7,3.5,7.2,56.0,128.0,100.0,0.16,0.2,0.36,0.16,0.36,0.15,0.14,0.29,0.15,0.29,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Jerry St. Juste,nl NED,DF,22.0,25,24,2113.0,23.5,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,1.2,1.9,12.0,56.0,5.0,0.09,0.09,0.17,0.09,0.17,0.03,0.05,0.08,0.03,0.08,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Robin Zentner,de GER,GK,24.0,22,22,1935.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Pierre Kunde,cm CMR,MF,24.0,28,22,1866.0,20.7,4.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,3.2,3.2,1.2,4.4,52.0,118.0,35.0,0.19,0.0,0.19,0.19,0.19,0.16,0.06,0.21,0.16,0.21,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Aarón Martín,es ESP,DF,22.0,22,21,1792.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,2.9,3.2,40.0,44.0,90.0,0.0,0.0,0.0,0.0,0.0,0.02,0.15,0.16,0.02,0.16,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Levin Öztunalı,de GER,"MF,FW",23.0,27,19,1778.0,19.8,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,2.5,2.5,2.8,5.3,65.0,76.0,118.0,0.2,0.15,0.35,0.2,0.35,0.12,0.14,0.27,0.12,0.27,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Edimilson Fernandes,ch SUI,"MF,DF",23.0,24,18,1484.0,16.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.8,0.8,0.3,1.2,12.0,61.0,29.0,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Karim Onisiwo,at AUT,FW,27.0,32,16,1728.0,19.2,4.0,6.0,10.0,4.0,0.0,0.0,3.0,0.0,5.0,5.0,4.9,9.9,41.0,29.0,123.0,0.21,0.31,0.52,0.21,0.52,0.26,0.25,0.51,0.26,0.51,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Daniel Brosinski,de GER,DF,31.0,26,16,1709.0,19.0,2.0,4.0,6.0,1.0,1.0,1.0,3.0,0.0,2.0,1.2,6.0,7.2,43.0,77.0,88.0,0.11,0.21,0.32,0.05,0.26,0.1,0.32,0.42,0.06,0.38,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Danny Latza,de GER,MF,29.0,23,15,1373.0,15.3,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.1,1.1,2.1,3.3,12.0,72.0,24.0,0.0,0.13,0.13,0.0,0.13,0.07,0.14,0.21,0.07,0.21,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Ádám Szalai,hu HUN,FW,31.0,27,12,1147.0,12.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,4.5,4.5,1.3,5.8,10.0,23.0,69.0,0.08,0.08,0.16,0.08,0.16,0.36,0.1,0.45,0.36,0.45,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Florian Müller,de GER,GK,21.0,13,12,1125.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Jean-Philippe Mateta,fr FRA,FW,22.0,18,12,1053.0,11.7,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,5.9,5.2,1.2,6.4,11.0,10.0,63.0,0.26,0.09,0.34,0.17,0.26,0.51,0.1,0.61,0.44,0.54,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Leandro Barreiro Martins,lu LUX,MF,19.0,18,11,938.0,10.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.3,0.7,6.0,41.0,13.0,0.0,0.19,0.19,0.0,0.19,0.04,0.03,0.07,0.04,0.07,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Alexander Hack,de GER,DF,25.0,14,9,805.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.3,0.8,9.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Jeffrey Bruma,nl NED,DF,27.0,8,8,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.0,0.6,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Ronaël Pierre-Gabriel,fr FRA,DF,21.0,8,8,574.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.5,0.5,6.0,27.0,9.0,0.0,0.16,0.16,0.0,0.16,0.01,0.08,0.09,0.01,0.09,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Taiwo Awoniyi,ng NGA,"FW,MF",21.0,12,5,483.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.2,3.2,0.8,4.0,12.0,7.0,43.0,0.19,0.0,0.19,0.19,0.19,0.59,0.15,0.74,0.59,0.74,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Phillipp Mwene,at AUT,DF,25.0,4,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,8.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Jonathan Burkardt,de GER,"FW,MF",19.0,8,3,253.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,5.0,3.0,11.0,0.36,0.0,0.36,0.36,0.36,0.27,0.03,0.3,0.27,0.3,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Ji Dong-won,kr KOR,"FW,MF",28.0,4,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Alexandru Maxim,ro ROU,"MF,DF",29.0,5,0,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.8,6.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.09,0.53,0.62,0.09,0.62,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Stefan Bell,de GER,DF,27.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Finn Dahmen,de GER,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Ahmet Gürleyen,de GER,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Jonathan Meier,de GER,"DF,MF",19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,mainz_05,2019-2020,TbTPsg_Gwmai
Timo Horn,de GER,GK,26.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,koln,2019-2020,HDOsbx-Xskol
Ellyes Skhiri,tn TUN,MF,24.0,32,31,2672.0,29.7,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,2.2,2.2,2.5,4.7,27.0,154.0,49.0,0.03,0.1,0.13,0.03,0.13,0.07,0.08,0.16,0.07,0.16,Matches,koln,2019-2020,HDOsbx-Xskol
Kingsley Ehizibue,nl NED,DF,24.0,31,29,2329.0,25.9,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,1.3,1.3,1.3,2.6,65.0,65.0,96.0,0.04,0.04,0.08,0.04,0.08,0.05,0.05,0.1,0.05,0.1,Matches,koln,2019-2020,HDOsbx-Xskol
Sebastiaan Bornauw,be BEL,DF,20.0,28,28,2447.0,27.2,6.0,0.0,6.0,6.0,0.0,0.0,5.0,1.0,2.7,2.7,0.6,3.2,12.0,76.0,5.0,0.22,0.0,0.22,0.22,0.22,0.1,0.02,0.12,0.1,0.12,Matches,koln,2019-2020,HDOsbx-Xskol
Jonas Hector,de GER,"MF,DF",29.0,29,28,2433.0,27.0,4.0,2.0,6.0,4.0,0.0,0.0,9.0,0.0,1.9,1.8,3.5,5.3,25.0,128.0,63.0,0.15,0.07,0.22,0.15,0.22,0.07,0.13,0.2,0.07,0.2,Matches,koln,2019-2020,HDOsbx-Xskol
Rafael Czichos,de GER,DF,29.0,26,26,2207.0,24.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,1.7,1.7,0.5,2.2,30.0,83.0,7.0,0.04,0.04,0.08,0.04,0.08,0.07,0.02,0.09,0.07,0.09,Matches,koln,2019-2020,HDOsbx-Xskol
Jhon Córdoba,co COL,FW,26.0,29,23,1998.0,22.2,13.0,2.0,15.0,13.0,0.0,0.0,5.0,0.0,8.9,8.9,1.6,10.4,30.0,24.0,134.0,0.59,0.09,0.68,0.59,0.68,0.4,0.07,0.47,0.4,0.47,Matches,koln,2019-2020,HDOsbx-Xskol
Ismail Jakobs,sn SEN,"FW,DF",19.0,20,20,1672.0,18.6,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,2.3,2.3,1.1,3.4,29.0,25.0,115.0,0.11,0.11,0.22,0.11,0.22,0.12,0.06,0.18,0.12,0.18,Matches,koln,2019-2020,HDOsbx-Xskol
Dominick Drexler,de GER,"MF,FW",29.0,27,18,1587.0,17.6,3.0,4.0,7.0,3.0,0.0,0.0,5.0,0.0,1.9,1.9,3.5,5.4,50.0,64.0,103.0,0.17,0.23,0.4,0.17,0.4,0.11,0.2,0.31,0.11,0.31,Matches,koln,2019-2020,HDOsbx-Xskol
Florian Kainz,at AUT,"FW,MF",26.0,28,16,1561.0,17.3,5.0,6.0,11.0,4.0,1.0,1.0,5.0,0.0,4.2,3.4,6.8,10.2,54.0,91.0,112.0,0.29,0.35,0.63,0.23,0.58,0.24,0.39,0.64,0.2,0.59,Matches,koln,2019-2020,HDOsbx-Xskol
Noah Katterbach,de GER,DF,18.0,18,16,1316.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,28.0,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,koln,2019-2020,HDOsbx-Xskol
Mark Uth,de GER,"MF,FW",27.0,15,14,1162.0,12.9,5.0,5.0,10.0,4.0,1.0,3.0,5.0,0.0,6.5,4.7,4.3,9.0,24.0,45.0,67.0,0.39,0.39,0.77,0.31,0.7,0.51,0.33,0.84,0.36,0.7,Matches,koln,2019-2020,HDOsbx-Xskol
Benno Schmitz,de GER,DF,24.0,18,13,1158.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.1,1.1,19.0,84.0,47.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Matches,koln,2019-2020,HDOsbx-Xskol
Anthony Modeste,fr FRA,FW,31.0,27,11,1138.0,12.6,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,4.3,4.3,0.6,4.9,10.0,16.0,62.0,0.32,0.08,0.4,0.32,0.4,0.34,0.05,0.39,0.34,0.39,Matches,koln,2019-2020,HDOsbx-Xskol
Toni Leistner,de GER,DF,28.0,13,11,1012.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.1,0.4,4.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,koln,2019-2020,HDOsbx-Xskol
Kingsley Schindler,gh GHA,"FW,MF",26.0,13,9,849.0,9.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.3,2.3,18.0,25.0,79.0,0.0,0.21,0.21,0.0,0.21,0.11,0.14,0.25,0.11,0.25,Matches,koln,2019-2020,HDOsbx-Xskol
Simon Terodde,de GER,FW,31.0,23,7,813.0,9.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,6.1,6.1,1.0,7.2,9.0,9.0,45.0,0.33,0.11,0.44,0.33,0.44,0.68,0.11,0.79,0.68,0.79,Matches,koln,2019-2020,HDOsbx-Xskol
Birger Verstraete,be BEL,MF,25.0,9,7,665.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.8,1.2,4.0,27.0,7.0,0.0,0.14,0.14,0.0,0.14,0.05,0.11,0.16,0.05,0.16,Matches,koln,2019-2020,HDOsbx-Xskol
