Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist
2020-11-24,20:15,Série B,Matchweek 23,Tue,Away,L,0,2,Confiança,42,,Auremir,4-2-3-1,4-2-3-1,Alisson Sidnei Furtado,Match Report,,cuiaba,2020,5,3,
2020-11-27,21:30,Série B,Matchweek 24,Fri,Home,W,2,1,Avaí,53,,Anderson Conceição,4-2-3-1,4-3-3,Lucas Paulo Torezin,Match Report,,cuiaba,2020,16,6,
2020-12-01,19:00,Série B,Matchweek 25,Tue,Away,L,0,1,Chapecoense,38,,Romário,4-2-3-1,4-1-4-1,Douglas Schwengber da Silva,Match Report,,cuiaba,2020,13,4,
2020-12-05,21:00,Série B,Matchweek 26,Sat,Home,W,2,0,Botafogo (SP),52,,Romário,4-2-3-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,cuiaba,2020,12,5,
2020-12-08,20:30,Série B,Matchweek 27,Tue,Home,D,3,3,Vitória,51,,Romário,4-2-3-1,4-4-2,Zandick Gondim Alves Junior,Match Report,,cuiaba,2020,17,7,
2020-12-12,16:00,Série B,Matchweek 28,Sat,Away,L,0,1,Figueirense,56,,Anderson Conceição,4-2-3-1,4-2-3-1,Diego Pombo Lopez,Match Report,,cuiaba,2020,17,5,
2020-12-15,16:00,Série B,Matchweek 29,Tue,Away,W,2,0,Oeste,42,,Anderson Conceição,4-3-3,3-4-3,Adriano Barros Carneiro,Match Report,,cuiaba,2020,9,3,
2020-12-18,21:30,Série B,Matchweek 30,Fri,Home,W,2,0,Operário,39,,Romário,4-3-3,4-2-3-1,Andrey Da Silva e Silva,Match Report,,cuiaba,2020,8,4,
2020-12-22,21:30,Série B,Matchweek 31,Tue,Away,L,0,2,Náutico,53,,Anderson Conceição,4-3-3,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,cuiaba,2020,11,2,
2020-12-29,21:30,Série B,Matchweek 32,Tue,Away,D,0,0,Cruzeiro,34,,Anderson Conceição,4-2-3-1,4-2-3-1,Thiago Luis Scarascati,Match Report,,cuiaba,2020,6,1,
2021-01-05,20:30,Série B,Matchweek 33,Tue,Home,W,1,0,Juventude,48,,Anderson Conceição,4-2-3-1,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,cuiaba,2020,14,5,
2021-01-11,17:30,Série B,Matchweek 34,Mon,Away,D,2,2,Ponte Preta,59,,Anderson Conceição,4-3-3,4-2-3-1,Marielson Alves Silva,Match Report,,cuiaba,2020,22,8,
2021-01-14,20:30,Série B,Matchweek 35,Thu,Home,W,4,0,Guarani,54,,Anderson Conceição,4-3-3,4-1-4-1,Jose Mendonca da Silva Junior,Match Report,,cuiaba,2020,22,9,
2021-01-19,21:30,Série B,Matchweek 36,Tue,Away,W,2,0,Paraná,49,,Anderson Conceição,4-3-3,4-2-3-1,Bruno Arleu de Araujo,Match Report,,cuiaba,2020,13,3,
2021-01-22,20:30,Série B,Matchweek 37,Fri,Home,L,1,3,Sampaio Corrêa,58,,Anderson Conceição,4-3-3,4-1-4-1,André Rodrigo Rocha,Match Report,,cuiaba,2020,15,4,
2021-01-29,19:15,Série B,Matchweek 38,Fri,Away,L,1,4,CRB,52,,Anderson Conceição,4-3-3,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,cuiaba,2020,15,6,
2020-08-08,21:00,Série B,Matchweek 1,Sat,Home,W,1,0,Guarani,28,,Alan Costa,4-2-3-1,4-2-3-1,Marco Aurelio Augusto Fazekas Ferreira,Match Report,,csa,2020,4,3,
2020-08-18,19:15,Série B,Matchweek 4,Tue,Away,L,0,3,Operário,52,,Leandro Rosa Souza,4-3-2-1,3-4-3,Wanderson Alves de Souza,Match Report,,csa,2020,10,1,
2020-08-21,21:30,Série B,Matchweek 5,Fri,Away,L,1,2,Ponte Preta,44,,Leandro Rosa Souza,4-1-4-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,csa,2020,6,3,
2020-08-30,19:00,Série B,Matchweek 6,Sun,Home,L,0,2,CRB,51,,Leandro Rosa Souza,4-1-4-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,csa,2020,12,3,
2020-09-02,16:30,Série B,Matchweek 7,Wed,Away,L,1,2,América (MG),42,,Alan Costa,4-1-4-1,4-1-4-1,Rodrigo Carvalhaes de Miranda,Match Report,,csa,2020,9,2,
2020-09-05,16:30,Série B,Matchweek 8,Sat,Home,D,1,1,Confiança,40,,Alan Costa,4-1-4-1,4-2-3-1,Ricarle Gonçalves Batista,Match Report,,csa,2020,8,2,
2020-09-13,11:00,Série B,Matchweek 9,Sun,Away,L,1,2,Oeste,46,,Alan Costa,4-2-3-1,4-2-3-1,Paulo Henrique de Melo Salmazio,Match Report,,csa,2020,13,4,
2020-09-16,19:15,Série B,Matchweek 3,Wed,Home,L,1,2,Cuiabá,48,,Alan Costa,4-2-3-1,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,,csa,2020,22,6,
2020-09-19,21:00,Série B,Matchweek 10,Sat,Home,W,3,1,Cruzeiro,30,,Alan Costa,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,csa,2020,8,4,
2020-09-26,16:00,Série B,Matchweek 11,Sat,Home,W,3,2,Juventude,36,,Márcio Araújo,4-2-3-1,4-2-3-1,Andrey Da Silva e Silva,Match Report,,csa,2020,12,6,
2020-09-29,19:15,Série B,Matchweek 12,Tue,Away,W,1,0,Vitória,29,,Márcio Araújo,4-2-3-1,4-2-3-1,Leo Simão Holanda,Match Report,,csa,2020,10,3,
2020-10-03,16:30,Série B,Matchweek 13,Sat,Away,L,0,1,Sampaio Corrêa,54,,Márcio Araújo,4-2-3-1,4-3-3,Emerson Ricardo de Almeida Andrade,Match Report,,csa,2020,15,2,
2020-10-06,19:15,Série B,Matchweek 14,Tue,Home,W,3,0,Figueirense,47,,Luciano Castán,4-2-3-1,5-4-1,Leandro Bizzio Marinho,Match Report,,csa,2020,9,3,
2020-10-10,18:30,Série B,Matchweek 15,Sat,Home,W,4,0,Paraná,39,,Luciano Castán,4-2-3-1,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,csa,2020,12,5,
2020-10-13,19:15,Série B,Matchweek 16,Tue,Away,D,1,1,Avaí,54,,Luciano Castán,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,,csa,2020,9,4,
2020-10-20,19:15,Série B,Matchweek 17,Tue,Home,W,1,0,Botafogo (SP),57,,Luciano Castán,4-2-3-1,4-2-3-1,Luiz Paulo de Moura Pinheiro,Match Report,,csa,2020,17,6,
2020-10-23,19:15,Série B,Matchweek 18,Fri,Away,D,1,1,Brasil de Pelotas,62,,Luciano Castán,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,csa,2020,10,4,
2020-10-27,19:00,Série B,Matchweek 2,Tue,Away,D,0,0,Chapecoense,47,,Luciano Castán,4-2-3-1,4-2-3-1,Vinicius Gomes do Amaral,Match Report,,csa,2020,11,5,
2020-10-31,21:00,Série B,Matchweek 19,Sat,Home,W,3,1,Náutico,54,,Luciano Castán,4-2-3-1,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,csa,2020,22,9,
2020-11-06,19:15,Série B,Matchweek 20,Fri,Away,L,1,2,Guarani,55,,Luciano Castán,4-2-3-1,4-1-4-1,André Rodrigo Rocha,Match Report,,csa,2020,12,3,
2020-11-10,19:00,Série B,Matchweek 21,Tue,Home,L,0,1,Chapecoense,59,,Luciano Castán,4-2-3-1,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,csa,2020,15,3,
2020-11-21,18:00,Série B,Matchweek 22,Sat,Away,W,1,0,Cuiabá,45,,Rodrigo Pimpão,4-2-3-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,csa,2020,11,3,
2020-11-24,19:15,Série B,Matchweek 23,Tue,Home,W,1,0,Operário,39,,Luciano Castán,4-2-3-1,4-1-4-1,Fabio Augusto de Sá Junior,Match Report,,csa,2020,12,5,
2020-11-28,16:00,Série B,Matchweek 24,Sat,Home,W,2,1,Ponte Preta,57,,Luciano Castán,4-2-3-1,4-2-3-1,Adriano Barros Carneiro,Match Report,,csa,2020,22,6,
2020-12-01,19:15,Série B,Matchweek 25,Tue,Away,D,0,0,CRB,64,,Luciano Castán,4-2-3-1,4-3-3,Daniel Nobre Bins,Match Report,,csa,2020,12,1,
2020-12-05,18:30,Série B,Matchweek 26,Sat,Home,L,0,1,América (MG),69,,Luciano Castán,4-2-3-1,4-1-4-1,Alexandre Vargas Tavares de Jesus,Match Report,,csa,2020,12,2,
2020-12-08,22:30,Série B,Matchweek 27,Tue,Away,W,5,1,Confiança,45,,Luciano Castán,4-2-3-1,4-2-3-1,Lucas Paulo Torezin,Match Report,,csa,2020,11,7,
2020-12-11,19:15,Série B,Matchweek 28,Fri,Home,W,2,1,Oeste,54,,Luciano Castán,4-2-3-1,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,csa,2020,19,7,
2020-12-15,21:30,Série B,Matchweek 29,Tue,Away,D,1,1,Cruzeiro,42,,Luciano Castán,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,csa,2020,9,3,
2020-12-18,18:00,Série B,Matchweek 30,Fri,Away,L,0,1,Juventude,67,,Luciano Castán,4-2-3-1,4-2-3-1,Thiago Luis Scarascati,Match Report,,csa,2020,11,3,
2020-12-22,19:15,Série B,Matchweek 31,Tue,Home,W,3,0,Vitória,48,,Luciano Castán,4-2-3-1,4-1-4-1,Vinicius Gomes do Amaral,Match Report,,csa,2020,14,4,
2021-01-02,16:30,Série B,Matchweek 32,Sat,Home,W,2,1,Sampaio Corrêa,63,,Luciano Castán,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,csa,2020,15,7,
2021-01-08,21:30,Série B,Matchweek 33,Fri,Away,D,0,0,Figueirense,57,,Luciano Castán,4-4-2,4-4-2,Leo Simão Holanda,Match Report,,csa,2020,11,3,
2021-01-12,19:15,Série B,Matchweek 34,Tue,Away,L,0,2,Paraná,70,,Luciano Castán,4-4-2,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,csa,2020,16,3,
2021-01-16,16:30,Série B,Matchweek 35,Sat,Home,D,1,1,Avaí,55,,Luciano Castán,4-4-2,5-4-1,Ronei Candido Alves,Match Report,,csa,2020,8,2,
2021-01-19,19:15,Série B,Matchweek 36,Tue,Away,W,3,1,Botafogo (SP),42,,Luciano Castán,4-3-3,4-2-3-1,Wanderson Alves de Souza,Match Report,,csa,2020,15,4,
2021-01-22,19:15,Série B,Matchweek 37,Fri,Home,D,1,1,Brasil de Pelotas,56,,Luciano Castán,4-3-3,4-3-3,Rodolpho Toski Marques,Match Report,,csa,2020,12,2,
2021-01-29,21:30,Série B,Matchweek 38,Fri,Away,D,1,1,Náutico,52,,,4-3-3,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,csa,2020,11,5,
2020-08-08,19:00,Série B,Matchweek 1,Sat,Away,L,0,1,Vitória,42,,Paulo Sérgio,4-4-2,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,sampaio_correa,2020,13,5,
2020-08-11,19:15,Série B,Matchweek 2,Tue,Home,L,0,1,Juventude,67,,Paulo Sérgio,4-4-2,4-3-3,Paulo Cesar Zanovelli da Silva,Match Report,,sampaio_correa,2020,9,0,
2020-08-16,11:00,Série B,Matchweek 3,Sun,Away,L,0,1,Chapecoense,53,,Paulo Sérgio,4-4-1-1,4-2-3-1,Andrey Da Silva e Silva,Match Report,,sampaio_correa,2020,14,5,
2020-08-29,21:00,Série B,Matchweek 6,Sat,Home,L,1,2,Ponte Preta,60,,Luis Gustavo,4-2-3-1,4-2-3-1,Tiago Nascimento dos Santos,Match Report,,sampaio_correa,2020,13,6,
2020-09-02,19:00,Série B,Matchweek 7,Wed,Away,D,2,2,CRB,35,,Luis Gustavo,4-4-2,4-2-3-1,Alisson Sidnei Furtado,Match Report,,sampaio_correa,2020,5,3,
2020-09-05,19:00,Série B,Matchweek 8,Sat,Home,W,1,0,América (MG),48,,Luis Gustavo,4-4-2,4-4-2,Denis Ribeiro Serafim,Match Report,,sampaio_correa,2020,6,2,
2020-09-12,16:30,Série B,Matchweek 9,Sat,Home,L,0,1,Operário,49,,Luis Gustavo,4-4-2,4-1-4-1,Leo Simão Holanda,Match Report,,sampaio_correa,2020,16,4,
2020-09-20,11:00,Série B,Matchweek 10,Sun,Away,W,5,2,Avaí,34,,Luis Gustavo,4-3-3,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,sampaio_correa,2020,15,8,
2020-09-29,21:30,Série B,Matchweek 12,Tue,Away,D,1,1,Guarani,51,,Luis Gustavo,4-3-3,4-2-3-1,Rodrigo Batista Raposo,Match Report,,sampaio_correa,2020,17,4,
2020-10-03,16:30,Série B,Matchweek 13,Sat,Home,W,1,0,CSA,46,,Luis Gustavo,4-3-3,4-2-3-1,Emerson Ricardo de Almeida Andrade,Match Report,,sampaio_correa,2020,11,4,
2020-10-08,18:30,Série B,Matchweek 14,Thu,Away,W,2,1,Cruzeiro,35,,Luis Gustavo,4-4-2,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,,sampaio_correa,2020,6,3,
2020-10-11,20:30,Série B,Matchweek 15,Sun,Home,W,2,0,Botafogo (SP),52,,Vinicius Kiss,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,sampaio_correa,2020,14,5,
2020-10-14,16:00,Série B,Matchweek 4,Wed,Home,W,3,0,Figueirense,49,,Luis Gustavo,4-2-3-1,4-2-3-1,Pathrice Wallace Correa Maia,Match Report,,sampaio_correa,2020,20,8,
2020-10-18,20:30,Série B,Matchweek 16,Sun,Away,D,0,0,Paraná,50,,Luis Gustavo,4-2-3-1,4-2-3-1,Douglas Marques das Flores,Match Report,,sampaio_correa,2020,14,3,
2020-10-21,19:00,Série B,Matchweek 17,Wed,Home,L,1,3,Confiança,66,,Luis Gustavo,4-2-3-1,4-3-3,Emerson De Almeida Ferreira,Match Report,,sampaio_correa,2020,15,2,
2020-10-24,18:30,Série B,Matchweek 18,Sat,Home,W,3,0,Cuiabá,36,,Luis Gustavo,4-2-3-1,4-2-3-1,Wanderson Alves de Souza,Match Report,,sampaio_correa,2020,16,6,
2020-10-31,16:30,Série B,Matchweek 19,Sat,Away,W,3,0,Oeste,49,,Luis Gustavo,4-2-3-1,4-2-3-1,Diego Da Costa Cidral,Match Report,,sampaio_correa,2020,13,5,
2020-11-03,19:15,Série B,Matchweek 5,Tue,Away,D,0,0,Brasil de Pelotas,39,,Luis Gustavo,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,sampaio_correa,2020,8,1,
2020-11-08,16:00,Série B,Matchweek 20,Sun,Home,W,2,1,Vitória,63,,Luis Gustavo,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,sampaio_correa,2020,17,6,
2020-11-14,19:00,Série B,Matchweek 21,Sat,Away,W,3,2,Juventude,37,,Luis Gustavo,4-2-3-1,4-2-3-1,Denis Ribeiro Serafim,Match Report,,sampaio_correa,2020,8,5,
2020-11-17,18:00,Série B,Matchweek 11,Tue,Home,W,2,1,Náutico,56,,Luis Gustavo,4-2-3-1,4-2-3-1,Jonathan Antero Silva,Match Report,,sampaio_correa,2020,9,2,
2020-11-20,19:15,Série B,Matchweek 22,Fri,Home,L,1,3,Chapecoense,58,,Luis Gustavo,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,sampaio_correa,2020,13,3,
2020-11-23,17:30,Série B,Matchweek 23,Mon,Away,W,2,1,Figueirense,56,,Luis Gustavo,4-2-3-1,4-2-3-1,Marco Aurelio Augusto Fazekas Ferreira,Match Report,,sampaio_correa,2020,16,9,
2020-11-27,19:15,Série B,Matchweek 24,Fri,Home,L,0,1,Brasil de Pelotas,66,,Luis Gustavo,4-2-3-1,4-2-3-1,Ronei Candido Alves,Match Report,,sampaio_correa,2020,14,4,
2020-12-01,21:30,Série B,Matchweek 25,Tue,Away,D,1,1,Ponte Preta,32,,Joecio,4-2-3-1,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,sampaio_correa,2020,8,3,
2020-12-05,19:00,Série B,Matchweek 26,Sat,Home,W,3,0,CRB,41,,Luis Gustavo,4-2-3-1,4-2-3-1,Salim Fende Chavez,Match Report,,sampaio_correa,2020,13,6,
2020-12-08,19:15,Série B,Matchweek 27,Tue,Away,L,1,2,América (MG),55,,Luis Gustavo,4-2-3-1,4-2-3-1,Thiago Luis Scarascati,Match Report,,sampaio_correa,2020,7,2,
2020-12-11,16:00,Série B,Matchweek 28,Fri,Away,D,1,1,Operário,50,,Luis Gustavo,4-2-3-1,4-2-3-1,Pablo Ramón Goncalves Pinheiro,Match Report,,sampaio_correa,2020,18,3,
2020-12-15,19:15,Série B,Matchweek 29,Tue,Home,L,0,1,Avaí,62,,Luis Gustavo,4-2-3-1,4-3-3,Fabio Augusto de Sá Junior,Match Report,,sampaio_correa,2020,17,2,
2020-12-19,16:30,Série B,Matchweek 30,Sat,Away,L,0,1,Náutico,38,,Flávio Boaventura,4-2-3-1,4-2-3-1,Rodrigo Carvalhaes de Miranda,Match Report,,sampaio_correa,2020,5,2,
2020-12-23,19:00,Série B,Matchweek 31,Wed,Home,L,0,1,Guarani,55,,Joecio,4-2-3-1,4-1-4-1,Diego Pombo Lopez,Match Report,,sampaio_correa,2020,11,5,
2021-01-02,16:30,Série B,Matchweek 32,Sat,Away,L,1,2,CSA,37,,Joecio,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,sampaio_correa,2020,15,6,
2021-01-08,21:30,Série B,Matchweek 33,Fri,Home,L,0,1,Cruzeiro,70,,Joecio,4-2-3-1,4-2-3-1,Paulo Henrique de Melo Salmazio,Match Report,,sampaio_correa,2020,29,6,
2021-01-12,19:15,Série B,Matchweek 34,Tue,Away,L,1,2,Botafogo (SP),48,,Paulo Sérgio,4-2-3-1,4-2-3-1,Andrey Da Silva e Silva,Match Report,,sampaio_correa,2020,13,5,
2021-01-15,19:15,Série B,Matchweek 35,Fri,Home,W,2,1,Paraná,42,,Luis Gustavo,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,sampaio_correa,2020,9,3,
2021-01-19,20:15,Série B,Matchweek 36,Tue,Away,W,1,0,Confiança,46,,Luis Gustavo,4-2-3-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,sampaio_correa,2020,8,2,
2021-01-22,20:30,Série B,Matchweek 37,Fri,Away,W,3,1,Cuiabá,42,,Joecio,4-1-4-1,4-3-3,André Rodrigo Rocha,Match Report,,sampaio_correa,2020,9,4,
2021-01-29,17:00,Série B,Matchweek 38,Fri,Home,W,1,0,Oeste,74,,Luis Gustavo,4-2-3-1,4-3-3,Rodrigo da Fonseca Silva,Match Report,,sampaio_correa,2020,30,9,
2020-08-08,21:00,Série B,Matchweek 1,Sat,Home,L,0,1,América (MG),53,,Ivan,4-2-3-1,4-4-2,Denis Ribeiro Serafim,Match Report,,ponte_preta,2020,7,2,
2020-08-11,19:15,Série B,Matchweek 2,Tue,Away,D,1,1,Brasil de Pelotas,58,,Ivan,4-2-3-1,5-3-2,Mayron Frederico dos Reis Novais,Match Report,,ponte_preta,2020,10,1,
2020-08-14,20:30,Série B,Matchweek 3,Fri,Home,D,3,3,Vitória,53,,Ivan,4-3-3,4-3-3,Daniel Nobre Bins,Match Report,,ponte_preta,2020,18,5,
2020-08-18,20:30,Série B,Matchweek 4,Tue,Away,W,3,1,Oeste,60,,Ivan,4-3-3,4-2-3-1,Edina Alves Batista,Match Report,,ponte_preta,2020,11,6,
2020-08-21,21:30,Série B,Matchweek 5,Fri,Home,W,2,1,CSA,56,,Ivan,4-2-3-1,4-1-4-1,Antonio Dib Moraes de Sousa,Match Report,,ponte_preta,2020,16,5,
2020-08-29,21:00,Série B,Matchweek 6,Sat,Away,W,2,1,Sampaio Corrêa,41,,Ivan,4-2-3-1,4-2-3-1,Tiago Nascimento dos Santos,Match Report,,ponte_preta,2020,11,4,
2020-09-01,19:15,Série B,Matchweek 7,Tue,Away,L,1,2,Paraná,43,,Ivan,4-2-3-1,4-2-3-1,Diego Da Costa Cidral,Match Report,,ponte_preta,2020,13,1,
2020-09-04,21:30,Série B,Matchweek 8,Fri,Home,W,1,0,Botafogo (SP),52,,Ivan,4-3-3,4-1-4-1,Thiago Luis Scarascati,Match Report,,ponte_preta,2020,11,2,
2020-09-11,19:15,Série B,Matchweek 9,Fri,Away,W,1,0,Avaí,56,,Ivan,4-2-3-1,4-1-4-1,Jefferson Ferreira de Moraes,Match Report,,ponte_preta,2020,15,5,
2020-09-19,19:00,Série B,Matchweek 10,Sat,Home,D,1,1,Operário,52,,Ivan,4-2-2-2,4-2-3-1,Alisson Sidnei Furtado,Match Report,,ponte_preta,2020,17,5,
2020-09-27,20:30,Série B,Matchweek 11,Sun,Home,W,2,1,Confiança,62,,Ivan,4-4-2,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,,ponte_preta,2020,7,4,
2020-09-30,19:15,Série B,Matchweek 12,Wed,Away,L,0,3,Cruzeiro,50,,Ivan,4-2-2-2,4-2-3-1,Francisco Carlos do Nascimento,Match Report,,ponte_preta,2020,4,1,
2020-10-03,19:00,Série B,Matchweek 13,Sat,Home,L,1,3,Juventude,53,,Ivan,4-2-3-1,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,ponte_preta,2020,13,8,
2020-10-06,21:30,Série B,Matchweek 14,Tue,Home,W,2,0,Guarani,36,,Ivan,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,ponte_preta,2020,14,6,
2020-10-09,17:30,Série B,Matchweek 15,Fri,Away,L,1,2,Cuiabá,58,,Ivan,4-2-3-1,4-2-3-1,Pablo Ramón Goncalves Pinheiro,Match Report,,ponte_preta,2020,13,4,
2020-10-12,20:00,Série B,Matchweek 16,Mon,Away,W,2,0,Náutico,54,,Ivan,4-2-3-1,4-2-3-1,Wanderson Alves de Souza,Match Report,,ponte_preta,2020,14,4,
2020-10-20,21:30,Série B,Matchweek 17,Tue,Home,L,0,5,Chapecoense,61,,Luizão,4-2-2-2,4-2-3-1,Andrey Da Silva e Silva,Match Report,,ponte_preta,2020,13,2,
2020-10-24,16:00,Série B,Matchweek 18,Sat,Away,L,0,1,CRB,60,,Luizão,4-2-3-1,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,ponte_preta,2020,15,2,
2020-11-02,17:30,Série B,Matchweek 19,Mon,Home,W,2,1,Figueirense,65,,Luizão,4-2-3-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,ponte_preta,2020,15,6,
2020-11-07,18:30,Série B,Matchweek 20,Sat,Away,D,1,1,América (MG),57,,Luizão,4-4-2◆,4-3-3,Eduardo Tomaz De Aquino Valadão,Match Report,,ponte_preta,2020,8,2,
2020-11-13,16:00,Série B,Matchweek 21,Fri,Home,D,1,1,Brasil de Pelotas,68,,Fernando Camilo Farias,4-1-4-1,4-2-3-1,Wagner Reway,Match Report,,ponte_preta,2020,17,6,
2020-11-20,16:30,Série B,Matchweek 22,Fri,Away,D,0,0,Vitória,47,,Fernando Camilo Farias,4-2-3-1,4-4-2,Rodrigo Batista Raposo,Match Report,,ponte_preta,2020,8,2,
2020-11-24,19:15,Série B,Matchweek 23,Tue,Home,W,1,0,Oeste,59,,Apodi,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,,ponte_preta,2020,12,4,
2020-11-28,16:00,Série B,Matchweek 24,Sat,Away,L,1,2,CSA,43,,Fernando Camilo Farias,4-2-3-1,4-2-3-1,Adriano Barros Carneiro,Match Report,,ponte_preta,2020,10,4,
2020-12-01,21:30,Série B,Matchweek 25,Tue,Home,D,1,1,Sampaio Corrêa,68,,Apodi,4-2-3-1,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,ponte_preta,2020,17,8,
2020-12-04,21:30,Série B,Matchweek 26,Fri,Home,W,2,1,Paraná,53,,Apodi,4-2-3-1,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,,ponte_preta,2020,7,4,
2020-12-08,19:15,Série B,Matchweek 27,Tue,Away,L,1,2,Botafogo (SP),57,,Apodi,4-4-2,4-2-3-1,Rodrigo Carvalhaes de Miranda,Match Report,,ponte_preta,2020,18,5,
2020-12-11,19:15,Série B,Matchweek 28,Fri,Home,L,1,2,Avaí,59,,Apodi,4-2-3-1,4-3-3,Wanderson Alves de Souza,Match Report,,ponte_preta,2020,17,6,
2020-12-14,20:00,Série B,Matchweek 29,Mon,Away,L,0,1,Operário,70,,Apodi,4-2-3-1,4-2-3-1,Roger Goulart,Match Report,,ponte_preta,2020,16,4,
2020-12-19,20:00,Série B,Matchweek 30,Sat,Away,W,2,1,Confiança,45,,Apodi,4-2-2-2,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,ponte_preta,2020,5,4,
2020-12-22,21:30,Série B,Matchweek 31,Tue,Home,W,2,1,Cruzeiro,62,,Apodi,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,,ponte_preta,2020,15,5,
2020-12-30,17:00,Série B,Matchweek 32,Wed,Away,L,1,2,Juventude,52,,Luizão,4-2-2-2,4-1-4-1,Ronei Candido Alves,Match Report,,ponte_preta,2020,15,4,
2021-01-05,19:15,Série B,Matchweek 33,Tue,Away,D,1,1,Guarani,34,,Fernando Camilo Farias,4-2-3-1,4-1-4-1,Heber Roberto Lopes,Match Report,,ponte_preta,2020,10,4,
2021-01-11,17:30,Série B,Matchweek 34,Mon,Home,D,2,2,Cuiabá,41,,Fernando Camilo Farias,4-2-3-1,4-3-3,Marielson Alves Silva,Match Report,,ponte_preta,2020,12,5,
2021-01-17,16:00,Série B,Matchweek 35,Sun,Home,W,2,0,Náutico,45,,Luizão,4-2-3-1,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,ponte_preta,2020,17,9,
2021-01-21,17:45,Série B,Matchweek 36,Thu,Away,L,0,1,Chapecoense,44,,Fernando Camilo Farias,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,ponte_preta,2020,14,1,
2021-01-24,18:15,Série B,Matchweek 37,Sun,Home,W,3,1,CRB,65,,Fernando Camilo Farias,4-2-3-1,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,ponte_preta,2020,19,5,
2021-01-29,16:00,Série B,Matchweek 38,Fri,Away,W,7,2,Figueirense,60,,Fernando Camilo Farias,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,ponte_preta,2020,16,9,
2020-08-08,16:00,Série B,Matchweek 1,Sat,Home,W,3,1,Figueirense,53,,Juan Sosa,4-4-2,4-4-2,Adriano Barros Carneiro,Match Report,,operario,2020,12,10,
2020-08-11,21:30,Série B,Matchweek 2,Tue,Away,D,0,0,Náutico,60,,Marcelo,4-4-2,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,operario,2020,9,4,
2020-08-14,19:15,Série B,Matchweek 3,Fri,Away,D,1,1,América (MG),52,,Marcelo,4-4-2,4-2-3-1,Rodrigo Batista Raposo,Match Report,,operario,2020,5,3,
2020-08-18,19:15,Série B,Matchweek 4,Tue,Home,W,3,0,CSA,48,,Ricardo Silva,3-4-3,4-3-2-1,Wanderson Alves de Souza,Match Report,,operario,2020,12,6,
2020-08-23,11:00,Série B,Matchweek 5,Sun,Away,D,0,0,Paraná,40,,Marcelo,4-1-4-1,4-2-3-1,Vinicius Gomes do Amaral,Match Report,,operario,2020,10,5,
