Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist
2019-07-23,20:30,Série B,Matchweek 11,Tue,Home,L,1,2,Botafogo (SP),48.0,3784.0,Gilvan,4-2-3-1,4-3-3,Marielson Alves Silva,Match Report,,atletico_goianiense,2019,15.0,2.0,
2019-07-26,19:15,Série B,Matchweek 12,Fri,Away,W,1,0,América (MG),45.0,1241.0,Jorginho,4-3-3,4-5-1,Gilberto Rodrigues Castro Junior,Match Report,,atletico_goianiense,2019,7.0,2.0,
2019-07-30,20:30,Série B,Matchweek 13,Tue,Home,W,4,2,Operário,58.0,3249.0,Gilvan,4-2-3-1,4-3-3,Denis Ribeiro Serafim,Match Report,,atletico_goianiense,2019,22.0,7.0,
2019-08-02,19:15,Série B,Matchweek 14,Fri,Away,D,1,1,Londrina,42.0,5666.0,Gilvan,4-2-3-1,4-2-3-1,Willian Machado Steffens,Match Report,,atletico_goianiense,2019,14.0,3.0,
2019-08-06,19:15,Série B,Matchweek 15,Tue,Home,L,0,1,CRB,57.0,4016.0,Gilvan,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,,atletico_goianiense,2019,24.0,10.0,
2019-08-13,19:15,Série B,Matchweek 16,Tue,Home,W,2,0,Oeste,41.0,2974.0,Gilvan,4-2-3-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,atletico_goianiense,2019,12.0,5.0,
2019-08-20,20:30,Série B,Matchweek 17,Tue,Away,D,0,0,Paraná,51.0,1493.0,Gilvan,4-2-3-1,4-2-3-1,Paulo Henrique de Melo Salmazio,Match Report,,atletico_goianiense,2019,13.0,3.0,
2019-08-23,19:15,Série B,Matchweek 18,Fri,Home,D,0,0,Brasil de Pelotas,65.0,3220.0,Moacir,4-2-3-1,4-2-3-1,Ronei Candido Alves,Match Report,,atletico_goianiense,2019,18.0,5.0,
2019-08-27,21:30,Série B,Matchweek 19,Tue,Away,D,1,1,Sport Recife,35.0,13375.0,Gilvan,4-2-3-1,4-2-3-1,Leonardo Ferreira Lima,Match Report,,atletico_goianiense,2019,15.0,3.0,
2019-08-31,16:30,Série B,Matchweek 20,Sat,Home,W,1,0,São Bento,37.0,3596.0,Gilvan,4-2-3-1,4-3-3,Felipe Gomes da Silva,Match Report,,atletico_goianiense,2019,12.0,3.0,
2019-09-08,11:00,Série B,Matchweek 21,Sun,Away,W,2,1,Coritiba,40.0,14931.0,Gilvan,4-2-3-1,4-2-3-1,Christiano Gayo Nascimento,Match Report,,atletico_goianiense,2019,13.0,4.0,
2019-09-13,21:30,Série B,Matchweek 22,Fri,Home,D,1,1,Bragantino,33.0,7283.0,Gilvan,4-2-3-1,4-4-1-1,Pablo Ramón Goncalves Pinheiro,Match Report,,atletico_goianiense,2019,12.0,2.0,
2019-09-20,19:15,Série B,Matchweek 23,Fri,Away,W,1,0,Criciúma,38.0,5295.0,Gilvan,4-2-3-1,4-3-2-1,Daniel Nobre Bins,Match Report,,atletico_goianiense,2019,9.0,3.0,
2019-09-24,21:30,Série B,Matchweek 24,Tue,Away,D,0,0,Vitória,53.0,6428.0,Gilvan,4-2-3-1,4-2-3-1,Roger Goulart,Match Report,,atletico_goianiense,2019,10.0,3.0,
2019-09-27,21:30,Série B,Matchweek 25,Fri,Home,W,2,0,Figueirense,52.0,3213.0,Gilvan,4-2-3-1,5-4-1,Adriano Barros Carneiro,Match Report,,atletico_goianiense,2019,13.0,6.0,
2019-09-30,20:00,Série B,Matchweek 26,Mon,Away,L,0,2,Guarani,56.0,4658.0,André Castro,4-2-3-1,4-3-1-2,Jonathan Antero Silva,Match Report,,atletico_goianiense,2019,10.0,2.0,
2019-10-08,20:30,Série B,Matchweek 27,Tue,Home,D,1,1,Cuiabá,57.0,3581.0,Gilvan,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,,atletico_goianiense,2019,16.0,6.0,
2019-10-11,19:15,Série B,Matchweek 28,Fri,Away,D,1,1,Vila Nova,43.0,4673.0,Gilvan,4-2-3-1,3-4-3,Ricardo Marques Ribeiro,Match Report,,atletico_goianiense,2019,10.0,4.0,
2019-10-14,20:00,Série B,Matchweek 29,Mon,Home,D,0,0,Ponte Preta,55.0,3175.0,Gilvan,4-2-3-1,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,,atletico_goianiense,2019,19.0,5.0,
2019-10-17,19:15,Série B,Matchweek 30,Thu,Away,D,0,0,Botafogo (SP),55.0,4375.0,Gilvan,4-2-3-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,atletico_goianiense,2019,8.0,2.0,
2019-10-25,19:15,Série B,Matchweek 31,Fri,Home,D,2,2,América (MG),50.0,6712.0,Moacir,4-1-4-1,4-1-4-1,Vinicius Furlan,Match Report,,atletico_goianiense,2019,11.0,8.0,
2019-11-01,20:30,Série B,Matchweek 32,Fri,Away,D,1,1,Operário,44.0,5238.0,Gilvan,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,atletico_goianiense,2019,17.0,3.0,
2019-11-05,20:15,Série B,Matchweek 33,Tue,Home,W,2,1,Londrina,52.0,4254.0,Gilvan,4-2-3-1,4-1-4-1,Vinicius Gomes do Amaral,Match Report,,atletico_goianiense,2019,21.0,9.0,
2019-11-09,19:00,Série B,Matchweek 34,Sat,Away,L,1,2,CRB,54.0,2717.0,Gilvan,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,atletico_goianiense,2019,12.0,2.0,
2019-11-12,19:15,Série B,Matchweek 35,Tue,Away,W,4,0,Oeste,52.0,619.0,Gilvan,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,atletico_goianiense,2019,16.0,5.0,
2019-11-15,21:30,Série B,Matchweek 36,Fri,Home,W,1,0,Paraná,58.0,5936.0,Moacir,4-2-3-1,4-2-2-2,Luiz Flávio de Oliveira,Match Report,,atletico_goianiense,2019,22.0,6.0,
2019-11-21,21:30,Série B,Matchweek 37,Thu,Away,D,2,2,Brasil de Pelotas,65.0,2515.0,Gilvan,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,,atletico_goianiense,2019,20.0,9.0,
2019-11-30,16:30,Série B,Matchweek 38,Sat,Home,D,0,0,Sport Recife,59.0,6695.0,Gilvan,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,atletico_goianiense,2019,18.0,4.0,
2019-04-26,19:15,Série B,Matchweek 1,Fri,Away,L,0,1,Operário,56.0,4927.0,Fernando Leal,4-2-3-1,4-2-3-1,Willian Machado Steffens,Match Report,,america_mg,2019,10.0,1.0,
2019-04-30,21:30,Série B,Matchweek 2,Tue,Home,L,0,1,Botafogo (SP),56.0,1874.0,Diego Jussani,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,america_mg,2019,19.0,4.0,
2019-05-11,11:00,Série B,Matchweek 3,Sat,Away,D,0,0,Criciúma,36.0,3620.0,Juninho,4-2-3-1,4-4-2,Claudio Francisco Lima e Silva,Match Report,,america_mg,2019,15.0,3.0,
2019-05-19,16:00,Série B,Matchweek 4,Sun,Home,L,1,2,Sport Recife,38.0,2778.0,Juninho,4-2-3-1,4-2-3-1,Edina Alves Batista,Match Report,,america_mg,2019,9.0,5.0,
2019-05-25,19:00,Série B,Matchweek 5,Sat,Away,L,1,2,Brasil de Pelotas,61.0,3429.0,Juninho,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,america_mg,2019,11.0,2.0,
2019-06-03,20:00,Série B,Matchweek 6,Mon,Home,D,1,1,Coritiba,51.0,1496.0,Juninho,4-3-3,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,america_mg,2019,15.0,3.0,
2019-06-08,20:30,Série B,Matchweek 7,Sat,Away,W,3,1,CRB,48.0,4125.0,Juninho,4-2-2-2,4-2-3-1,Rodrigo Batista Raposo,Match Report,,america_mg,2019,13.0,3.0,
2019-06-11,20:30,Série B,Matchweek 8,Tue,Away,L,0,2,Bragantino,36.0,6613.0,Juninho,4-1-4-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,america_mg,2019,6.0,4.0,
2019-07-13,11:00,Série B,Matchweek 9,Sat,Home,L,0,4,Figueirense,68.0,3060.0,Michel Bastos,4-2-3-1,4-4-2,Lucas Paulo Torezin,Match Report,,america_mg,2019,17.0,4.0,
2019-07-20,16:30,Série B,Matchweek 10,Sat,Away,D,1,1,Vila Nova,44.0,3314.0,Ricardo Silva,4-1-4-1,4-2-3-1,Emerson Ricardo de Almeida Andrade,Match Report,,america_mg,2019,14.0,4.0,
2019-07-23,21:30,Série B,Matchweek 11,Tue,Home,D,0,0,Oeste,51.0,1085.0,Ricardo Silva,4-3-3,4-2-3-1,Vinicius Gomes do Amaral,Match Report,,america_mg,2019,24.0,1.0,
2019-07-26,19:15,Série B,Matchweek 12,Fri,Home,L,0,1,Atl Goianiense,55.0,1241.0,Ricardo Silva,4-5-1,4-3-3,Gilberto Rodrigues Castro Junior,Match Report,,america_mg,2019,13.0,2.0,
2019-07-30,20:30,Série B,Matchweek 13,Tue,Away,W,1,0,Ponte Preta,41.0,3331.0,Ricardo Silva,4-2-3-1,4-2-3-1,Daniel Nobre Bins,Match Report,,america_mg,2019,13.0,7.0,
2019-08-03,17:00,Série B,Matchweek 14,Sat,Away,D,0,0,Paraná,47.0,4266.0,Ricardo Silva,4-2-3-1,4-2-3-1,Rafael Martins Diniz,Match Report,,america_mg,2019,13.0,3.0,
2019-08-06,21:30,Série B,Matchweek 15,Tue,Home,W,4,3,Londrina,55.0,1329.0,Felipe Azevedo,4-1-4-1,4-2-3-1,Pathrice Wallace Correa Maia,Match Report,,america_mg,2019,20.0,12.0,
2019-08-17,19:00,Série B,Matchweek 16,Sat,Home,W,2,1,Cuiabá,37.0,2286.0,Ricardo Silva,4-1-4-1,4-3-3,Felipe Gomes da Silva,Match Report,,america_mg,2019,5.0,2.0,
2019-08-21,19:15,Série B,Matchweek 17,Wed,Away,D,0,0,Vitória,45.0,9782.0,Ricardo Silva,4-1-4-1,4-2-2-2,Rodrigo Batista Raposo,Match Report,,america_mg,2019,12.0,5.0,
2019-08-25,11:00,Série B,Matchweek 18,Sun,Home,W,3,2,Guarani,48.0,4213.0,Ricardo Silva,4-2-3-1,4-4-2,Dyorgines José Padovani Andrade,Match Report,,america_mg,2019,19.0,5.0,
2019-08-28,19:15,Série B,Matchweek 19,Wed,Away,W,2,0,São Bento,33.0,2796.0,Ricardo Silva,4-1-4-1,4-3-3,Luis César De Oliveira Magalhães,Match Report,,america_mg,2019,18.0,4.0,
2019-08-31,19:00,Série B,Matchweek 20,Sat,Home,D,0,0,Operário,46.0,3142.0,Ricardo Silva,4-3-3,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,america_mg,2019,12.0,0.0,
2019-09-07,11:00,Série B,Matchweek 21,Sat,Away,D,0,0,Botafogo (SP),46.0,3955.0,Ricardo Silva,4-1-4-1,4-2-3-1,Alisson Sidnei Furtado,Match Report,,america_mg,2019,17.0,4.0,
2019-09-10,21:00,Série B,Matchweek 22,Tue,Home,W,2,1,Criciúma,43.0,1583.0,Ricardo Silva,4-2-3-1,4-2-3-1,Diego Pombo Lopez,Match Report,,america_mg,2019,10.0,3.0,
2019-09-20,21:30,Série B,Matchweek 23,Fri,Away,W,2,0,Sport Recife,36.0,18215.0,Ricardo Silva,4-1-4-1,4-2-3-1,Jonathan Antero Silva,Match Report,,america_mg,2019,15.0,5.0,
2019-09-24,20:30,Série B,Matchweek 24,Tue,Home,W,2,0,Brasil de Pelotas,40.0,3374.0,Juninho,4-1-4-1,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,america_mg,2019,18.0,8.0,
2019-09-28,16:30,Série B,Matchweek 25,Sat,Away,L,1,2,Coritiba,54.0,11486.0,Ricardo Silva,4-1-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,america_mg,2019,19.0,2.0,
2019-10-03,19:15,Série B,Matchweek 26,Thu,Home,W,1,0,CRB,54.0,2752.0,Ricardo Silva,4-1-4-1,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,america_mg,2019,17.0,2.0,
2019-10-08,21:30,Série B,Matchweek 27,Tue,Home,W,2,0,Bragantino,40.0,3617.0,Ricardo Silva,4-1-4-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,america_mg,2019,15.0,4.0,
2019-10-12,19:00,Série B,Matchweek 28,Sat,Away,L,1,2,Figueirense,46.0,2982.0,Juninho,4-1-4-1,4-1-4-1,Jose Mendonca da Silva Junior,Match Report,,america_mg,2019,14.0,5.0,
2019-10-15,20:30,Série B,Matchweek 29,Tue,Home,W,2,0,Vila Nova,57.0,4176.0,Ricardo Silva,4-1-4-1,3-4-1-2,Adriano Barros Carneiro,Match Report,,america_mg,2019,17.0,4.0,
2019-10-19,16:30,Série B,Matchweek 30,Sat,Away,W,1,0,Oeste,55.0,1118.0,Ricardo Silva,4-1-4-1,4-2-3-1,Pathrice Wallace Correa Maia,Match Report,,america_mg,2019,19.0,7.0,
2019-10-25,19:15,Série B,Matchweek 31,Fri,Away,D,2,2,Atl Goianiense,50.0,6712.0,Ricardo Silva,4-1-4-1,4-1-4-1,Vinicius Furlan,Match Report,,america_mg,2019,15.0,6.0,
2019-11-02,20:00,Série B,Matchweek 32,Sat,Home,D,0,0,Ponte Preta,61.0,5845.0,Ricardo Silva,4-2-3-1,4-2-3-1,Paulo Henrique de Melo Salmazio,Match Report,,america_mg,2019,20.0,5.0,
2019-11-05,20:30,Série B,Matchweek 33,Tue,Home,L,0,2,Paraná,58.0,3229.0,Ricardo Silva,4-1-4-1,4-2-3-1,Ramon Abatti Abel,Match Report,,america_mg,2019,22.0,5.0,
2019-11-08,20:30,Série B,Matchweek 34,Fri,Away,W,1,0,Londrina,54.0,1552.0,Ricardo Silva,4-1-4-1,4-4-2,Dewson Fernando Freitas da Silva,Match Report,,america_mg,2019,19.0,8.0,
2019-11-11,21:00,Série B,Matchweek 35,Mon,Away,W,2,0,Cuiabá,54.0,6309.0,Ricardo Silva,4-1-4-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,america_mg,2019,10.0,3.0,
2019-11-15,17:00,Série B,Matchweek 36,Fri,Home,W,2,1,Vitória,53.0,6816.0,Ricardo Silva,4-1-4-1,3-4-1-2,Thiago Duarte Peixoto,Match Report,,america_mg,2019,22.0,13.0,
2019-11-22,21:30,Série B,Matchweek 37,Fri,Away,W,1,0,Guarani,49.0,2292.0,Ricardo Silva,4-1-4-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,america_mg,2019,16.0,4.0,
2019-11-30,16:30,Série B,Matchweek 38,Sat,Home,L,1,2,São Bento,66.0,20348.0,Juninho,4-1-4-1,4-3-3,Anderson Daronco,Match Report,,america_mg,2019,27.0,7.0,
2019-04-27,21:00,Série B,Matchweek 1,Sat,Away,D,1,1,Vila Nova,45.0,4083.0,Itaqui,4-2-3-1,4-3-1-2,Antonio Dib Moraes de Sousa,Match Report,,parana,2019,10.0,4.0,
2019-05-04,19:00,Série B,Matchweek 2,Sat,Home,W,1,0,CRB,42.0,4690.0,Itaqui,4-2-3-1,4-4-2,Daniel Nobre Bins,Match Report,,parana,2019,12.0,3.0,
2019-05-11,18:00,Série B,Matchweek 3,Sat,Away,D,1,1,Cuiabá,33.0,5241.0,Itaqui,4-2-3-1,4-4-2,Leo Simão Holanda,Match Report,,parana,2019,9.0,2.0,
2019-05-18,16:30,Série B,Matchweek 4,Sat,Home,D,0,0,Guarani,63.0,4601.0,Itaqui,4-2-3-1,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,parana,2019,20.0,6.0,
2019-05-25,16:30,Série B,Matchweek 5,Sat,Away,L,2,4,Ponte Preta,43.0,4633.0,Itaqui,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,parana,2019,11.0,3.0,
2019-06-01,11:00,Série B,Matchweek 6,Sat,Home,D,0,0,Oeste,65.0,3131.0,Itaqui,4-2-3-1,4-2-3-1,Pathrice Wallace Correa Maia,Match Report,,parana,2019,19.0,6.0,
2019-06-08,18:00,Série B,Matchweek 7,Sat,Away,W,3,2,Coritiba,43.0,35586.0,Itaqui,4-4-2,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,parana,2019,13.0,5.0,
2019-06-11,21:30,Série B,Matchweek 8,Tue,Home,W,1,0,Operário,57.0,5466.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,parana,2019,17.0,4.0,
2019-07-13,19:00,Série B,Matchweek 9,Sat,Home,W,2,1,Bragantino,35.0,4962.0,Itaqui,4-4-2,4-2-3-1,Felipe Fernandes de Lima,Match Report,,parana,2019,11.0,5.0,
2019-07-18,21:30,Série B,Matchweek 10,Thu,Away,W,1,0,Brasil de Pelotas,44.0,2555.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Pablo Ramón Goncalves Pinheiro,Match Report,,parana,2019,12.0,4.0,
2019-07-23,19:15,Série B,Matchweek 11,Tue,Away,W,1,0,Figueirense,42.0,4860.0,Itaqui,4-2-3-1,4-2-3-1,Alisson Sidnei Furtado,Match Report,,parana,2019,7.0,3.0,
2019-07-26,21:30,Série B,Matchweek 12,Fri,Home,L,0,1,Sport Recife,62.0,8160.0,Itaqui,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,parana,2019,17.0,2.0,
2019-07-30,19:15,Série B,Matchweek 13,Tue,Away,L,0,3,Londrina,54.0,4288.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,parana,2019,9.0,1.0,
2019-08-03,17:00,Série B,Matchweek 14,Sat,Home,D,0,0,América (MG),53.0,4266.0,Itaqui,4-2-3-1,4-2-3-1,Rafael Martins Diniz,Match Report,,parana,2019,8.0,1.0,
2019-08-10,19:00,Série B,Matchweek 15,Sat,Away,L,0,2,Vitória,56.0,5507.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,parana,2019,19.0,3.0,
2019-08-17,11:00,Série B,Matchweek 16,Sat,Away,L,1,2,São Bento,36.0,2380.0,Thiago Rodrigues,4-1-4-1,4-1-4-1,Marielson Alves Silva,Match Report,,parana,2019,11.0,4.0,
2019-08-20,20:30,Série B,Matchweek 17,Tue,Home,D,0,0,Atl Goianiense,49.0,1493.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Paulo Henrique de Melo Salmazio,Match Report,,parana,2019,18.0,2.0,
2019-08-24,11:00,Série B,Matchweek 18,Sat,Home,D,0,0,Criciúma,47.0,2121.0,Thiago Rodrigues,4-2-3-1,4-4-1-1,Elmo Alves Resende Cunha,Match Report,,parana,2019,20.0,7.0,
2019-08-27,19:15,Série B,Matchweek 19,Tue,Away,W,1,0,Botafogo (SP),56.0,3950.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,,parana,2019,14.0,6.0,
2019-08-30,19:15,Série B,Matchweek 20,Fri,Home,D,1,1,Vila Nova,54.0,5356.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Jonathan Antero Silva,Match Report,,parana,2019,7.0,3.0,
2019-09-05,19:15,Série B,Matchweek 21,Thu,Away,W,2,1,CRB,50.0,4071.0,Thiago Rodrigues,4-2-3-1,4-4-1-1,Willian Machado Steffens,Match Report,,parana,2019,9.0,5.0,
2019-09-14,19:00,Série B,Matchweek 22,Sat,Home,D,0,0,Cuiabá,60.0,4762.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Luis César De Oliveira Magalhães,Match Report,,parana,2019,11.0,0.0,
2019-09-21,11:00,Série B,Matchweek 23,Sat,Away,L,0,1,Guarani,44.0,4805.0,Thiago Rodrigues,4-4-2,4-3-3,Emerson De Almeida Ferreira,Match Report,,parana,2019,11.0,3.0,
2019-09-25,19:15,Série B,Matchweek 24,Wed,Home,D,1,1,Ponte Preta,48.0,1925.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,parana,2019,17.0,8.0,
2019-09-28,19:00,Série B,Matchweek 25,Sat,Away,D,1,1,Oeste,41.0,736.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,,parana,2019,14.0,4.0,
2019-10-05,16:30,Série B,Matchweek 26,Sat,Home,W,2,0,Coritiba,33.0,11630.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Lucas Paulo Torezin,Match Report,,parana,2019,7.0,3.0,
2019-10-08,19:15,Série B,Matchweek 27,Tue,Away,W,1,0,Operário,43.0,5171.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,parana,2019,8.0,2.0,
2019-10-12,16:30,Série B,Matchweek 28,Sat,Away,L,0,2,Bragantino,38.0,5564.0,Thiago Rodrigues,4-2-2-2,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,parana,2019,8.0,0.0,
2019-10-15,19:15,Série B,Matchweek 29,Tue,Home,W,1,0,Brasil de Pelotas,47.0,3229.0,Éder Sciola,4-2-2-2,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,parana,2019,12.0,2.0,
2019-10-19,19:00,Série B,Matchweek 30,Sat,Home,L,0,1,Figueirense,66.0,5451.0,Éder Sciola,4-2-3-1,4-4-1-1,Ivan da Silva Guimarães Junior,Match Report,,parana,2019,22.0,4.0,
2019-10-23,19:15,Série B,Matchweek 31,Wed,Away,L,1,2,Sport Recife,40.0,14719.0,Thiago Rodrigues,3-4-3,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,parana,2019,7.0,2.0,
2019-10-28,20:00,Série B,Matchweek 32,Mon,Home,W,1,0,Londrina,70.0,2574.0,Thiago Rodrigues,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,parana,2019,22.0,5.0,
2019-11-05,20:30,Série B,Matchweek 33,Tue,Away,W,2,0,América (MG),42.0,3229.0,Thiago Rodrigues,4-2-3-1,4-1-4-1,Ramon Abatti Abel,Match Report,,parana,2019,8.0,4.0,
2019-11-08,20:15,Série B,Matchweek 34,Fri,Home,D,0,0,Vitória,57.0,9077.0,Thiago Rodrigues,4-2-2-2,4-1-4-1,Rodrigo Carvalhaes de Miranda,Match Report,,parana,2019,15.0,5.0,
2019-11-12,21:30,Série B,Matchweek 35,Tue,Home,W,2,1,São Bento,42.0,8515.0,Thiago Rodrigues,4-2-2-2,4-3-3,Grazianni Maciel Rocha,Match Report,,parana,2019,18.0,9.0,
2019-11-15,21:30,Série B,Matchweek 36,Fri,Away,L,0,1,Atl Goianiense,42.0,5936.0,Leandro Almeida Silva,4-2-2-2,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,parana,2019,9.0,5.0,
2019-11-19,19:15,Série B,Matchweek 37,Tue,Away,D,1,1,Criciúma,40.0,7759.0,Thiago Rodrigues,4-4-2,4-4-2,Daniel Nobre Bins,Match Report,,parana,2019,10.0,5.0,
2019-11-29,19:15,Série B,Matchweek 38,Fri,Home,D,3,3,Botafogo (SP),65.0,896.0,Eduardo Gabriel,4-2-3-1,4-2-3-1,Zandick Gondim Alves Junior,Match Report,,parana,2019,19.0,8.0,
2019-04-28,16:00,Série B,Matchweek 1,Sun,Home,L,1,2,Londrina,56.0,2488.0,Guilherme Mattis,4-4-2,4-2-3-1,Jose Claudio Rocha Filho,Match Report,,crb,2019,21.0,7.0,
2019-05-04,19:00,Série B,Matchweek 2,Sat,Away,L,0,1,Paraná,58.0,4690.0,Guilherme Mattis,4-4-2,4-2-3-1,Daniel Nobre Bins,Match Report,,crb,2019,10.0,2.0,
2019-05-11,19:00,Série B,Matchweek 3,Sat,Away,W,2,0,Brasil de Pelotas,44.0,1901.0,Guilherme Mattis,4-2-3-1,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,crb,2019,8.0,5.0,
2019-05-20,20:00,Série B,Matchweek 4,Mon,Home,W,1,0,Coritiba,38.0,3526.0,Claudinei,4-2-3-1,4-1-4-1,Grazianni Maciel Rocha,Match Report,,crb,2019,17.0,2.0,
2019-05-24,19:15,Série B,Matchweek 5,Fri,Home,D,1,1,Vila Nova,47.0,3700.0,Edson Mardden,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,crb,2019,15.0,3.0,
2019-05-31,20:30,Série B,Matchweek 6,Fri,Away,W,2,1,São Bento,38.0,2194.0,Victor Ramos Ferreira,4-2-3-1,4-2-3-1,Leo Simão Holanda,Match Report,,crb,2019,10.0,3.0,
2019-06-08,20:30,Série B,Matchweek 7,Sat,Home,L,1,3,América (MG),52.0,4125.0,Victor Ramos Ferreira,4-2-3-1,4-2-2-2,Rodrigo Batista Raposo,Match Report,,crb,2019,16.0,7.0,
2019-06-11,21:30,Série B,Matchweek 8,Tue,Away,L,0,1,Sport Recife,46.0,12323.0,Victor Ramos Ferreira,4-2-3-1,4-2-3-1,Claudio Francisco Lima e Silva,Match Report,,crb,2019,15.0,6.0,
2019-07-12,19:15,Série B,Matchweek 9,Fri,Home,W,2,1,Guarani,47.0,3309.0,Victor Ramos Ferreira,4-2-3-1,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,crb,2019,18.0,6.0,
2019-07-20,19:00,Série B,Matchweek 10,Sat,Away,L,1,2,Operário,48.0,4332.0,Willians Santana,4-3-3,4-2-3-1,Jonathan Antero Silva,Match Report,,crb,2019,10.0,5.0,
2019-07-23,21:30,Série B,Matchweek 11,Tue,Home,W,2,0,Criciúma,45.0,2811.0,Victor Ramos Ferreira,4-2-3-1,4-3-3,Alexandre Vargas Tavares de Jesus,Match Report,,crb,2019,18.0,7.0,
2019-07-26,20:30,Série B,Matchweek 12,Fri,Away,W,2,0,Botafogo (SP),34.0,5265.0,Victor Ramos Ferreira,4-2-3-1,4-2-3-1,Lucas Paulo Torezin,Match Report,,crb,2019,9.0,3.0,
2019-07-30,20:30,Série B,Matchweek 13,Tue,Home,D,2,2,Oeste,44.0,6121.0,Victor Ramos Ferreira,4-2-3-1,4-2-3-1,Ivan da Silva Guimarães Junior,Match Report,,crb,2019,13.0,4.0,
2019-08-03,19:00,Série B,Matchweek 14,Sat,Home,L,0,1,Cuiabá,61.0,4763.0,Victor Ramos Ferreira,4-2-3-1,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,crb,2019,14.0,2.0,
2019-08-06,19:15,Série B,Matchweek 15,Tue,Away,W,1,0,Atl Goianiense,43.0,4016.0,Victor Ramos Ferreira,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,,crb,2019,7.0,1.0,
2019-08-18,16:00,Série B,Matchweek 16,Sun,Home,L,0,1,Vitória,61.0,7119.0,Victor Ramos Ferreira,4-2-3-1,4-2-3-1,Salim Fende Chavez,Match Report,,crb,2019,18.0,3.0,
2019-08-21,21:30,Série B,Matchweek 17,Wed,Away,W,1,0,Ponte Preta,33.0,3151.0,Victor Ramos Ferreira,4-3-3,4-2-3-1,Heber Roberto Lopes,Match Report,,crb,2019,5.0,1.0,
2019-08-24,19:00,Série B,Matchweek 18,Sat,Away,D,2,2,Figueirense,41.0,2920.0,Victor Ramos Ferreira,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,crb,2019,12.0,3.0,
2019-08-27,16:30,Série B,Matchweek 19,Tue,Home,L,0,3,Bragantino,47.0,5560.0,Victor Ramos Ferreira,4-2-3-1,4-2-3-1,Roger Goulart,Match Report,,crb,2019,9.0,2.0,
