Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,team_name,season
Airton,br BRA,MF,23.0,29,5,1002.0,11.1,0.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.27,0.27,0.0,0.27,Matches,atletico_goianiense,2023
Daniel Alves,br BRA,FW,18.0,14,3,424.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,atletico_goianiense,2023
Diego,br BRA,GK,24.0,3,3,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2023
Matheus Peixoto,br BRA,FW,27.0,16,2,449.0,5.0,4.0,3.0,7.0,3.0,1.0,1.0,1.0,0.0,0.8,0.6,1.4,0.6,1.2,Matches,atletico_goianiense,2023
Igor Torres,br BRA,FW,22.0,5,2,201.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,Matches,atletico_goianiense,2023
Renan Silva,br BRA,DF,19.0,3,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2023
David Braga,br BRA,MF,21.0,12,1,189.0,2.1,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.95,0.48,1.43,0.95,1.43,Matches,atletico_goianiense,2023
Marco Antônio,br BRA,MF,25.0,7,1,171.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.53,0.53,0.0,0.53,Matches,atletico_goianiense,2023
Sillas,br BRA,MF,27.0,2,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2023
Matheus Gabriel,br BRA,DF,23.0,2,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2023
Igor Ribeiro,br BRA,DF,21.0,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2023
João Maistro,br BRA,DF,22.0,2,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2023
Matheus Régis,br BRA,FW,23.0,12,0,251.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches,atletico_goianiense,2023
Guilherme Bastos,br BRA,DF,19.0,2,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2023
Moraes,br BRA,DF,25.0,1,0,72.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,1.25,Matches,atletico_goianiense,2023
Luan Sales,br BRA,DF,21.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2023
Leo Augusto Pereira,br BRA,MF,22.0,3,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2023
Marcos Serrato,br BRA,MF,28.0,6,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2023
Renan Cosenza,br BRA,DF,18.0,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,atletico_goianiense,2023
Denivys,br BRA,GK,21.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2023
Gustavo,br BRA,MF,20.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2023
Lucas Rocha,br BRA,DF,27.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2023
Sammuel,br BRA,DF,21.0,0,0,,,,,,,,,,,,,,,,Matches,atletico_goianiense,2023
Squad Total,,,25.7,38,418,3420.0,38.0,56.0,40.0,96.0,51.0,5.0,6.0,96.0,7.0,1.47,1.05,2.53,1.34,2.39,,atletico_goianiense,2023
Opponent Total,,,27.8,38,418,3420.0,38.0,44.0,33.0,77.0,41.0,3.0,8.0,90.0,8.0,1.16,0.87,2.03,1.08,1.95,,atletico_goianiense,2023
Marlon,br BRA,MF,32.0,36,36,2571.0,28.6,4.0,5.0,9.0,3.0,1.0,2.0,7.0,0.0,0.14,0.18,0.32,0.11,0.28,Matches,novorizontino,2023
Geovane,br BRA,MF,33.0,35,35,2869.0,31.9,5.0,2.0,7.0,5.0,0.0,0.0,7.0,0.0,0.16,0.06,0.22,0.16,0.22,Matches,novorizontino,2023
Adriano Martins,br BRA,DF,25.0,35,34,3010.0,33.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.03,0.0,0.03,0.03,0.03,Matches,novorizontino,2023
Jordi Almeida,br BRA,GK,29.0,33,33,2896.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Aylon,br BRA,"FW,MF",30.0,35,33,2268.0,25.2,6.0,3.0,9.0,6.0,0.0,0.0,7.0,0.0,0.24,0.12,0.36,0.24,0.36,Matches,novorizontino,2023
Willean Lepo,br BRA,"MF,DF",26.0,33,30,2690.0,29.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,novorizontino,2023
Douglas Baggio,br BRA,"FW,MF",27.0,36,28,2212.0,24.6,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,0.2,0.08,0.28,0.2,0.28,Matches,novorizontino,2023
Ronaldo,br BRA,FW,31.0,36,28,2105.0,23.4,6.0,2.0,8.0,5.0,1.0,2.0,5.0,0.0,0.26,0.09,0.34,0.21,0.3,Matches,novorizontino,2023
César,br BRA,DF,30.0,27,27,2278.0,25.3,5.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,novorizontino,2023
Reverson,br BRA,"DF,MF",25.0,30,24,2283.0,25.4,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.04,0.04,0.08,0.04,0.08,Matches,novorizontino,2023
Ligger,br BRA,DF,34.0,22,21,1644.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Renato Palma,br BRA,DF,31.0,20,18,1581.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Romulo,br BRA,"MF,FW",21.0,32,10,1436.0,16.0,7.0,4.0,11.0,7.0,0.0,0.0,1.0,0.0,0.44,0.25,0.69,0.44,0.69,Matches,novorizontino,2023
Léo Tocantins,br BRA,MF,23.0,21,10,1035.0,11.5,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,novorizontino,2023
Roberto Heuchayer,br BRA,"MF,DF",32.0,13,10,856.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Rodolfo,br BRA,FW,30.0,20,8,763.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,novorizontino,2023
Raul Prata,br BRA,MF,35.0,10,7,631.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.29,0.29,0.0,0.29,Matches,novorizontino,2023
Georgemy Gonçalves,br BRA,GK,27.0,6,5,524.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Felipe Marques,br BRA,"FW,MF",33.0,24,4,773.0,8.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,novorizontino,2023
Zé Mateus,br BRA,"MF,FW",28.0,14,4,584.0,6.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches,novorizontino,2023
Jenison,br BRA,FW,31.0,31,3,805.0,8.9,0.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.45,0.45,0.0,0.45,Matches,novorizontino,2023
Ricardinho,br BRA,MF,33.0,19,3,638.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Denner,br BRA,"FW,MF",23.0,4,3,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Paulo Eduardo,br BRA,"MF,FW",20.0,5,2,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Guilherme Matos,br BRA,DF,21.0,4,1,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
João Afonso Crispim,br BRA,MF,27.0,5,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Biel Fonseca,br BRA,MF,20.0,13,0,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Joãozinho,br BRA,"FW,MF",34.0,5,0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Luisão,br BRA,DF,19.0,2,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Bruno Costa,br BRA,FW,22.0,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Bryan,br BRA,DF,26.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,novorizontino,2023
Vinicius Almeida,br BRA,GK,23.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023
Arthur Barbosa,br BRA,DF,16.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023
Lucas Brune Café,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023
Kaique dos Santos,br BRA,FW,19.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023
Renan Gorne,br BRA,FW,26.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023
Hiago,br BRA,DF,22.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023
Daiki Matsuoka,jp JPN,MF,21.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023
Lucas Pereira,br BRA,GK,24.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023
Bryan Rabello,cl CHI,"FW,MF",28.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023
Pedro Rinaldi,br BRA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023
Bruno Silva,br BRA,"DF,MF",34.0,0,0,,,,,,,,,,,,,,,,Matches,novorizontino,2023
Squad Total,,,29.5,38,418,3420.0,38.0,46.0,29.0,75.0,44.0,2.0,4.0,93.0,7.0,1.21,0.76,1.97,1.16,1.92,,novorizontino,2023
Opponent Total,,,27.3,38,418,3420.0,38.0,28.0,20.0,48.0,26.0,2.0,2.0,96.0,3.0,0.74,0.53,1.26,0.68,1.21,,novorizontino,2023
Alex Muralha,br BRA,GK,33.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Chico,br BRA,MF,31.0,37,37,2722.0,30.2,6.0,3.0,9.0,6.0,0.0,0.0,4.0,0.0,0.2,0.1,0.3,0.2,0.3,Matches,mirassol,2023
Luiz Otávio,br BRA,DF,30.0,36,36,3195.0,35.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,mirassol,2023
Gabriel,br BRA,"MF,FW",33.0,36,36,2733.0,30.4,6.0,2.0,8.0,4.0,2.0,3.0,7.0,0.0,0.2,0.07,0.26,0.13,0.2,Matches,mirassol,2023
Lucas Ramon,br BRA,DF,28.0,35,35,2913.0,32.4,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,mirassol,2023
Negueba,br BRA,"MF,FW",23.0,35,35,2771.0,30.8,4.0,5.0,9.0,4.0,0.0,0.0,8.0,0.0,0.13,0.16,0.29,0.13,0.29,Matches,mirassol,2023
Danielzinho,br BRA,MF,28.0,33,31,2715.0,30.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,mirassol,2023
Guilherme Biro,br BRA,DF,22.0,29,26,2238.0,24.9,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.08,0.12,0.2,0.08,0.2,Matches,mirassol,2023
Thalisson Kelven,br BRA,DF,24.0,27,24,2198.0,24.4,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,0.12,0.04,0.16,0.12,0.16,Matches,mirassol,2023
Zé Roberto,br BRA,"FW,MF",29.0,19,19,1366.0,15.2,8.0,3.0,11.0,4.0,4.0,5.0,6.0,1.0,0.53,0.2,0.72,0.26,0.46,Matches,mirassol,2023
Yuri Oliveira Lima,br BRA,MF,28.0,22,16,1340.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Rodrigo Sam,br BRA,DF,27.0,23,14,1404.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Neto Moura,br BRA,MF,26.0,14,12,1044.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Manoel Neto,br BRA,DF,26.0,18,11,1039.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Reinaldo Kauan,br BRA,FW,20.0,16,10,808.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,mirassol,2023
Fernandinho,br BRA,"MF,FW",25.0,31,9,1252.0,13.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.07,0.14,0.22,0.07,0.22,Matches,mirassol,2023
Cristian Renato,br BRA,FW,22.0,32,8,1028.0,11.4,3.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,mirassol,2023
Leandro Vilela,br BRA,MF,27.0,13,8,652.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,mirassol,2023
Fernando Camilo Farias,br BRA,"MF,FW",36.0,32,4,791.0,8.8,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.23,0.34,0.57,0.23,0.57,Matches,mirassol,2023
Heitor,br BRA,DF,22.0,9,2,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Reniê,br BRA,DF,33.0,3,2,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Julimar,br BRA,MF,22.0,19,1,531.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.17,0.0,0.17,0.17,0.17,Matches,mirassol,2023
Flávio,br BRA,MF,22.0,11,1,277.0,3.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,mirassol,2023
Rodrigo Ferreira,br BRA,DF,27.0,5,1,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Cedric,br BRA,DF,24.0,5,1,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Silvio Junior,br BRA,MF,32.0,6,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Vico Duarte,br BRA,FW,26.0,8,0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Matheusinho,br BRA,FW,24.0,3,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Juninho,br BRA,MF,19.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Paulinho,br BRA,MF,33.0,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
Bruno Cortez,br BRA,DF,35.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,mirassol,2023
César Reis,br BRA,GK,27.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Matches,mirassol,2023
Darley Ramon Torres,br BRA,GK,33.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2023
Breno Roma,br BRA,DF,22.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2023
Wesley Santos,br BRA,DF,18.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2023
Miguel Silva,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches,mirassol,2023
Squad Total,,,28.2,38,418,3420.0,38.0,42.0,28.0,70.0,36.0,6.0,8.0,93.0,5.0,1.11,0.74,1.84,0.95,1.68,,mirassol,2023
Opponent Total,,,27.6,38,418,3420.0,38.0,30.0,20.0,50.0,28.0,2.0,3.0,116.0,5.0,0.79,0.53,1.32,0.74,1.26,,mirassol,2023
Rafael Thyere,br BRA,DF,29.0,31,31,2752.0,30.6,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,sport_recife,2023
Vágner Love,br BRA,FW,38.0,33,31,2584.0,28.7,11.0,4.0,15.0,11.0,0.0,1.0,2.0,0.0,0.38,0.14,0.52,0.38,0.52,Matches,sport_recife,2023
José Sabino,br BRA,DF,26.0,30,30,2613.0,29.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,sport_recife,2023
Jorginho,br BRA,"MF,FW",32.0,27,25,2099.0,23.3,7.0,5.0,12.0,7.0,0.0,0.0,6.0,0.0,0.3,0.21,0.51,0.3,0.51,Matches,sport_recife,2023
Ronaldo Henrique,br BRA,MF,28.0,28,25,2039.0,22.7,4.0,2.0,6.0,1.0,3.0,4.0,8.0,1.0,0.18,0.09,0.26,0.04,0.13,Matches,sport_recife,2023
Renan dos Santos,br BRA,GK,33.0,24,24,2115.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
André Filipinho,br BRA,DF,26.0,33,23,2175.0,24.2,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.12,0.04,0.17,0.12,0.17,Matches,sport_recife,2023
Luciano Juba,br BRA,MF,23.0,23,23,1991.0,22.1,7.0,5.0,12.0,7.0,0.0,0.0,2.0,0.0,0.32,0.23,0.54,0.32,0.54,Matches,sport_recife,2023
Fábio Gonçalves,br BRA,MF,36.0,27,21,1815.0,20.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,sport_recife,2023
Fábio Matheus,br BRA,MF,19.0,27,18,1701.0,18.9,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.16,0.05,0.21,0.16,0.21,Matches,sport_recife,2023
Ewerton,br BRA,DF,22.0,27,17,1648.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,sport_recife,2023
Edinho,br BRA,"MF,FW",28.0,34,17,1627.0,18.1,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,0.11,0.22,0.33,0.11,0.33,Matches,sport_recife,2023
Eduardo,br BRA,DF,36.0,17,15,1026.0,11.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,sport_recife,2023
Igor Cariús,br BRA,DF,29.0,15,12,1028.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,sport_recife,2023
Facundo Labandeira,uy URU,"FW,MF",26.0,20,12,991.0,11.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.09,0.27,0.36,0.09,0.36,Matches,sport_recife,2023
Fabrício,br BRA,"MF,FW",25.0,23,11,946.0,10.5,4.0,2.0,6.0,3.0,1.0,1.0,0.0,0.0,0.38,0.19,0.57,0.29,0.48,Matches,sport_recife,2023
Denis,br BRA,GK,35.0,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Chico,br BRA,DF,24.0,11,9,897.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Felipe,br BRA,MF,28.0,15,9,855.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Alan Ruiz,ar ARG,"FW,MF",29.0,17,9,816.0,9.1,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.22,0.11,0.33,0.22,0.33,Matches,sport_recife,2023
Alisson Cassiano,br BRA,DF,28.0,10,6,597.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Peglow,br BRA,"FW,MF",21.0,12,6,557.0,6.2,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.32,0.16,0.48,0.32,0.48,Matches,sport_recife,2023
Roberto Rosales,ve VEN,DF,34.0,9,4,523.0,5.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,sport_recife,2023
Pedro Victor,br BRA,MF,22.0,11,4,422.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Jordan,br BRA,GK,24.0,5,4,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Diego Souza,br BRA,"FW,MF",37.0,11,3,490.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,sport_recife,2023
Wanderson,bg BUL,"MF,FW",35.0,13,3,351.0,3.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51,Matches,sport_recife,2023
Edison Negueba,br BRA,FW,22.0,4,3,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Matheus de Vargas,br BRA,MF,26.0,5,3,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Gabriel Santos,br BRA,FW,23.0,13,2,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Helber Italo,br BRA,MF,20.0,7,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Renzo,br BRA,DF,21.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Juan Xavier,br BRA,MF,20.0,5,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Nathan,br BRA,DF,24.0,3,1,78.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.15,0.0,1.15,Matches,sport_recife,2023
Victor Gabriel,br BRA,DF,18.0,4,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Lucas André,br BRA,MF,20.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Michel,br BRA,MF,25.0,7,0,124.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.73,0.73,Matches,sport_recife,2023
Paulinho,br BRA,FW,20.0,1,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Kayke Rodrigues,br BRA,FW,34.0,5,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Deyvson,br BRA,MF,20.0,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Gean Carlos,br BRA,FW,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sport_recife,2023
Matheus Baraka,br BRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2023
Denival,br BRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2023
João Igor,br BRA,MF,26.0,0,0,,,,,,,,,,,,,,,,Matches,sport_recife,2023
Squad Total,,,29.0,38,418,3420.0,38.0,55.0,36.0,91.0,51.0,4.0,6.0,69.0,2.0,1.45,0.95,2.39,1.34,2.29,,sport_recife,2023
Opponent Total,,,27.8,38,418,3420.0,38.0,36.0,23.0,59.0,30.0,6.0,6.0,99.0,4.0,0.95,0.61,1.55,0.79,1.39,,sport_recife,2023
