Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,team_name,season,Sh,SoT,Dist
2021-08-20,19:00,Série B,Matchweek 20,Fri,Home,L,1,2,Coritiba,57,,Betão,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,avai,2021,10,1,
2021-08-25,16:00,Série B,Matchweek 21,Wed,Away,L,0,1,Vila Nova,58,,Betão,4-2-3-1,4-2-3-1,Douglas Marques das Flores,Match Report,,avai,2021,10,2,
2021-09-03,19:00,Série B,Matchweek 22,Fri,Away,D,0,0,Brusque,68,,Alemão,4-2-3-1,4-4-2,Marcelo de Lima Henrique,Match Report,,avai,2021,24,6,
2021-09-06,20:00,Série B,Matchweek 23,Mon,Home,W,3,1,Vasco da Gama,44,,Betão,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,avai,2021,16,4,
2021-09-16,21:30,Série B,Matchweek 24,Thu,Away,L,1,2,Remo,55,,Betão,4-3-3,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,avai,2021,12,4,
2021-09-21,19:00,Série B,Matchweek 25,Tue,Home,W,1,0,Goiás,62,,Betão,4-2-3-1,4-2-3-1,Felipe Fernandes de Lima,Match Report,,avai,2021,19,4,
2021-09-25,18:30,Série B,Matchweek 26,Sat,Away,W,2,1,CRB,46,938.0,Betão,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,avai,2021,14,5,
2021-09-28,16:00,Série B,Matchweek 27,Tue,Home,W,2,0,Londrina,54,645.0,Betão,4-2-3-1,4-2-3-1,Douglas Schwengber da Silva,Match Report,,avai,2021,14,2,
2021-10-02,19:00,Série B,Matchweek 28,Sat,Away,W,2,1,Botafogo (RJ),49,751.0,Betão,4-2-3-1,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,avai,2021,10,3,
2021-10-05,19:00,Série B,Matchweek 29,Tue,Home,D,1,1,Ponte Preta,46,1540.0,Betão,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,avai,2021,17,2,
2021-10-16,22:00,Série B,Matchweek 30,Sat,Away,L,1,3,Confiança,67,2514.0,Betão,4-2-3-1,4-3-3,Edina Alves Batista,Match Report,,avai,2021,15,6,
2021-10-22,21:30,Série B,Matchweek 31,Fri,Home,W,1,0,Cruzeiro,53,4151.0,Betão,4-3-3,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,avai,2021,16,4,
2021-10-29,19:00,Série B,Matchweek 32,Fri,Away,L,1,2,Operário,50,2362.0,Alemão,4-1-4-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,avai,2021,8,3,
2021-11-02,16:00,Série B,Matchweek 33,Tue,Away,W,1,0,Brasil de Pelotas,46,934.0,Betão,4-1-4-1,4-2-3-1,Diego Pombo Lopez,Match Report,,avai,2021,18,8,
2021-11-05,19:00,Série B,Matchweek 34,Fri,Home,D,1,1,Vitória,49,4745.0,Betão,4-3-3,4-2-3-1,Felipe Fernandes de Lima,Match Report,,avai,2021,12,3,
2021-11-08,20:00,Série B,Matchweek 35,Mon,Home,D,1,1,CSA,60,5662.0,Betão,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,avai,2021,24,6,
2021-11-13,16:00,Série B,Matchweek 36,Sat,Away,L,0,4,Guarani,59,7487.0,Betão,4-3-3,4-2-3-1,Anderson Daronco,Match Report,,avai,2021,9,4,
2021-11-21,19:00,Série B,Matchweek 37,Sun,Away,W,2,1,Náutico,37,2462.0,Betão,4-3-3,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,avai,2021,15,6,
2021-11-28,16:00,Série B,Matchweek 38,Sun,Home,W,2,1,Sampaio Corrêa,71,15588.0,Betão,4-3-3,4-2-3-1,Marcelo de Lima Henrique,Match Report,,avai,2021,19,9,
2021-05-28,21:30,Série B,Matchweek 1,Fri,Away,L,0,1,Náutico,55,,Norberto,4-2-3-1,4-2-3-1,Emerson Ricardo de Almeida Andrade,Match Report,,csa,2021,5,1,
2021-06-05,16:30,Série B,Matchweek 2,Sat,Home,D,0,0,Sampaio Corrêa,62,,Norberto,4-2-3-1,4-2-3-1,Diego Fernando Silva de Lima,Match Report,,csa,2021,15,5,
2021-06-12,19:00,Série B,Matchweek 3,Sat,Away,L,0,1,Vila Nova,66,,Norberto,4-2-3-1,4-3-3,Fabio Augusto de Sá Junior,Match Report,,csa,2021,14,3,
2021-06-15,19:00,Série B,Matchweek 4,Tue,Home,D,1,1,Guarani,52,,Norberto,4-2-3-1,4-1-4-1,Luiz Augusto Silveira Tisne,Match Report,,csa,2021,8,3,
2021-06-20,20:30,Série B,Matchweek 5,Sun,Home,W,1,0,Londrina,44,,Gabriel,4-2-3-1,4-3-3,André Rodrigo Rocha,Match Report,,csa,2021,7,2,
2021-06-27,20:30,Série B,Matchweek 7,Sun,Home,W,2,1,Cruzeiro,44,,Gabriel,4-2-3-1,3-5-2,Rodrigo Batista Raposo,Match Report,,csa,2021,10,3,
2021-06-30,16:30,Série B,Matchweek 8,Wed,Away,L,1,2,Ponte Preta,55,,Geovane,4-2-3-1,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,csa,2021,13,3,
2021-07-03,18:30,Série B,Matchweek 9,Sat,Home,L,0,1,CRB,44,,Geovane,4-2-3-1,4-2-3-1,Salim Fende Chavez,Match Report,,csa,2021,12,3,
2021-07-11,20:30,Série B,Matchweek 10,Sun,Away,W,3,2,Brusque,36,,Gabriel,4-2-3-1,4-4-2,Emerson Ricardo de Almeida Andrade,Match Report,,csa,2021,5,4,
2021-07-14,19:00,Série B,Matchweek 11,Wed,Home,L,0,1,Goiás,56,,Gabriel,4-2-3-1,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,csa,2021,20,8,
2021-07-17,19:00,Série B,Matchweek 12,Sat,Away,W,2,0,Operário,44,,Gabriel,4-3-3,4-2-3-1,Diego Da Costa Cidral,Match Report,,csa,2021,8,3,
2021-07-21,21:30,Série B,Matchweek 13,Wed,Home,D,2,2,Vasco da Gama,54,,Gabriel,4-2-3-1,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,csa,2021,15,5,
2021-07-24,21:00,Série B,Matchweek 14,Sat,Home,W,2,1,Vitória,53,,Geovane,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,csa,2021,12,3,
2021-07-27,21:30,Série B,Matchweek 6,Tue,Away,L,0,2,Botafogo (RJ),55,,Geovane,4-2-3-1,4-2-3-1,Douglas Schwengber da Silva,Match Report,,csa,2021,7,2,
2021-08-01,18:15,Série B,Matchweek 15,Sun,Away,L,0,1,Remo,48,,Lucão,4-2-3-1,4-3-3,Alisson Sidnei Furtado,Match Report,,csa,2021,10,2,
2021-08-07,19:00,Série B,Matchweek 16,Sat,Home,D,0,0,Avaí,46,,Gabriel,4-2-3-1,4-1-4-1,Ricardo Marques Ribeiro,Match Report,,csa,2021,11,2,
2021-08-10,20:00,Série B,Matchweek 17,Tue,Away,W,2,0,Confiança,61,,Gabriel,4-2-3-1,4-2-3-1,Leonílson Fernandes T. Filho,Match Report,,csa,2021,9,4,
2021-08-14,16:30,Série B,Matchweek 18,Sat,Home,W,3,0,Coritiba,30,,Gabriel,4-3-3,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,csa,2021,12,6,
2021-08-19,21:30,Série B,Matchweek 19,Thu,Away,W,1,0,Brasil de Pelotas,39,,Gabriel,4-3-3,4-2-3-1,Zandick Gondim Alves Junior,Match Report,,csa,2021,10,4,
2021-08-24,21:30,Série B,Matchweek 20,Tue,Home,L,0,1,Náutico,46,,Lucão,4-3-3,4-2-3-1,Savio Pereira,Match Report,,csa,2021,13,4,
2021-08-28,21:00,Série B,Matchweek 21,Sat,Away,L,0,2,Sampaio Corrêa,58,,Renato Cajá,4-2-3-1,4-2-3-1,Tiago Nascimento dos Santos,Match Report,,csa,2021,7,1,
2021-09-03,21:30,Série B,Matchweek 22,Fri,Home,D,1,1,Vila Nova,68,,Gabriel,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,csa,2021,15,5,
2021-09-07,16:00,Série B,Matchweek 23,Tue,Away,L,0,1,Guarani,56,,Gabriel,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,csa,2021,13,2,
2021-09-18,16:30,Série B,Matchweek 24,Sat,Away,W,2,0,Londrina,51,,Gabriel,4-2-3-1,4-1-3-2,Adriano Barros Carneiro,Match Report,,csa,2021,13,4,
2021-09-23,19:00,Série B,Matchweek 25,Thu,Home,W,2,0,Botafogo (RJ),46,,Gabriel,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,csa,2021,12,3,
2021-09-26,16:00,Série B,Matchweek 26,Sun,Away,W,2,1,Cruzeiro,45,5979.0,Gabriel,4-2-3-1,4-1-4-1,Flavio Rodrigues De Souza,Match Report,,csa,2021,11,5,
2021-09-29,21:30,Série B,Matchweek 27,Wed,Home,W,2,1,Ponte Preta,58,1513.0,Gabriel,4-2-3-1,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,csa,2021,19,7,
2021-10-02,18:30,Série B,Matchweek 28,Sat,Away,D,0,0,CRB,49,1480.0,Gabriel,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,csa,2021,4,0,
2021-10-09,21:00,Série B,Matchweek 29,Sat,Home,W,4,1,Brusque,57,1339.0,Geovane,4-2-3-1,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,csa,2021,16,9,
2021-10-15,21:30,Série B,Matchweek 30,Fri,Away,L,1,3,Goiás,63,1712.0,Gabriel,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,csa,2021,9,3,
2021-10-23,19:00,Série B,Matchweek 31,Sat,Home,L,2,4,Operário,57,5002.0,Gabriel,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,csa,2021,10,4,
2021-10-29,21:30,Série B,Matchweek 32,Fri,Away,W,3,1,Vasco da Gama,38,9881.0,Gabriel,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,csa,2021,13,5,
2021-11-02,16:00,Série B,Matchweek 33,Tue,Away,W,1,0,Vitória,33,8291.0,Gabriel,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,csa,2021,8,4,
2021-11-05,17:00,Série B,Matchweek 34,Fri,Home,W,2,0,Remo,52,4732.0,Gabriel,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,csa,2021,16,6,
2021-11-08,20:00,Série B,Matchweek 35,Mon,Away,D,1,1,Avaí,40,5662.0,Gabriel,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,csa,2021,9,2,
2021-11-12,21:30,Série B,Matchweek 36,Fri,Home,D,0,0,Confiança,65,5600.0,Gabriel,4-3-3,4-3-3,Savio Pereira,Match Report,,csa,2021,13,3,
2021-11-21,16:00,Série B,Matchweek 37,Sun,Away,W,1,0,Coritiba,50,32506.0,Gabriel,4-3-3,4-2-3-1,Marielson Alves Silva,Match Report,,csa,2021,11,3,
2021-11-28,16:00,Série B,Matchweek 38,Sun,Home,W,4,0,Brasil de Pelotas,52,6376.0,Gabriel,4-3-3,4-2-3-1,André Luiz de Freitas Castro,Match Report,,csa,2021,15,7,
2021-05-28,19:00,Série B,Matchweek 1,Fri,Home,D,1,1,Vitória,49,,Bruno Silva,4-4-1-1,4-2-3-1,Rafael Carlos Salgueiro,Match Report,,guarani,2021,19,5,
2021-06-01,19:00,Série B,Matchweek 2,Tue,Away,W,5,2,Operário,39,,Bruno Silva,4-3-3,4-2-3-1,Rodrigo Batista Raposo,Match Report,,guarani,2021,10,7,
2021-06-11,21:30,Série B,Matchweek 3,Fri,Home,L,1,3,Náutico,47,,Bruno Silva,4-1-4-1,4-2-3-1,Jonathan Antero Silva,Match Report,,guarani,2021,15,4,
2021-06-15,19:00,Série B,Matchweek 4,Tue,Away,D,1,1,CSA,48,,Bruno Silva,4-1-4-1,4-2-3-1,Luiz Augusto Silveira Tisne,Match Report,,guarani,2021,7,2,
2021-06-19,18:30,Série B,Matchweek 5,Sat,Home,W,1,0,Ponte Preta,45,,Bruno Silva,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,,guarani,2021,9,3,
2021-06-22,21:30,Série B,Matchweek 6,Tue,Away,D,0,0,Remo,45,,Bruno Silva,4-2-3-1,4-2-3-1,Antônio Magno Lima Cordeiro,Match Report,,guarani,2021,10,3,
2021-06-25,19:00,Série B,Matchweek 7,Fri,Home,L,0,2,Coritiba,58,,Bruno Silva,4-2-3-1,4-2-3-1,Marco Aurelio Augusto Fazekas Ferreira,Match Report,,guarani,2021,14,2,
2021-06-30,19:00,Série B,Matchweek 8,Wed,Away,D,3,3,Cruzeiro,49,,Bruno Silva,4-2-3-1,4-1-4-1,Rafael Martins de Sá,Match Report,,guarani,2021,22,6,
2021-07-04,11:00,Série B,Matchweek 9,Sun,Home,W,4,1,Brusque,45,,Bruno Silva,4-2-3-1,4-4-2,Rodrigo da Fonseca Silva,Match Report,,guarani,2021,20,5,
2021-07-09,19:00,Série B,Matchweek 10,Fri,Away,W,1,0,Londrina,56,,Bruno Silva,4-2-3-1,4-2-3-1,Maguielson Lima Barbosa,Match Report,,guarani,2021,14,3,
2021-07-13,19:00,Série B,Matchweek 11,Tue,Home,W,1,0,CRB,43,,Bruno Silva,4-2-3-1,4-2-3-1,Diego da Silva Castro,Match Report,,guarani,2021,17,7,
2021-07-16,20:00,Série B,Matchweek 12,Fri,Away,W,4,1,Confiança,46,,Bruno Silva,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,guarani,2021,12,8,
2021-07-20,19:00,Série B,Matchweek 13,Tue,Home,D,0,0,Sampaio Corrêa,69,,Bruno Silva,4-2-3-1,4-2-3-1,Rodrigo Carvalhaes de Miranda,Match Report,,guarani,2021,14,5,
2021-07-24,21:00,Série B,Matchweek 14,Sat,Away,L,1,4,Vasco da Gama,59,,Bruno Silva,4-2-3-1,4-2-3-1,Denis Ribeiro Serafim,Match Report,,guarani,2021,17,9,
2021-07-31,11:00,Série B,Matchweek 15,Sat,Home,L,1,4,Vila Nova,75,,Bruno Silva,4-2-3-1,3-5-2,Vinicius Gomes do Amaral,Match Report,,guarani,2021,26,7,
2021-08-06,19:00,Série B,Matchweek 16,Fri,Home,W,2,0,Brasil de Pelotas,45,,Bruno Silva,4-2-3-1,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,guarani,2021,12,4,
2021-08-10,19:00,Série B,Matchweek 17,Tue,Away,W,1,0,Avaí,39,,Bruno Silva,4-2-3-1,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,guarani,2021,16,1,
2021-08-13,19:00,Série B,Matchweek 18,Fri,Away,L,1,2,Goiás,53,,Bruno Silva,4-2-3-1,4-2-3-1,Ramon Abatti Abel,Match Report,,guarani,2021,10,4,
2021-08-18,19:00,Série B,Matchweek 19,Wed,Home,D,1,1,Botafogo (RJ),60,,Bruno Silva,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,guarani,2021,14,2,
2021-08-21,16:30,Série B,Matchweek 20,Sat,Away,L,0,1,Vitória,49,,Thales,4-2-3-1,4-2-3-1,Alisson Sidnei Furtado,Match Report,,guarani,2021,8,3,
2021-08-24,19:00,Série B,Matchweek 21,Tue,Home,W,3,0,Operário,54,,Bruno Silva,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,guarani,2021,17,4,
2021-09-04,17:15,Série B,Matchweek 22,Sat,Away,D,1,1,Náutico,64,,Bruno Silva,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,guarani,2021,16,3,
2021-09-07,16:00,Série B,Matchweek 23,Tue,Home,W,1,0,CSA,44,,Bruno Silva,4-2-3-1,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,guarani,2021,9,2,
2021-09-17,21:30,Série B,Matchweek 24,Fri,Away,D,0,0,Ponte Preta,58,,Bruno Silva,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,guarani,2021,11,4,
2021-09-21,16:00,Série B,Matchweek 25,Tue,Home,W,2,0,Remo,46,,Bruno Silva,4-2-3-1,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,guarani,2021,11,2,
2021-09-25,21:00,Série B,Matchweek 26,Sat,Away,L,0,1,Coritiba,58,1391.0,Bruno Silva,4-2-3-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,guarani,2021,6,3,
2021-09-29,19:00,Série B,Matchweek 27,Wed,Home,D,1,1,Cruzeiro,61,,Bruno Silva,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,guarani,2021,19,5,
2021-10-02,16:00,Série B,Matchweek 28,Sat,Away,L,0,2,Brusque,58,373.0,Bruno Silva,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,guarani,2021,12,5,
2021-10-09,16:30,Série B,Matchweek 29,Sat,Home,W,3,0,Londrina,56,1307.0,Bruno Silva,4-2-3-1,4-2-3-1,Leo Simão Holanda,Match Report,,guarani,2021,15,6,
2021-10-15,19:00,Série B,Matchweek 30,Fri,Away,D,2,2,CRB,45,1436.0,Bruno Silva,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,guarani,2021,10,4,
2021-10-22,19:00,Série B,Matchweek 31,Fri,Home,L,1,2,Confiança,56,1917.0,Bruno Silva,4-2-3-1,4-3-3,Rafael Traci,Match Report,,guarani,2021,8,2,
2021-10-28,19:00,Série B,Matchweek 32,Thu,Away,W,1,0,Sampaio Corrêa,46,850.0,Bruno Silva,4-3-1-2,4-2-3-1,Leo Simão Holanda,Match Report,,guarani,2021,9,3,
2021-11-04,19:00,Série B,Matchweek 33,Thu,Home,W,1,0,Vasco da Gama,34,4666.0,Bruno Silva,4-2-3-1,4-3-3,Leandro Pedro Vuaden,Match Report,,guarani,2021,19,8,
2021-11-07,18:15,Série B,Matchweek 34,Sun,Away,D,2,2,Vila Nova,58,2121.0,Bruno Silva,4-2-3-1,4-2-3-1,Douglas Schwengber da Silva,Match Report,,guarani,2021,14,7,
2021-11-10,19:00,Série B,Matchweek 35,Wed,Away,W,1,0,Brasil de Pelotas,47,510.0,Bruno Silva,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,guarani,2021,19,5,
2021-11-13,16:00,Série B,Matchweek 36,Sat,Home,W,4,0,Avaí,41,7487.0,Bruno Silva,4-2-3-1,4-3-3,Anderson Daronco,Match Report,,guarani,2021,10,5,
2021-11-22,20:00,Série B,Matchweek 37,Mon,Home,L,0,2,Goiás,73,16584.0,Bruno Silva,4-2-3-1,4-4-2,Bruno Arleu de Araujo,Match Report,,guarani,2021,18,5,
2021-11-28,16:00,Série B,Matchweek 38,Sun,Away,D,2,2,Botafogo (RJ),46,33853.0,Bruno Silva,4-3-3,4-2-3-1,Rodolpho Toski Marques,Match Report,,guarani,2021,12,4,
2021-05-29,16:00,Série B,Matchweek 1,Sat,Home,D,2,2,Remo,51,,Gum,4-2-3-1,4-2-3-1,Tiago Nascimento dos Santos,Match Report,,crb,2021,16,2,
2021-06-06,18:15,Série B,Matchweek 2,Sun,Away,W,4,3,Cruzeiro,49,,Gum,4-2-3-1,4-4-2,Douglas Marques das Flores,Match Report,,crb,2021,11,4,
2021-06-12,16:30,Série B,Matchweek 3,Sat,Home,W,3,2,Confiança,56,,Gum,4-2-3-1,4-2-3-1,Ivan da Silva Guimarães Jr.,Match Report,,crb,2021,17,6,
2021-06-15,21:30,Série B,Matchweek 4,Tue,Away,L,0,1,Goiás,64,,Gum,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,crb,2021,10,3,
2021-06-19,16:30,Série B,Matchweek 5,Sat,Away,L,0,3,Vasco da Gama,61,,Gum,4-4-2,4-4-2,Alisson Sidnei Furtado,Match Report,,crb,2021,12,2,
2021-06-22,21:30,Série B,Matchweek 6,Tue,Home,W,2,1,Brasil de Pelotas,53,,Gum,4-2-3-1,4-2-3-1,Leonardo Sígari Zanon,Match Report,,crb,2021,18,6,
2021-06-25,16:30,Série B,Matchweek 7,Fri,Away,L,0,1,Avaí,34,,Diogo Silva,4-2-3-1,4-2-3-1,Djonaltan Costa de Araujo,Match Report,,crb,2021,3,1,
2021-06-29,21:30,Série B,Matchweek 8,Tue,Home,D,1,1,Náutico,53,,Gum,4-2-3-1,4-2-3-1,Zandick Gondim Alves Junior,Match Report,,crb,2021,13,6,
2021-07-03,18:30,Série B,Matchweek 9,Sat,Away,W,1,0,CSA,57,,Gum,4-2-3-1,4-2-3-1,Salim Fende Chavez,Match Report,,crb,2021,10,2,
2021-07-06,21:30,Série B,Matchweek 10,Tue,Home,W,2,1,Botafogo (RJ),54,,Gum,4-2-3-1,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,crb,2021,7,2,
2021-07-13,19:00,Série B,Matchweek 11,Tue,Away,L,0,1,Guarani,57,,Gum,4-2-3-1,4-2-3-1,Diego da Silva Castro,Match Report,,crb,2021,15,2,
2021-07-18,20:30,Série B,Matchweek 12,Sun,Home,W,2,1,Vila Nova,57,,Gum,4-2-3-1,4-3-3,Adriano Barros Carneiro,Match Report,,crb,2021,8,4,
2021-07-22,19:00,Série B,Matchweek 13,Thu,Away,D,1,1,Coritiba,69,,Gum,4-2-3-1,4-2-3-1,Pablo Ramón Goncalves Pinheiro,Match Report,,crb,2021,14,4,
2021-07-25,20:30,Série B,Matchweek 14,Sun,Away,W,3,2,Sampaio Corrêa,46,,Diogo Silva,4-2-3-1,4-2-3-1,Diego Pombo Lopez,Match Report,,crb,2021,8,4,
2021-08-01,18:15,Série B,Matchweek 15,Sun,Home,D,1,1,Ponte Preta,60,,Gum,4-2-3-1,4-2-3-1,Rafael Martins de Sá,Match Report,,crb,2021,16,6,
2021-08-08,20:30,Série B,Matchweek 16,Sun,Away,W,2,0,Londrina,39,,Gum,4-2-3-1,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,,crb,2021,10,4,
2021-08-12,19:00,Série B,Matchweek 17,Thu,Home,W,3,0,Brusque,42,,Gum,4-2-3-1,4-4-1-1,Lucas Paulo Torezin,Match Report,,crb,2021,14,9,
2021-08-15,16:00,Série B,Matchweek 18,Sun,Away,D,1,1,Vitória,46,,Diogo Silva,4-2-3-1,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,crb,2021,8,3,
2021-08-18,21:30,Série B,Matchweek 19,Wed,Home,D,0,0,Operário,41,,Gum,4-2-3-1,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,,crb,2021,11,4,
2021-08-21,21:00,Série B,Matchweek 20,Sat,Away,W,2,1,Remo,43,,Gum,4-2-3-1,4-1-4-1,Thiago Luis Scarascati,Match Report,,crb,2021,5,4,
2021-08-29,16:00,Série B,Matchweek 21,Sun,Home,D,0,0,Cruzeiro,50,,Gum,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,crb,2021,8,2,
2021-09-01,20:00,Série B,Matchweek 22,Wed,Away,W,2,1,Confiança,45,,Gum,4-2-3-1,4-3-3,Leo Simão Holanda,Match Report,,crb,2021,12,5,
2021-09-11,21:00,Série B,Matchweek 23,Sat,Home,L,0,1,Goiás,66,1663.0,Diogo Silva,4-2-3-1,4-2-3-1,Salim Fende Chavez,Match Report,,crb,2021,17,4,
2021-09-16,19:00,Série B,Matchweek 24,Thu,Home,D,1,1,Vasco da Gama,48,,Diogo Silva,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,crb,2021,10,3,
2021-09-21,19:00,Série B,Matchweek 25,Tue,Away,W,1,0,Brasil de Pelotas,55,,Diogo Silva,4-2-3-1,4-2-3-1,Emerson Ricardo de Almeida Andrade,Match Report,,crb,2021,12,4,
2021-09-25,18:30,Série B,Matchweek 26,Sat,Home,L,1,2,Avaí,54,938.0,Gum,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,crb,2021,11,4,
2021-09-28,19:00,Série B,Matchweek 27,Tue,Away,W,3,1,Náutico,32,649.0,Gum,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,crb,2021,13,2,
2021-10-02,18:30,Série B,Matchweek 28,Sat,Home,D,0,0,CSA,51,1480.0,Gum,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,crb,2021,11,4,
2021-10-08,19:00,Série B,Matchweek 29,Fri,Away,L,0,2,Botafogo (RJ),36,2139.0,Gum,4-2-3-1,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,crb,2021,4,0,
2021-10-15,19:00,Série B,Matchweek 30,Fri,Home,D,2,2,Guarani,55,1436.0,Gum,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,crb,2021,18,4,
2021-10-18,20:00,Série B,Matchweek 31,Mon,Away,D,0,0,Vila Nova,40,1128.0,Gum,4-2-3-1,4-2-3-1,Diego Pombo Lopez,Match Report,,crb,2021,2,1,
2021-10-26,19:00,Série B,Matchweek 32,Tue,Home,D,1,1,Coritiba,52,3115.0,Gum,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,crb,2021,18,4,
2021-11-04,21:30,Série B,Matchweek 33,Thu,Home,W,1,0,Sampaio Corrêa,60,3487.0,Gum,4-2-3-1,4-3-3,Paulo Cesar Zanovelli da Silva,Match Report,,crb,2021,17,8,
2021-11-07,20:30,Série B,Matchweek 34,Sun,Away,L,0,1,Ponte Preta,61,2795.0,Gum,4-2-3-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,crb,2021,7,0,
2021-11-10,21:30,Série B,Matchweek 35,Wed,Home,W,1,0,Londrina,55,3847.0,Gum,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,,crb,2021,14,3,
2021-11-15,16:00,Série B,Matchweek 36,Mon,Away,L,0,1,Brusque,47,1537.0,Gum,4-2-3-1,4-4-2,Alexandre Vargas Tavares de Jesus,Match Report,,crb,2021,9,2,
2021-11-22,18:00,Série B,Matchweek 37,Mon,Home,W,3,1,Vitória,45,5283.0,Gum,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,crb,2021,9,6,
2021-11-28,16:00,Série B,Matchweek 38,Sun,Away,L,1,2,Operário,47,2462.0,Diogo Silva,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,,crb,2021,12,4,
2021-05-28,21:30,Série B,Matchweek 1,Fri,Home,W,1,0,CSA,46,,Kieza,4-2-3-1,4-2-3-1,Emerson Ricardo de Almeida Andrade,Match Report,,nautico,2021,18,6,
2021-06-07,20:00,Série B,Matchweek 2,Mon,Away,W,1,0,Vitória,42,,Kieza,4-2-3-1,4-2-3-1,Leonardo Sígari Zanon,Match Report,,nautico,2021,11,2,
2021-06-11,21:30,Série B,Matchweek 3,Fri,Away,W,3,1,Guarani,53,,Kieza,4-2-3-1,4-1-4-1,Jonathan Antero Silva,Match Report,,nautico,2021,15,4,
2021-06-15,19:00,Série B,Matchweek 4,Tue,Home,W,2,0,Vila Nova,55,,Kieza,4-2-3-1,4-2-3-1,Rafael Carlos Salgueiro,Match Report,,nautico,2021,23,9,
2021-06-20,16:00,Série B,Matchweek 5,Sun,Home,W,3,1,Botafogo (RJ),54,,Kieza,4-2-3-1,4-2-3-1,Wanderson Alves de Souza,Match Report,,nautico,2021,16,4,
2021-06-23,16:00,Série B,Matchweek 6,Wed,Away,D,0,0,Londrina,61,,Kieza,4-2-3-1,4-2-3-1,Rodrigo da Fonseca Silva,Match Report,,nautico,2021,16,4,
