player,nation,pos,age,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls.1,ast.1,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,matches_90,team_name,season,team_id
Alex Silva,br BRA,DF,24.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.1,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,Matches,avai,2019,vSGmxgB-rava
Marcinho,br BRA,MF,19.0,3.0,1.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2019,vSGmxgB-rava
Matheus Matias,br BRA,FW,20.0,2.0,1.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,avai,2019,vSGmxgB-rava
Gabriel Lima,br BRA,"MF,FW",22.0,6.0,0.0,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.9,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.17,0.25,0.42,0.17,0.42,Matches,avai,2019,vSGmxgB-rava
Matheus Lucas,br BRA,"FW,MF",20.0,4.0,0.0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.15,0.11,0.15,Matches,avai,2019,vSGmxgB-rava
André Moritz,br BRA,MF,32.0,4.0,0.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.1,0.4,3.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,0.34,0.24,0.34,Matches,avai,2019,vSGmxgB-rava
Jones Carioca,br BRA,"FW,MF",30.0,3.0,0.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.08,0.19,0.27,0.08,0.27,Matches,avai,2019,vSGmxgB-rava
Glédson,br BRA,GK,35.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,avai,2019,vSGmxgB-rava
Falcão,br BRA,MF,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,avai,2019,vSGmxgB-rava
Nuno,br BRA,DF,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,avai,2019,vSGmxgB-rava
Gerson,br BRA,MF,22.0,34.0,33.0,2786.0,31.0,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,3.2,3.2,3.4,6.6,85.0,252.0,127.0,0.03,0.1,0.13,0.03,0.13,0.1,0.11,0.21,0.1,0.21,Matches,flamengo,2020,1Y1zbHqWffla
Filipe Luís,br BRA,DF,34.0,31.0,31.0,2731.0,30.3,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,1.5,1.5,5.0,6.6,128.0,280.0,160.0,0.07,0.07,0.13,0.07,0.13,0.05,0.17,0.22,0.05,0.22,Matches,flamengo,2020,1Y1zbHqWffla
Everton Ribeiro,br BRA,"MF,FW",30.0,33.0,31.0,2633.0,29.3,7.0,6.0,13.0,7.0,0.0,0.0,5.0,0.0,6.0,6.0,7.8,13.8,103.0,222.0,232.0,0.24,0.21,0.44,0.24,0.44,0.21,0.27,0.47,0.21,0.47,Matches,flamengo,2020,1Y1zbHqWffla
Bruno Henrique,br BRA,FW,29.0,31.0,30.0,2575.0,28.6,9.0,7.0,16.0,8.0,1.0,2.0,11.0,0.0,13.3,11.8,7.9,19.6,143.0,91.0,334.0,0.31,0.24,0.56,0.28,0.52,0.47,0.28,0.74,0.41,0.69,Matches,flamengo,2020,1Y1zbHqWffla
Willian Arão,br BRA,"MF,DF",27.0,32.0,29.0,2629.0,29.2,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,1.7,2.8,10.0,195.0,15.0,0.03,0.03,0.07,0.03,0.07,0.04,0.06,0.1,0.04,0.1,Matches,flamengo,2020,1Y1zbHqWffla
Mauricio Isla,cl CHI,DF,31.0,29.0,28.0,2361.0,26.2,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,0.5,0.5,6.3,6.8,24.0,132.0,225.0,0.08,0.19,0.27,0.08,0.27,0.02,0.24,0.26,0.02,0.26,Matches,flamengo,2020,1Y1zbHqWffla
Giorgian De Arrascaeta,uy URU,"MF,FW",25.0,28.0,26.0,2206.0,24.5,8.0,9.0,17.0,8.0,0.0,0.0,0.0,0.0,8.5,8.5,9.8,18.3,83.0,173.0,242.0,0.33,0.37,0.69,0.33,0.69,0.35,0.4,0.75,0.35,0.75,Matches,flamengo,2020,1Y1zbHqWffla
Gustavo Henrique,br BRA,DF,26.0,25.0,23.0,1950.0,21.7,2.0,1.0,3.0,2.0,0.0,0.0,5.0,1.0,1.9,1.9,0.6,2.4,4.0,64.0,3.0,0.09,0.05,0.14,0.09,0.14,0.09,0.03,0.11,0.09,0.11,Matches,flamengo,2020,1Y1zbHqWffla
Hugo Souza,br BRA,GK,21.0,23.0,22.0,2009.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2020,1Y1zbHqWffla
Gabriel Barbosa,br BRA,FW,23.0,25.0,22.0,1758.0,19.5,14.0,2.0,16.0,8.0,6.0,6.0,3.0,1.0,16.7,12.4,2.2,14.6,40.0,48.0,169.0,0.72,0.1,0.82,0.41,0.51,0.85,0.11,0.97,0.64,0.75,Matches,flamengo,2020,1Y1zbHqWffla
Rodrigo Caio,br BRA,DF,26.0,20.0,20.0,1683.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.8,1.4,19.0,71.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,flamengo,2020,1Y1zbHqWffla
Pedro,br BRA,FW,22.0,34.0,15.0,1591.0,17.7,13.0,2.0,15.0,13.0,0.0,2.0,2.0,0.0,13.0,11.4,3.5,14.8,19.0,34.0,109.0,0.74,0.11,0.85,0.74,0.85,0.73,0.2,0.93,0.64,0.84,Matches,flamengo,2020,1Y1zbHqWffla
Diego,br BRA,MF,34.0,26.0,14.0,1259.0,14.0,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,1.9,1.9,1.3,3.2,48.0,144.0,45.0,0.07,0.21,0.29,0.07,0.29,0.14,0.09,0.23,0.14,0.23,Matches,flamengo,2020,1Y1zbHqWffla
Thiago Maia,br BRA,MF,22.0,14.0,13.0,1063.0,11.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.8,1.0,21.0,99.0,48.0,0.0,0.08,0.08,0.0,0.08,0.02,0.06,0.08,0.02,0.08,Matches,flamengo,2020,1Y1zbHqWffla
Natan,br BRA,DF,18.0,14.0,12.0,1131.0,12.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.2,2.2,0.2,2.4,11.0,54.0,2.0,0.08,0.0,0.08,0.08,0.08,0.18,0.01,0.19,0.18,0.19,Matches,flamengo,2020,1Y1zbHqWffla
Léo Pereira,br BRA,DF,24.0,13.0,11.0,982.0,10.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.5,13.0,58.0,1.0,0.09,0.0,0.09,0.09,0.09,0.04,0.0,0.04,0.04,0.04,Matches,flamengo,2020,1Y1zbHqWffla
Diego Alves,br BRA,GK,34.0,10.0,10.0,836.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2020,1Y1zbHqWffla
Vitinho,br BRA,"MF,FW",26.0,29.0,9.0,956.0,10.6,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,3.8,3.8,1.7,5.5,53.0,44.0,130.0,0.19,0.28,0.47,0.19,0.47,0.36,0.16,0.52,0.36,0.52,Matches,flamengo,2020,1Y1zbHqWffla
Renê,br BRA,DF,27.0,12.0,7.0,697.0,7.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,0.6,0.8,16.0,67.0,46.0,0.13,0.13,0.26,0.13,0.26,0.03,0.08,0.11,0.03,0.11,Matches,flamengo,2020,1Y1zbHqWffla
Michael,br BRA,"FW,MF",23.0,20.0,4.0,508.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.7,1.7,0.9,2.6,47.0,20.0,115.0,0.0,0.18,0.18,0.0,0.18,0.31,0.16,0.47,0.31,0.47,Matches,flamengo,2020,1Y1zbHqWffla
João Gomes,br BRA,MF,18.0,11.0,4.0,502.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.4,6.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.06,0.08,Matches,flamengo,2020,1Y1zbHqWffla
Matheuzinho,br BRA,DF,19.0,13.0,4.0,444.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,11.0,41.0,33.0,0.0,0.2,0.2,0.0,0.2,0.02,0.11,0.14,0.02,0.14,Matches,flamengo,2020,1Y1zbHqWffla
César,br BRA,GK,28.0,5.0,3.0,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2020,1Y1zbHqWffla
João Lucas,br BRA,DF,21.0,5.0,3.0,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,flamengo,2020,1Y1zbHqWffla
Gabriel Batista,br BRA,GK,21.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2020,1Y1zbHqWffla
Lincoln,br BRA,"FW,MF",19.0,14.0,2.0,283.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.6,2.6,0.6,3.2,7.0,7.0,29.0,0.32,0.32,0.64,0.32,0.64,0.83,0.2,1.03,0.83,1.03,Matches,flamengo,2020,1Y1zbHqWffla
Matheus Thuler,br BRA,DF,20.0,4.0,2.0,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2020,1Y1zbHqWffla
Pedro Rocha Neves,br BRA,"FW,MF",25.0,5.0,2.0,151.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.5,10.0,6.0,25.0,0.0,0.6,0.6,0.0,0.6,0.02,0.85,0.87,0.02,0.87,Matches,flamengo,2020,1Y1zbHqWffla
Gabriel Noga,br BRA,DF,18.0,2.0,1.0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2020,1Y1zbHqWffla
Rafinha,br BRA,DF,34.0,2.0,1.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,flamengo,2020,1Y1zbHqWffla
Ramon,br BRA,DF,18.0,4.0,1.0,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches,flamengo,2020,1Y1zbHqWffla
Otavio Ataide,br BRA,DF,17.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,flamengo,2020,1Y1zbHqWffla
Guilherme Bala,br BRA,FW,18.0,1.0,1.0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,flamengo,2020,1Y1zbHqWffla
João Pedro Pepê,br BRA,MF,22.0,11.0,0.0,103.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,4.0,12.0,8.0,0.87,0.0,0.87,0.87,0.87,0.12,0.49,0.61,0.12,0.61,Matches,flamengo,2020,1Y1zbHqWffla
Rodrigo Muniz,br BRA,"FW,MF",18.0,4.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,Matches,flamengo,2020,1Y1zbHqWffla
Lázaro,br BRA,"FW,MF",17.0,2.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2020,1Y1zbHqWffla
Richard Ríos,co COL,FW,19.0,1.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,flamengo,2020,1Y1zbHqWffla
Yuri de Oliveira,br BRA,DF,19.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,2.52,2.52,2.52,Matches,flamengo,2020,1Y1zbHqWffla
Daniel Cabral,br BRA,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2020,1Y1zbHqWffla
Robert Piris Da Motta,py PAR,MF,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2020,1Y1zbHqWffla
Dhouglas,br BRA,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2020,1Y1zbHqWffla
João Fernando,br BRA,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2020,1Y1zbHqWffla
Ítalo,br BRA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2020,1Y1zbHqWffla
Milani,at AUT,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2020,1Y1zbHqWffla
Hugo Moura,br BRA,MF,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2020,1Y1zbHqWffla
Paradela de Souza,br BRA,FW,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2020,1Y1zbHqWffla
Vinicius Souza,br BRA,MF,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,flamengo,2020,1Y1zbHqWffla
Marcelo Lomba,br BRA,GK,33.0,37.0,37.0,3327.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,internacional,2020,jSlOtVbffint
Víctor Cuesta,ar ARG,DF,31.0,35.0,35.0,3131.0,34.8,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.9,0.9,0.6,1.5,29.0,128.0,8.0,0.03,0.03,0.06,0.03,0.06,0.03,0.02,0.04,0.03,0.04,Matches,internacional,2020,jSlOtVbffint
Patrick,br BRA,"MF,FW",27.0,33.0,32.0,2603.0,28.9,6.0,4.0,10.0,6.0,0.0,0.0,3.0,0.0,4.8,4.8,4.6,9.4,96.0,114.0,164.0,0.21,0.14,0.35,0.21,0.35,0.16,0.16,0.32,0.16,0.32,Matches,internacional,2020,jSlOtVbffint
Edenílson,br BRA,MF,30.0,33.0,31.0,2785.0,30.9,6.0,5.0,11.0,3.0,3.0,3.0,6.0,0.0,6.2,3.9,4.5,8.4,47.0,164.0,118.0,0.19,0.16,0.36,0.1,0.26,0.2,0.15,0.35,0.13,0.27,Matches,internacional,2020,jSlOtVbffint
Moisés,br BRA,DF,24.0,26.0,24.0,2174.0,24.2,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,2.4,2.7,63.0,75.0,117.0,0.0,0.21,0.21,0.0,0.21,0.01,0.1,0.11,0.01,0.11,Matches,internacional,2020,jSlOtVbffint
Thiago Galhardo,br BRA,FW,30.0,29.0,20.0,1859.0,20.7,17.0,5.0,22.0,11.0,6.0,7.0,4.0,1.0,14.0,8.5,4.3,12.8,34.0,47.0,109.0,0.82,0.24,1.07,0.53,0.77,0.68,0.21,0.89,0.41,0.62,Matches,internacional,2020,jSlOtVbffint
Rodinei,br BRA,DF,28.0,23.0,20.0,1811.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,1.0,1.3,64.0,68.0,99.0,0.0,0.05,0.05,0.0,0.05,0.02,0.05,0.07,0.02,0.07,Matches,internacional,2020,jSlOtVbffint
Bruno Praxedes,br BRA,MF,17.0,22.0,18.0,1195.0,13.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.9,2.9,31.0,74.0,35.0,0.08,0.0,0.08,0.08,0.08,0.08,0.14,0.22,0.08,0.22,Matches,internacional,2020,jSlOtVbffint
Zé Gabriel,br BRA,DF,21.0,22.0,17.0,1549.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,32.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,internacional,2020,jSlOtVbffint
Marcos Guilherme,br BRA,"MF,FW",24.0,27.0,16.0,1263.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.2,1.2,2.1,3.3,32.0,42.0,69.0,0.0,0.07,0.07,0.0,0.07,0.09,0.15,0.23,0.09,0.23,Matches,internacional,2020,jSlOtVbffint
Rodrigo Lindoso,br BRA,MF,30.0,30.0,15.0,1688.0,18.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.3,1.3,1.1,2.3,18.0,100.0,15.0,0.0,0.05,0.05,0.0,0.05,0.07,0.06,0.12,0.07,0.12,Matches,internacional,2020,jSlOtVbffint
Rodrigo Dourado,br BRA,MF,25.0,19.0,15.0,1206.0,13.4,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.7,0.7,0.5,1.2,6.0,41.0,4.0,0.22,0.07,0.3,0.22,0.3,0.05,0.04,0.09,0.05,0.09,Matches,internacional,2020,jSlOtVbffint
Yuri Alberto,br BRA,"FW,MF",18.0,23.0,14.0,1299.0,14.4,10.0,2.0,12.0,10.0,0.0,0.0,3.0,0.0,8.1,8.1,2.0,10.1,20.0,14.0,112.0,0.69,0.14,0.83,0.69,0.83,0.56,0.14,0.7,0.56,0.7,Matches,internacional,2020,jSlOtVbffint
Uendel,br BRA,DF,31.0,14.0,13.0,1073.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,1.4,1.6,27.0,55.0,57.0,0.0,0.08,0.08,0.0,0.08,0.02,0.12,0.14,0.02,0.14,Matches,internacional,2020,jSlOtVbffint
Caio Vidal,br BRA,"MF,FW",19.0,14.0,12.0,827.0,9.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.7,1.7,0.4,2.1,28.0,11.0,90.0,0.22,0.0,0.22,0.22,0.22,0.18,0.05,0.23,0.18,0.23,Matches,internacional,2020,jSlOtVbffint
Lucas Ribeiro,br BRA,DF,21.0,13.0,11.0,997.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,8.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches,internacional,2020,jSlOtVbffint
Rodrigo Moledo,br BRA,DF,32.0,18.0,10.0,958.0,10.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.1,0.1,0.0,0.2,6.0,31.0,2.0,0.09,0.0,0.09,0.09,0.09,0.01,0.0,0.02,0.01,0.02,Matches,internacional,2020,jSlOtVbffint
Abel Hernández,uy URU,FW,29.0,23.0,10.0,925.0,10.3,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,5.3,5.3,0.7,6.0,5.0,20.0,52.0,0.29,0.1,0.39,0.29,0.39,0.51,0.07,0.58,0.51,0.58,Matches,internacional,2020,jSlOtVbffint
Heitor,br BRA,DF,19.0,12.0,10.0,877.0,9.7,0.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,0.5,0.5,2.0,2.5,14.0,28.0,45.0,0.0,0.41,0.41,0.0,0.41,0.05,0.21,0.26,0.05,0.26,Matches,internacional,2020,jSlOtVbffint
Gabriel Boschilia,br BRA,"MF,FW",23.0,13.0,9.0,855.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.1,2.1,14.0,43.0,37.0,0.11,0.11,0.21,0.11,0.21,0.12,0.11,0.23,0.12,0.23,Matches,internacional,2020,jSlOtVbffint
Renzo Saravia,ar ARG,DF,26.0,8.0,8.0,720.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,14.0,23.0,43.0,0.0,0.12,0.12,0.0,0.12,0.02,0.08,0.09,0.02,0.09,Matches,internacional,2020,jSlOtVbffint
Damián Musto,ar ARG,MF,32.0,14.0,6.0,636.0,7.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.3,0.3,0.1,0.4,4.0,42.0,5.0,0.14,0.0,0.14,0.14,0.14,0.04,0.01,0.05,0.04,0.05,Matches,internacional,2020,jSlOtVbffint
Johnny Cardoso,us USA,MF,18.0,13.0,5.0,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,Matches,internacional,2020,jSlOtVbffint
Andrés D'Alessandro,ar ARG,"MF,FW",38.0,20.0,4.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.1,1.8,12.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,0.12,0.18,0.3,0.12,0.3,Matches,internacional,2020,jSlOtVbffint
Nonato,br BRA,MF,21.0,11.0,4.0,429.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.2,0.5,7.0,28.0,9.0,0.21,0.0,0.21,0.21,0.21,0.07,0.04,0.11,0.07,0.11,Matches,internacional,2020,jSlOtVbffint
Peglow,br BRA,"MF,FW",18.0,16.0,3.0,331.0,3.7,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,2.1,2.1,1.1,3.2,6.0,16.0,22.0,0.54,0.82,1.36,0.54,1.36,0.58,0.3,0.87,0.58,0.87,Matches,internacional,2020,jSlOtVbffint
William Pottker,br BRA,"FW,MF",26.0,7.0,3.0,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,0.1,0.7,8.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.21,0.18,0.21,Matches,internacional,2020,jSlOtVbffint
Mauricio,br BRA,"MF,FW",18.0,8.0,3.0,296.0,3.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,0.0,7.0,14.0,0.3,0.3,0.61,0.3,0.61,0.12,0.1,0.22,0.12,0.22,Matches,internacional,2020,jSlOtVbffint
Leandro Fernández,ar ARG,"FW,MF",28.0,9.0,3.0,272.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,0.9,6.0,8.0,25.0,0.0,0.33,0.33,0.0,0.33,0.2,0.1,0.3,0.2,0.3,Matches,internacional,2020,jSlOtVbffint
Paolo Guerrero,pe PER,FW,36.0,3.0,3.0,231.0,2.6,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.6,1.6,1.0,2.6,7.0,8.0,16.0,1.17,0.39,1.56,1.17,1.56,0.62,0.39,1.01,0.62,1.01,Matches,internacional,2020,jSlOtVbffint
Bruno Fuchs,br BRA,DF,20.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,internacional,2020,jSlOtVbffint
Martín Sarrafiore,ar ARG,FW,22.0,2.0,1.0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.21,0.18,0.21,Matches,internacional,2020,jSlOtVbffint
Jussa,br BRA,"MF,DF",23.0,2.0,1.0,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,internacional,2020,jSlOtVbffint
Danilo Fernandes,br BRA,GK,31.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,internacional,2020,jSlOtVbffint
Muchacho,br BRA,FW,19.0,1.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,internacional,2020,jSlOtVbffint
