player,nation,pos,age,mp,starts,min,90s,gls,ast,g+a,g-pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg+xag,prgc,prgp,prgr,gls.1,ast.1,g+a_90,g-pk_90,g+a-pk_90,xg_90,xag_90,xg+xag_90,npxg_90,npxg+xag_90,matches_90,team_name,season,team_id
Samuele Vianni,it ITA,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,torino,2020-2021,4DZEYz1L9tor
Lorenzo Montipò,it ITA,GK,24.0,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,benevento,2020-2021,ztL2ULf18ben
Kamil Glik,pl POL,DF,32.0,36,36,3206.0,35.6,2.0,1.0,3.0,2.0,0.0,0.0,10.0,1.0,3.4,3.4,0.7,4.2,3.0,67.0,7.0,0.06,0.03,0.08,0.06,0.08,0.1,0.02,0.12,0.1,0.12,Matches,benevento,2020-2021,ztL2ULf18ben
Artur Ioniță,md MDA,MF,29.0,36,34,2835.0,31.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.7,1.7,0.9,2.6,30.0,64.0,54.0,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.08,0.05,0.08,Matches,benevento,2020-2021,ztL2ULf18ben
Federico Barba,it ITA,DF,26.0,32,31,2659.0,29.5,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.8,0.8,1.4,2.2,23.0,80.0,26.0,0.0,0.07,0.07,0.0,0.07,0.03,0.05,0.08,0.03,0.08,Matches,benevento,2020-2021,ztL2ULf18ben
Gianluca Lapadula,pe PER,FW,30.0,37,29,2563.0,28.5,8.0,2.0,10.0,8.0,0.0,1.0,2.0,0.0,9.7,8.8,3.7,12.5,42.0,44.0,169.0,0.28,0.07,0.35,0.28,0.35,0.34,0.13,0.47,0.31,0.44,Matches,benevento,2020-2021,ztL2ULf18ben
Përparim Hetemaj,fi FIN,MF,33.0,31,27,2212.0,24.6,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.4,2.0,27.0,88.0,52.0,0.0,0.08,0.08,0.0,0.08,0.02,0.06,0.08,0.02,0.08,Matches,benevento,2020-2021,ztL2ULf18ben
Pasquale Schiattarella,it ITA,MF,33.0,29,26,2247.0,25.0,1.0,1.0,2.0,1.0,0.0,0.0,13.0,1.0,0.7,0.7,2.2,2.9,24.0,144.0,9.0,0.04,0.04,0.08,0.04,0.08,0.03,0.09,0.12,0.03,0.12,Matches,benevento,2020-2021,ztL2ULf18ben
Riccardo Improta,it ITA,"DF,MF",26.0,34,23,2335.0,25.9,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,2.0,2.4,4.4,58.0,81.0,139.0,0.04,0.0,0.04,0.04,0.04,0.08,0.09,0.17,0.08,0.17,Matches,benevento,2020-2021,ztL2ULf18ben
Gianluca Caprari,it ITA,"MF,FW",27.0,30,23,1865.0,20.7,5.0,6.0,11.0,5.0,0.0,1.0,4.0,1.0,4.0,3.2,3.0,6.2,65.0,65.0,130.0,0.24,0.29,0.53,0.24,0.53,0.19,0.14,0.34,0.15,0.3,Matches,benevento,2020-2021,ztL2ULf18ben
Alessandro Tuia,it ITA,DF,30.0,27,19,1765.0,19.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,0.3,1.1,4.0,44.0,2.0,0.05,0.0,0.05,0.05,0.05,0.04,0.01,0.05,0.04,0.05,Matches,benevento,2020-2021,ztL2ULf18ben
Gaetano Letizia,it ITA,DF,30.0,24,18,1570.0,17.4,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.4,0.4,1.2,1.6,49.0,59.0,65.0,0.17,0.06,0.23,0.17,0.23,0.02,0.07,0.09,0.02,0.09,Matches,benevento,2020-2021,ztL2ULf18ben
Roberto Insigne,it ITA,"MF,FW",26.0,30,17,1599.0,17.8,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,3.9,3.9,3.8,7.7,43.0,47.0,117.0,0.11,0.23,0.34,0.11,0.34,0.22,0.21,0.43,0.22,0.43,Matches,benevento,2020-2021,ztL2ULf18ben
Luca Caldirola,it ITA,DF,29.0,25,17,1572.0,17.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,0.9,0.9,0.2,1.1,18.0,48.0,6.0,0.11,0.0,0.11,0.11,0.11,0.05,0.01,0.06,0.05,0.06,Matches,benevento,2020-2021,ztL2ULf18ben
Fabio Depaoli,it ITA,DF,23.0,15,14,1120.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,4.0,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,benevento,2020-2021,ztL2ULf18ben
Bryan Dabo,bf BFA,MF,28.0,25,12,1117.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.3,1.1,25.0,60.0,44.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,benevento,2020-2021,ztL2ULf18ben
Nicolas Viola,it ITA,MF,30.0,17,12,1036.0,11.5,5.0,2.0,7.0,1.0,4.0,4.0,1.0,0.0,3.8,0.6,1.7,2.4,10.0,41.0,13.0,0.43,0.17,0.61,0.09,0.26,0.33,0.15,0.48,0.06,0.21,Matches,benevento,2020-2021,ztL2ULf18ben
Daam Foulon,be BEL,DF,21.0,23,11,1021.0,11.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,16.0,36.0,20.0,0.0,0.09,0.09,0.0,0.09,0.0,0.01,0.02,0.0,0.02,Matches,benevento,2020-2021,ztL2ULf18ben
Marco Sau,it ITA,"MF,FW",32.0,24,9,785.0,8.7,4.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,2.4,1.6,1.8,3.4,13.0,17.0,58.0,0.46,0.23,0.69,0.34,0.57,0.28,0.21,0.48,0.19,0.39,Matches,benevento,2020-2021,ztL2ULf18ben
Adolfo Gaich,ar ARG,FW,21.0,15,9,768.0,8.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.8,2.8,0.4,3.1,10.0,4.0,54.0,0.23,0.0,0.23,0.23,0.23,0.33,0.04,0.37,0.33,0.37,Matches,benevento,2020-2021,ztL2ULf18ben
Iago Falque,es ESP,"MF,FW",30.0,11,4,358.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,1.2,1.7,16.0,26.0,31.0,0.25,0.25,0.5,0.25,0.5,0.11,0.31,0.42,0.11,0.42,Matches,benevento,2020-2021,ztL2ULf18ben
Gabriele Moncini,it ITA,"FW,MF",24.0,10,4,357.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.9,3.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.22,0.18,0.22,Matches,benevento,2020-2021,ztL2ULf18ben
Andrés Tello,co COL,"DF,MF",23.0,17,2,413.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,0.0,0.4,12.0,20.0,17.0,0.22,0.0,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08,Matches,benevento,2020-2021,ztL2ULf18ben
Christian Maggio,it ITA,DF,38.0,8,2,297.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,5.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,benevento,2020-2021,ztL2ULf18ben
Giuseppe Di Serio,it ITA,"FW,MF",19.0,16,1,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.7,9.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.21,0.2,0.21,Matches,benevento,2020-2021,ztL2ULf18ben
Niccolò Manfredini,it ITA,GK,32.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,benevento,2020-2021,ztL2ULf18ben
Christian Pastina,it ITA,DF,19.0,3,0,121.0,1.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,3.0,4.0,1.0,0.0,0.74,0.74,0.0,0.74,0.0,0.31,0.31,0.0,0.31,Matches,benevento,2020-2021,ztL2ULf18ben
Lorenzo Del Pinto,it ITA,MF,30.0,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,benevento,2020-2021,ztL2ULf18ben
Siriki Sanogo,ci CIV,MF,18.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,benevento,2020-2021,ztL2ULf18ben
Amadou Diambo,gh GHA,FW,19.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,benevento,2020-2021,ztL2ULf18ben
Basit Abdallah,gh GHA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,benevento,2020-2021,ztL2ULf18ben
Pier Graziano Gori,it ITA,GK,40.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,benevento,2020-2021,ztL2ULf18ben
Igor Lucatelli,it ITA,GK,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,benevento,2020-2021,ztL2ULf18ben
Davide Masella,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,benevento,2020-2021,ztL2ULf18ben
Dejan Vokič,si SVN,DF,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,benevento,2020-2021,ztL2ULf18ben
Alex Cordaz,it ITA,GK,37.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crotone,2020-2021,DOYoYcD_Gcro
Junior Messias,br BRA,"MF,FW",29.0,36,36,3215.0,35.7,9.0,4.0,13.0,9.0,0.0,0.0,6.0,0.0,7.6,7.6,2.6,10.2,166.0,135.0,213.0,0.25,0.11,0.36,0.25,0.36,0.21,0.07,0.29,0.21,0.29,Matches,crotone,2020-2021,DOYoYcD_Gcro
Simeon Nwankwo,ng NGA,FW,28.0,38,31,2943.0,32.7,20.0,2.0,22.0,12.0,8.0,8.0,1.0,0.0,19.1,12.8,1.1,14.0,22.0,50.0,175.0,0.61,0.06,0.67,0.37,0.43,0.59,0.03,0.62,0.39,0.43,Matches,crotone,2020-2021,DOYoYcD_Gcro
Pedro Pereira,pt POR,DF,22.0,35,29,2549.0,28.3,0.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,3.4,4.1,32.0,44.0,142.0,0.0,0.14,0.14,0.0,0.14,0.02,0.12,0.15,0.02,0.15,Matches,crotone,2020-2021,DOYoYcD_Gcro
Salvatore Molina,it ITA,"MF,DF",28.0,29,28,2315.0,25.7,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,2.3,3.0,34.0,97.0,87.0,0.04,0.16,0.19,0.04,0.19,0.03,0.09,0.12,0.03,0.12,Matches,crotone,2020-2021,DOYoYcD_Gcro
Arkadiusz Reca,pl POL,DF,25.0,30,28,2313.0,25.7,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,1.5,1.5,3.1,4.6,85.0,66.0,170.0,0.08,0.12,0.19,0.08,0.19,0.06,0.12,0.18,0.06,0.18,Matches,crotone,2020-2021,DOYoYcD_Gcro
Vladimir Golemić,si SVN,DF,29.0,30,26,2341.0,26.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.2,0.4,0.5,0.9,9.0,59.0,5.0,0.08,0.0,0.08,0.04,0.04,0.05,0.02,0.07,0.02,0.04,Matches,crotone,2020-2021,DOYoYcD_Gcro
Lisandro Magallán,ar ARG,DF,26.0,28,25,2181.0,24.2,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,1.2,1.2,0.4,1.6,12.0,70.0,3.0,0.04,0.08,0.12,0.04,0.12,0.05,0.01,0.06,0.05,0.06,Matches,crotone,2020-2021,DOYoYcD_Gcro
Sebastiano Luperto,it ITA,DF,23.0,23,22,1879.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,0.2,0.5,14.0,69.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,crotone,2020-2021,DOYoYcD_Gcro
Niccolò Zanellato,it ITA,MF,22.0,27,18,1637.0,18.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,1.2,1.6,9.0,65.0,27.0,0.05,0.05,0.11,0.05,0.11,0.02,0.07,0.09,0.02,0.09,Matches,crotone,2020-2021,DOYoYcD_Gcro
Luca Marrone,it ITA,DF,30.0,21,18,1588.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.4,0.4,0.0,0.4,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,crotone,2020-2021,DOYoYcD_Gcro
Koffi Djidji,ci CIV,DF,27.0,20,16,1524.0,16.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.2,0.4,17.0,56.0,15.0,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03,Matches,crotone,2020-2021,DOYoYcD_Gcro
Ahmad Benali,ly LBY,MF,28.0,18,15,1214.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.2,1.8,24.0,67.0,48.0,0.0,0.07,0.07,0.0,0.07,0.04,0.09,0.13,0.04,0.13,Matches,crotone,2020-2021,DOYoYcD_Gcro
Adam Ounas,dz ALG,"FW,MF",23.0,15,15,1199.0,13.3,4.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,2.3,2.3,2.9,5.2,56.0,69.0,66.0,0.3,0.3,0.6,0.3,0.6,0.17,0.22,0.39,0.17,0.39,Matches,crotone,2020-2021,DOYoYcD_Gcro
Miloš Vulić,rs SRB,MF,23.0,25,13,1305.0,14.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,1.5,2.2,16.0,51.0,51.0,0.07,0.07,0.14,0.07,0.14,0.04,0.11,0.15,0.04,0.15,Matches,crotone,2020-2021,DOYoYcD_Gcro
Luca Cigarini,it ITA,MF,34.0,14,13,929.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,1.7,2.3,14.0,90.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,Matches,crotone,2020-2021,DOYoYcD_Gcro
Jacopo Petriccione,it ITA,MF,25.0,20,11,958.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.1,0.1,0.4,0.5,8.0,51.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,crotone,2020-2021,DOYoYcD_Gcro
Eduardo Henrique,br BRA,MF,25.0,18,8,924.0,10.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.2,1.1,15.0,43.0,34.0,0.1,0.0,0.1,0.1,0.1,0.09,0.02,0.11,0.09,0.11,Matches,crotone,2020-2021,DOYoYcD_Gcro
Giuseppe Cuomo,it ITA,DF,22.0,13,8,801.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.2,6.0,44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,crotone,2020-2021,DOYoYcD_Gcro
Emmanuel Rivière,fr FRA,FW,30.0,21,7,640.0,7.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.5,1.6,7.0,6.0,43.0,0.14,0.14,0.28,0.14,0.28,0.16,0.07,0.22,0.16,0.22,Matches,crotone,2020-2021,DOYoYcD_Gcro
Samuel Di Carmine,it ITA,FW,31.0,11,6,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,5.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,crotone,2020-2021,DOYoYcD_Gcro
Andrea Rispoli,it ITA,DF,31.0,19,5,652.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.6,1.0,15.0,18.0,46.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.13,0.06,0.13,Matches,crotone,2020-2021,DOYoYcD_Gcro
Denis Drăguș,ro ROU,"FW,MF",21.0,9,1,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,6.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,crotone,2020-2021,DOYoYcD_Gcro
Gian Crespi,it ITA,GK,19.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crotone,2020-2021,DOYoYcD_Gcro
Marco Festa,it ITA,GK,28.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crotone,2020-2021,DOYoYcD_Gcro
Antonio Mazzotta,it ITA,DF,30.0,2,1,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crotone,2020-2021,DOYoYcD_Gcro
Luis Rojas,cl CHI,"MF,FW",18.0,7,0,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,crotone,2020-2021,DOYoYcD_Gcro
Luca Siligardi,it ITA,"MF,FW",32.0,4,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,0.26,0.16,0.26,Matches,crotone,2020-2021,DOYoYcD_Gcro
Augustus Kargbo,sl SLE,FW,20.0,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crotone,2020-2021,DOYoYcD_Gcro
Giovanni Crociata,it ITA,DF,22.0,2,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,Matches,crotone,2020-2021,DOYoYcD_Gcro
Tomislav Gomelt,hr CRO,MF,25.0,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,crotone,2020-2021,DOYoYcD_Gcro
Giuseppe Borello,it ITA,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crotone,2020-2021,DOYoYcD_Gcro
Francesco D'Alterio,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crotone,2020-2021,DOYoYcD_Gcro
Giovanni D'Aprile,it ITA,DF,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crotone,2020-2021,DOYoYcD_Gcro
Massimiliano Mignogna,it ITA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crotone,2020-2021,DOYoYcD_Gcro
Mattia Mustacchio,it ITA,"DF,FW",31.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crotone,2020-2021,DOYoYcD_Gcro
Antonio Ranieri,it ITA,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crotone,2020-2021,DOYoYcD_Gcro
Nicolás Spolli,ar ARG,DF,37.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crotone,2020-2021,DOYoYcD_Gcro
Mattia Timmoneri,it ITA,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crotone,2020-2021,DOYoYcD_Gcro
Sergio Yakubiv,ua UKR,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,crotone,2020-2021,DOYoYcD_Gcro
Luigi Sepe,it ITA,GK,29.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,parma,2020-2021,C_l02Gxy8par
Jasmin Kurtić,si SVN,MF,31.0,34,31,2739.0,30.4,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,3.7,3.7,2.2,5.9,53.0,143.0,78.0,0.13,0.0,0.13,0.13,0.13,0.12,0.07,0.19,0.12,0.19,Matches,parma,2020-2021,C_l02Gxy8par
Juraj Kucka,sk SVK,"MF,FW",33.0,28,28,2334.0,25.9,7.0,2.0,9.0,3.0,4.0,4.0,8.0,0.0,7.1,4.0,2.0,5.9,35.0,77.0,117.0,0.27,0.08,0.35,0.12,0.19,0.27,0.08,0.35,0.15,0.23,Matches,parma,2020-2021,C_l02Gxy8par
Hernani,br BRA,MF,26.0,33,27,2189.0,24.3,7.0,3.0,10.0,6.0,1.0,1.0,11.0,0.0,3.4,2.6,2.7,5.3,51.0,116.0,85.0,0.29,0.12,0.41,0.25,0.37,0.14,0.11,0.25,0.11,0.22,Matches,parma,2020-2021,C_l02Gxy8par
Gervinho,ci CIV,FW,33.0,27,25,2021.0,22.5,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,3.5,3.5,2.2,5.7,84.0,53.0,163.0,0.22,0.04,0.27,0.22,0.27,0.16,0.1,0.26,0.16,0.26,Matches,parma,2020-2021,C_l02Gxy8par
Riccardo Gagliolo,se SWE,DF,30.0,28,22,1956.0,21.7,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,3.2,3.2,1.2,4.4,37.0,118.0,34.0,0.09,0.09,0.18,0.09,0.18,0.15,0.06,0.2,0.15,0.2,Matches,parma,2020-2021,C_l02Gxy8par
Andreas Cornelius,dk DEN,FW,27.0,29,21,1898.0,21.1,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,2.9,2.9,3.5,6.4,12.0,45.0,135.0,0.05,0.19,0.24,0.05,0.24,0.14,0.17,0.3,0.14,0.3,Matches,parma,2020-2021,C_l02Gxy8par
Giuseppe Pezzella,it ITA,DF,22.0,24,21,1828.0,20.3,1.0,4.0,5.0,1.0,0.0,0.0,7.0,0.0,0.2,0.2,3.2,3.4,58.0,69.0,114.0,0.05,0.2,0.25,0.05,0.25,0.01,0.16,0.17,0.01,0.17,Matches,parma,2020-2021,C_l02Gxy8par
Yordan Osorio,ve VEN,DF,26.0,23,21,1809.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.1,0.8,11.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches,parma,2020-2021,C_l02Gxy8par
Gastón Brugman,uy URU,MF,27.0,26,21,1616.0,18.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,2.5,3.6,22.0,111.0,17.0,0.06,0.06,0.11,0.06,0.11,0.06,0.14,0.2,0.06,0.2,Matches,parma,2020-2021,C_l02Gxy8par
Bruno Alves,pt POR,DF,38.0,19,18,1632.0,18.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.6,0.0,50.0,6.0,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03,Matches,parma,2020-2021,C_l02Gxy8par
Yann Karamoh,fr FRA,"FW,MF",22.0,24,16,1294.0,14.4,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,4.2,4.2,1.8,6.0,45.0,33.0,116.0,0.14,0.07,0.21,0.14,0.21,0.29,0.12,0.41,0.29,0.41,Matches,parma,2020-2021,C_l02Gxy8par
Mattia Bani,it ITA,DF,26.0,15,14,1145.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.4,1.0,5.0,32.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches,parma,2020-2021,C_l02Gxy8par
Simone Iacoponi,it ITA,DF,33.0,16,13,1193.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.0,0.1,7.0,57.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,parma,2020-2021,C_l02Gxy8par
Alberto Grassi,it ITA,"MF,DF",25.0,23,13,1177.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.4,0.8,13.0,34.0,30.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,Matches,parma,2020-2021,C_l02Gxy8par
Maxime Busi,be BEL,DF,20.0,24,11,1195.0,13.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,1.2,1.6,28.0,66.0,63.0,0.0,0.08,0.08,0.0,0.08,0.04,0.09,0.12,0.04,0.12,Matches,parma,2020-2021,C_l02Gxy8par
Vincent Laurini,fr FRA,DF,31.0,14,10,870.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,11.0,37.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches,parma,2020-2021,C_l02Gxy8par
Andrea Conti,it ITA,DF,26.0,11,9,809.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.5,1.0,20.0,42.0,21.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.11,0.06,0.11,Matches,parma,2020-2021,C_l02Gxy8par
